MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), Sulphur Dioxide (ug/m3)
2018-01-01,610.82,948.75,1885.52,750.25,110.4
2018-01-02,998.85,1224.35,2756.05,924.5,110.4
2018-01-03,462.52,667.7,1377.02,878.5,110.4
2018-01-04,833.28,1069.85,2347.3,473.75,110.4
2018-01-05,1383.05,1666.2,3787.2,639.5,110.4
2018-01-06,1654.98,1810.48,4348.42,681.75,110.4
2018-01-07,510.3,831.9,1614.62,426.0,110.4
2018-01-08,694.32,977.38,2042.15,595.35,110.4
2018-01-09,1434.5,1251.32,3450.95,1011.53,110.4
2018-01-10,2288.98,2016.28,5525.78,804.5,110.4
2018-01-11,2988.59,1915.62,6497.92,870.75,110.4
2018-01-12,1377.32,1457.85,3569.97,857.0,110.4
2018-01-13,401.67,788.42,1404.72,712.5,110.4
2018-01-14,1020.88,1310.95,2876.32,758.25,110.4
2018-01-15,817.55,1154.35,2407.95,329.75,110.4
2018-01-16,706.1,1136.35,2219.03,394.75,110.4
2018-01-17,803.87,1105.0,2337.93,506.25,110.4
2018-01-18,759.1,1186.1,2349.93,429.25,110.4
2018-01-19,1289.77,1679.1,3656.8,531.0,110.4
2018-01-20,1187.95,1870.85,3692.6,383.5,110.4
2018-01-21,899.42,1388.5,2767.42,475.25,110.4
2018-01-22,1615.47,1661.21,4138.17,536.65,110.4
2018-01-23,1021.25,1178.14,2743.95,423.62,85.1
2018-01-24,736.8,1028.77,2158.75,426.55,54.3
2018-01-25,1330.02,1587.35,3626.7,674.22,87.9
2018-01-26,2451.35,2267.8,6026.38,860.58,67.1
2018-01-27,1173.67,1451.3,3250.52,540.0,32.8
2018-01-28,487.2,738.75,1485.8,281.79,-2.2
2018-01-29,1058.97,1367.52,2991.2,402.46,24.5
2018-01-30,2247.9,2095.64,5542.18,697.75,92.3
2018-01-31,872.6,1264.38,2602.18,344.0,83.1
2018-02-01,1432.85,1535.35,3732.32,487.25,112.0
2018-02-02,2129.12,1877.55,5142.4,666.0,119.9
2018-02-03,1460.1,1899.6,4138.18,475.75,92.3
2018-02-04,739.22,1083.25,2216.6,356.25,6.7
2018-02-05,1126.37,1361.08,3088.44,643.76,16.8
2018-02-06,1465.1,1658.49,3904.88,792.74,45.6
2018-02-07,2209.25,2100.95,5488.35,823.0,71.8
2018-02-08,1788.49,2005.98,4748.23,894.25,101.3
2018-02-09,1455.7,1593.78,3825.73,574.88,107.1
2018-02-10,1240.4,1529.88,3431.98,536.75,87.5
2018-02-11,510.05,878.12,1660.45,410.5,74.2
2018-02-12,1361.22,1639.78,3726.7,706.5,90.9
2018-02-13,715.4,1195.5,2292.55,391.0,93.1
2018-02-14,1109.3,1400.45,3101.3,459.75,127.4
2018-02-15,1083.48,1450.45,3111.81,562.5,102.75
2018-02-16,1652.42,1944.8,4478.58,738.25,83.8
2018-02-17,1861.0,2071.07,4924.55,883.5,105.7
2018-02-18,1294.23,1607.28,3591.78,678.5,66.8
2018-02-19,2011.15,1821.8,4905.38,616.5,128.8
2018-02-20,1173.05,1389.78,3188.42,415.0,60.1
2018-02-21,1549.2,1697.38,4072.87,1267.0,50.0
2018-02-22,944.2,1461.65,2909.4,833.75,40.2
2018-02-23,1049.9,1570.92,3180.82,801.75,47.6
2018-02-24,689.42,1247.07,2304.07,858.25,44.6
2018-02-25,513.88,924.85,1712.82,512.75,5.0
2018-02-26,785.2,1066.72,2270.83,614.5,1.2
2018-02-27,1272.08,1761.78,3712.27,618.5,32.7
2018-02-28,866.48,1233.82,2562.48,702.38,52.5
2018-03-01,432.62,906.3,1570.01,1081.5,87.2
2018-03-02,387.05,1095.7,1688.85,1158.25,110.2
2018-03-03,700.8,1428.98,2503.43,1715.5,113.5
2018-03-04,914.92,1384.25,2787.25,587.75,144.0
2018-03-05,810.05,1271.05,2512.98,576.25,143.3
2018-03-06,1481.7,1831.08,4103.08,562.5,180.2
2018-03-07,1819.72,2062.9,4853.32,646.75,184.3
2018-03-08,873.05,1255.1,2593.72,429.75,129.0
2018-03-09,1244.4,1641.59,3549.5,666.25,148.05
2018-03-10,1058.32,1358.2,2981.08,730.25,124.6
2018-03-11,891.62,1533.82,2901.22,810.0,137.3
2018-03-12,1570.25,1616.92,4024.6,417.25,158.8
2018-03-13,1607.7,1699.7,4165.0,649.25,111.8
2018-03-14,519.08,834.55,1630.5,556.75,80.9
2018-03-15,680.55,1119.97,2163.3,507.75,132.2
2018-03-16,1110.03,1471.65,3173.38,762.75,113.9
2018-03-17,649.0,859.62,1854.7,586.5,49.2
2018-03-18,500.75,760.15,1528.18,831.75,41.5
2018-03-19,780.12,1090.3,2286.35,788.75,32.6
2018-03-20,1246.58,1564.05,3475.63,769.75,-8.1
2018-03-21,1598.83,1923.3,4374.86,816.0,44.7
2018-03-22,1087.47,1368.08,3035.52,678.0,59.0
2018-03-23,925.85,1213.92,2633.6,665.75,93.4
2018-03-24,899.97,1337.48,2717.55,984.25,96.2
2018-03-25,1261.55,1758.4,3693.05,1114.25,74.0
2018-03-26,1751.18,2086.98,4772.12,658.5,86.2
2018-03-27,1089.4,1382.07,3052.7,443.0,103.2
2018-03-28,1583.88,1934.52,4363.15,416.5,122.5
2018-03-29,972.12,1437.18,2927.58,568.5,107.3
2018-03-30,709.58,1259.52,2347.28,439.75,103.0
2018-03-31,1211.68,1350.38,3208.28,453.0,122.5
2018-04-01,777.1,1142.6,2334.22,496.25,65.4
2018-04-02,588.65,952.6,1855.13,409.0,89.3
2018-04-03,958.62,1191.58,2661.62,541.5,130.7
2018-04-04,684.92,997.95,2048.52,499.0,119.5
2018-04-05,1154.9,1242.08,3012.62,420.12,82.1
2018-04-06,586.92,1094.12,1994.28,601.76,78.5
2018-04-07,1072.07,1536.45,3180.35,791.7,98.5
2018-04-08,999.63,1546.07,3078.73,661.39,82.7
2018-04-09,1129.38,1537.9,3269.62,791.33,97.5
2018-04-10,1169.47,1783.82,3576.8,1079.02,113.6
2018-04-11,1524.05,1655.62,3992.75,1317.69,102.8
2018-04-12,1419.6,1526.67,3703.45,1211.75,104.2
2018-04-13,1398.6,1624.45,3769.05,863.75,119.7
2018-04-14,904.02,1431.3,2817.8,1140.25,69.4
2018-04-15,611.65,1131.5,2069.18,895.0,77.7
2018-04-16,867.55,1294.2,2624.25,749.75,73.8
2018-04-17,847.7,1324.37,2623.25,695.75,57.6
2018-04-18,920.65,1431.9,2842.88,758.5,57.2
2018-04-19,1626.8,2415.2,4909.7,1209.25,104.7
2018-04-20,1365.04,1972.06,4064.96,1130.38,80.95
2018-04-21,757.48,1655.35,2816.92,1393.38,73.8
2018-04-22,523.0,1051.97,1853.93,939.5,85.6
2018-04-23,725.67,996.08,2108.83,460.25,68.9
2018-04-24,800.05,950.52,2177.83,458.75,89.8
2018-04-25,810.35,1014.85,2257.52,456.75,87.2
2018-04-26,859.13,1112.73,2430.22,531.62,80.9
2018-04-27,884.18,1410.6,2766.48,534.5,117.5
2018-04-28,1191.25,1610.28,3436.97,430.25,82.1
2018-04-29,545.22,1014.88,1850.8,366.25,64.2
2018-04-30,961.42,1320.43,2794.68,498.25,111.2
2018-05-01,1011.35,1324.92,2875.95,509.0,101.6
2018-05-02,1102.68,1505.38,3196.1,391.25,128.1
2018-05-03,1389.85,1619.8,3751.15,604.75,110.3
2018-05-04,1187.17,1669.1,3489.38,770.25,90.8
2018-05-05,775.27,1741.3,2930.2,849.0,89.6
2018-05-06,596.6,1853.58,2768.4,1075.5,96.7
2018-05-07,595.75,2040.78,2954.78,1154.5,132.3
2018-05-08,1175.12,1856.52,3658.42,947.0,163.0
2018-05-09,983.6,1275.27,2783.53,649.0,137.6
2018-05-10,1138.82,1437.05,3183.0,615.25,114.8
2018-05-11,476.08,1016.97,1746.95,701.5,100.3
2018-05-12,980.1,1467.85,2970.75,574.75,100.0
2018-05-13,1071.0,1510.75,3152.92,661.0,85.1
2018-05-14,883.75,1417.15,2771.77,650.46,65.6
2018-05-15,853.2,1561.47,2870.0,680.32,69.4
2018-05-16,717.2,1181.96,2281.56,784.62,53.6
2018-05-17,667.86,1090.09,2114.35,806.36,45.9
2018-05-18,921.35,1436.93,2849.7,749.75,60.9
2018-05-19,627.6,1270.05,2232.55,814.75,59.3
2018-05-20,364.1,984.65,1542.75,784.5,52.7
2018-05-21,833.1,1717.04,2994.44,1062.62,110.4
2018-05-22,647.92,1385.81,2379.11,857.25,71.4
2018-05-23,681.12,1235.01,2279.52,843.5,54.1
2018-05-24,1048.2,1524.88,3132.3,1035.5,77.4
2018-05-25,1202.18,1735.12,3578.62,972.0,98.7
2018-05-26,320.8,1094.3,1585.9,1175.5,67.1
2018-05-27,462.42,1228.7,1937.17,863.75,77.0
2018-05-28,467.45,1285.4,2002.0,978.25,63.3
2018-05-29,702.11,1377.24,2453.84,655.5,72.9
2018-05-30,1013.7,1483.52,3037.98,705.25,99.4
2018-05-31,760.74,1438.45,2605.06,1061.75,90.2
2018-06-01,1059.97,1441.18,3066.18,749.25,81.6
2018-06-02,883.88,1305.15,2660.48,419.75,68.4
2018-06-03,731.15,1253.8,2374.9,468.0,63.8
2018-06-04,732.42,1321.2,2444.18,545.25,64.6
2018-06-05,757.1,1161.32,2322.12,591.0,63.9
2018-06-06,929.82,1297.45,2723.32,799.0,65.9
2018-06-07,858.6,1354.52,2671.15,725.62,61.0
2018-06-08,905.95,1299.62,2688.7,699.25,59.5
2018-06-09,600.73,1117.42,2038.12,621.25,52.7
2018-06-10,562.17,988.2,1850.55,563.5,51.7
2018-06-11,690.18,1053.5,2111.96,513.75,67.0
2018-06-12,917.5,1304.97,2711.52,514.5,54.9
2018-06-13,1004.2,1342.45,2882.1,565.5,72.2
2018-06-14,837.28,1089.0,2372.9,623.25,102.8
2018-06-15,1083.88,1420.46,3082.42,635.5,95.2
2018-06-16,590.6,860.95,1766.37,486.0,83.9
2018-06-17,412.05,594.1,1225.72,361.0,75.0
2018-06-18,580.2,772.35,1662.02,446.5,89.3
2018-06-19,766.45,726.78,1901.88,305.0,85.3
2018-06-20,892.3,784.5,2152.7,389.25,107.8
2018-06-21,970.0,1132.28,2619.45,487.0,78.5
2018-06-22,930.62,1217.12,2643.9,528.5,72.0
2018-06-23,938.02,1358.4,2796.92,553.75,88.4
2018-06-24,439.38,1084.8,1758.35,541.0,90.8
2018-06-25,826.33,1687.28,2954.25,651.5,116.3
2018-06-26,584.42,1216.97,2112.95,644.25,106.2
2018-06-27,556.25,952.55,1805.6,697.25,89.4
2018-06-28,696.2,1135.47,2203.08,768.0,94.9
2018-06-29,663.35,1112.7,2129.7,650.25,106.6
2018-06-30,359.15,845.45,1395.95,604.5,109.1
2018-07-01,323.12,1122.9,1618.5,749.0,135.9
2018-07-02,528.5,1123.2,1933.48,701.75,130.1
2018-07-03,330.03,848.08,1354.25,575.25,111.3
2018-07-04,589.55,1132.08,2035.85,732.0,128.0
2018-07-05,1033.9,1835.8,3420.95,869.0,139.6
2018-07-06,1056.75,2016.82,3637.38,831.25,117.1
2018-07-07,742.53,1594.25,2733.07,998.5,97.9
2018-07-08,505.3,1376.68,2151.5,667.25,77.6
2018-07-09,940.8,1485.5,2927.72,680.5,100.2
2018-07-10,853.48,990.4,2299.12,476.25,94.5
2018-07-11,899.44,1115.62,2494.61,570.62,92.95
2018-07-12,741.72,1252.3,2389.65,700.0,100.7
2018-07-13,684.98,1191.83,2241.95,669.5,106.2
2018-07-14,572.97,1132.28,2011.02,646.5,93.8
2018-07-15,682.55,1385.82,2432.32,574.75,110.3
2018-07-16,854.08,1414.45,2724.05,694.25,127.7
2018-07-17,702.58,874.6,1952.12,506.5,100.1
2018-07-18,945.8,1231.48,2681.58,451.5,94.6
2018-07-19,818.88,1394.62,2650.52,586.0,96.8
2018-07-20,757.65,1382.25,2543.68,570.25,120.3
2018-07-21,675.9,1375.62,2412.08,583.25,87.5
2018-07-22,642.6,1148.38,2133.92,439.0,82.0
2018-07-23,797.5,1178.08,2400.98,515.0,79.0
2018-07-24,792.87,1147.97,2363.9,513.75,77.8
2018-07-25,940.72,1383.0,2825.6,601.25,77.3
2018-07-26,709.08,1400.5,2487.85,888.75,103.8
2018-07-27,817.7,1358.48,2612.37,723.0,114.4
2018-07-28,435.73,609.75,1278.0,642.75,105.9
2018-07-29,408.2,492.75,1118.88,265.75,120.7
2018-07-30,811.95,734.08,1978.98,372.5,117.3
2018-07-31,767.52,930.22,2107.1,432.75,81.6
2018-08-01,847.98,1105.35,2405.55,466.5,58.1
2018-08-02,942.82,1319.28,2765.13,482.75,56.7
2018-08-03,1134.53,1641.22,3380.82,597.5,59.0
2018-08-04,625.68,997.85,1957.43,391.0,30.6
2018-08-05,417.42,919.33,1559.25,460.5,29.8
2018-08-06,1017.88,1786.5,3347.13,628.25,72.2
2018-08-07,853.8,1623.38,2932.42,630.25,81.3
2018-08-08,567.55,931.3,1801.48,452.0,67.5
2018-08-09,1175.85,1390.45,3193.42,481.0,91.2
2018-08-10,932.8,1187.53,2617.78,387.25,55.9
2018-08-11,716.42,1028.55,2127.18,377.75,37.1
2018-08-12,448.15,769.5,1456.72,310.25,68.9
2018-08-13,850.58,1130.25,2434.8,410.25,98.0
2018-08-14,761.37,1102.45,2269.62,425.0,58.7
2018-08-15,702.15,960.02,2036.87,400.5,45.3
2018-08-16,845.55,1027.45,2323.98,398.25,72.2
2018-08-17,903.63,1131.82,2517.52,432.0,50.1
2018-08-18,641.7,845.75,1829.9,410.5,42.8
2018-08-19,470.92,694.72,1416.75,325.0,36.5
2018-08-20,848.8,1042.57,2344.2,319.25,57.2
2018-08-21,842.06,1145.89,2436.94,305.75,62.5
2018-08-22,852.78,1074.85,2382.2,365.25,61.3
2018-08-23,820.66,999.94,2258.04,356.75,72.7
2018-08-24,729.22,983.68,2101.62,318.0,63.8
2018-08-25,1070.58,1277.03,2918.9,357.25,66.0
2018-08-26,584.25,938.2,1833.9,238.25,80.9
2018-08-27,408.45,738.85,1365.35,275.75,70.8
2018-08-28,941.82,1326.65,2770.48,412.25,85.25
2018-08-29,1683.47,1692.46,4273.82,445.76,105.3
2018-08-30,1885.71,1737.81,4628.81,474.53,67.5
2018-08-31,1943.77,1793.74,4773.66,532.06,81.0
2018-09-01,1771.3,1705.26,4420.81,518.84,68.7
2018-09-02,1670.51,1652.02,4213.15,533.12,66.1
2018-09-03,1950.86,2045.96,5036.83,610.65,110.3
2018-09-04,1690.96,1769.22,4361.84,530.93,79.55
2018-09-05,1675.75,1646.64,4216.03,486.96,66.1
2018-09-06,1850.35,1642.03,4479.47,536.99,86.26
2018-09-07,1705.25,1613.2,4228.15,452.27,57.84
2018-09-08,1602.23,1464.23,3920.75,406.55,46.8
2018-09-09,1530.13,1360.76,3706.65,419.33,41.0
2018-09-10,1601.19,1384.78,3839.4,470.36,41.1
2018-09-11,1598.6,1329.67,3780.35,463.89,55.5
2018-09-12,1956.8,1729.63,4729.72,425.17,49.9
2018-09-13,2118.69,1778.19,5026.72,478.7,83.9
2018-09-14,1638.22,1553.36,4064.79,387.23,52.0
2018-09-15,1588.13,1434.0,3869.04,443.26,43.8
2018-09-16,1508.58,1336.11,3649.09,525.04,53.6
2018-09-17,1633.56,1520.67,4025.01,593.32,90.6
2018-09-18,1550.67,1335.61,3712.84,684.59,97.1
2018-09-19,1543.88,1282.95,3649.96,705.62,87.4
2018-09-20,1520.74,1242.24,3573.41,667.03,106.4
2018-09-21,1510.42,1291.35,3606.86,610.18,94.3
2018-09-22,1582.45,1471.11,3897.08,488.71,65.1
2018-09-23,1582.13,1523.53,3948.71,349.24,46.3
2018-09-24,2103.49,1828.77,5053.68,535.77,38.8
2018-09-25,2304.05,1937.8,5470.68,716.05,59.3
2018-09-26,1872.93,2013.39,4885.03,586.33,54.6
2018-09-27,2048.41,2141.96,5282.78,553.36,78.3
2018-09-28,1609.24,1558.49,4025.58,434.89,10.6
2018-09-29,1953.68,1919.51,4914.73,505.42,47.9
2018-09-30,1565.51,1593.22,3993.33,407.7,41.1
2018-10-01,1653.54,1578.88,4114.05,393.23,36.0
2018-10-02,1539.9,1455.67,3816.37,355.01,41.7
2018-10-03,1915.03,1711.85,4648.05,393.04,53.8
2018-10-04,1668.51,1473.3,4031.27,432.57,46.5
2018-10-05,1910.39,1898.31,4827.47,563.35,101.9
2018-10-06,1526.1,1588.68,3928.22,351.88,60.6
2018-10-07,1547.88,1580.67,3953.84,341.41,26.4
2018-10-08,1617.97,1640.1,4120.69,396.44,49.9
2018-10-09,1785.82,1885.72,4623.59,495.71,85.5
2018-10-10,1806.03,1975.08,4743.89,797.24,104.1
2018-10-11,1497.56,1459.92,3755.77,515.52,102.4
2018-10-12,1448.17,1337.51,3557.66,476.55,77.0
2018-10-13,1425.63,1299.1,3484.71,449.33,82.6
2018-10-14,1393.36,1379.91,3516.09,265.36,71.5
2018-10-15,1723.02,1661.47,4303.06,384.64,87.6
2018-10-16,1626.92,1511.06,4005.41,532.42,83.7
2018-10-17,1844.28,1793.67,4621.41,404.95,82.1
2018-10-18,1581.64,1637.86,4062.73,470.98,25.6
2018-10-19,2601.27,2123.55,6111.56,651.14,83.45
2018-10-20,2245.2,1906.14,5348.53,851.04,80.7
2018-10-21,1565.31,1622.45,4022.41,586.57,35.9
2018-10-22,1768.79,1697.02,4408.98,496.6,16.4
2018-10-23,1600.12,1672.25,4125.58,486.13,40.7
2018-10-24,1765.91,1711.04,4418.53,478.16,64.0
2018-10-25,1628.26,1692.53,4188.8,432.94,81.7
2018-10-26,1514.5,1618.09,3939.93,565.72,108.8
2018-10-27,1390.15,1410.81,3542.0,326.5,69.5
2018-10-28,1383.41,1418.15,3539.0,327.28,57.5
2018-10-29,1579.24,1624.81,4046.0,399.06,114.1
2018-10-30,1585.52,1558.02,3989.02,639.08,180.5
2018-10-31,1820.18,1740.87,4531.65,579.86,173.4
2018-11-01,1962.44,1777.88,4786.82,720.39,183.1
2018-11-02,2112.47,1968.14,5206.92,963.42,123.4
2018-11-03,1432.35,1546.38,3742.32,718.45,92.7
2018-11-04,1392.26,1439.62,3574.02,574.98,122.5
2018-11-05,2153.07,1642.98,4944.22,1095.01,224.0
2018-11-06,1710.52,1527.97,4150.66,859.79,221.2
2018-11-07,1347.63,1290.68,3356.79,598.82,179.0
2018-11-08,1393.21,1445.54,3581.61,834.85,136.6
2018-11-09,1396.3,1339.78,3480.74,687.63,168.6
2018-11-10,1394.93,1455.35,3594.09,659.41,203.7
2018-11-11,1272.96,1307.13,3258.91,586.69,182.0
2018-11-12,1481.02,1501.77,3772.51,547.47,118.0
2018-11-13,1405.97,1523.84,3679.48,599.5,36.7
2018-11-14,1597.78,1587.57,4037.11,732.53,62.3
2018-11-15,1824.16,1560.96,4357.81,973.06,98.0
2018-11-16,1633.9,1441.73,3946.53,564.59,34.2
2018-11-17,1492.13,1615.91,3903.58,706.37,20.8
2018-11-18,1313.64,1509.48,3523.55,602.4,10.1
2018-11-19,1314.62,1320.24,3335.68,425.68,21.0
2018-11-20,1514.7,1520.18,3842.43,471.7,76.3
2018-11-21,1854.61,1645.17,4488.75,816.48,107.4
2018-11-22,3402.84,2009.13,7226.75,1526.51,165.1
2018-11-23,1929.7,1797.57,4756.17,1170.04,103.5
2018-11-24,1490.98,1670.88,3956.82,805.07,77.5
2018-11-25,1313.31,1447.25,3461.0,613.85,58.3
2018-11-26,1563.34,1673.09,4070.17,590.88,58.3
2018-11-27,1621.15,1571.15,4056.59,661.66,95.3
2018-11-28,1246.31,1311.34,3222.27,654.94,89.6
2018-11-29,1195.46,1238.21,3071.08,564.97,96.35
2018-11-30,1347.8,1505.94,3572.24,637.5,93.7
2018-12-01,1221.13,1312.3,3184.59,400.28,91.3
2018-12-02,1104.46,1082.79,2776.44,255.31,99.1
2018-12-03,1286.62,1446.3,3418.81,472.59,113.0
2018-12-04,1892.45,1868.74,4770.16,772.62,103.5
2018-12-05,1426.21,1439.41,3625.96,429.65,89.6
2018-12-06,1248.27,1375.62,3289.61,411.93,73.8
2018-12-07,1159.17,1264.18,3041.55,359.21,93.3
2018-12-08,1079.9,1116.82,2772.66,455.74,80.7
2018-12-09,1108.01,1250.41,2949.36,393.27,64.2
2018-12-10,1493.46,1773.42,4063.42,593.05,51.5
2018-12-11,2168.74,1802.34,5127.7,1047.83,100.1
2018-12-12,1276.23,1468.55,3425.55,748.35,27.8
2018-12-13,1543.49,1599.84,3966.3,678.63,53.6
2018-12-14,1978.9,1740.43,4774.63,1079.41,114.1
2018-12-15,1091.4,1185.12,2858.65,585.94,54.0
2018-12-16,1217.09,1482.13,3348.37,562.47,89.9
2018-12-17,1401.19,1567.14,3715.37,771.25,87.5
2018-12-18,1115.33,1203.46,2913.57,645.78,85.1
2018-12-19,1267.23,1459.24,3402.05,585.31,123.7
2018-12-20,1186.02,1339.46,3157.7,665.34,114.5
2018-12-21,1057.47,1152.5,2773.67,722.87,114.1
2018-12-22,1091.96,1290.53,2964.74,690.65,70.4
2018-12-23,1075.81,1290.02,2939.39,424.43,63.7
2018-12-24,1679.62,1690.36,4265.59,611.71,70.5
2018-12-25,1280.35,1456.07,3419.37,542.99,48.6
2018-12-26,1258.6,1450.31,3379.63,594.77,52.0
2018-12-27,3028.79,1898.08,6542.19,1090.05,185.4
2018-12-28,1841.12,1660.16,4482.96,900.58,120.2
2018-12-29,1177.56,1346.85,3152.46,647.86,52.3
2018-12-30,1097.69,1336.19,3019.39,537.89,38.5
2018-12-31,1082.37,1329.23,2988.78,511.17,44.4
2019-01-01,1021.63,1264.17,2830.63,491.95,32.3
2019-01-02,1057.06,1466.03,3086.43,479.47,13.6
2019-01-03,1209.79,1669.92,3524.88,505.88,22.8
2019-01-04,1485.05,1888.75,4165.26,874.03,61.1
2019-01-05,1180.18,1675.12,3484.45,740.56,47.7
2019-01-06,1131.99,1640.99,3376.58,740.84,52.2
2019-01-07,1049.22,1417.75,3026.65,736.87,63.2
2019-01-08,1192.7,1547.11,3375.9,710.4,90.3
2019-01-09,1086.78,1504.33,3170.85,524.43,67.0
2019-01-10,1906.73,1882.43,4805.74,1022.71,131.2
2019-01-11,1605.82,1831.3,4293.32,807.24,108.4
2019-01-12,946.56,1279.17,2730.5,592.52,78.2
2019-01-13,858.31,1071.0,2386.9,493.3,94.5
2019-01-14,1133.12,1516.29,3253.8,795.33,103.1
2019-01-15,1082.6,1462.46,3122.22,709.11,104.7
2019-01-16,1015.96,1336.07,2893.97,464.89,136.6
2019-01-17,1319.55,1674.61,3697.97,661.29,156.0
2019-01-18,1443.37,1638.97,3852.37,1011.95,148.2
2019-01-19,962.33,1263.23,2738.77,682.48,100.4
2019-01-20,1452.14,1778.2,4004.39,829.01,104.9
2019-01-21,2224.15,1830.24,5240.11,1197.79,166.9
2019-01-22,1183.55,1685.05,3499.64,637.69,151.2
2019-01-23,1489.04,1716.59,3999.69,547.84,157.1
2019-01-24,2383.19,2114.78,5768.61,1074.12,200.4
2019-01-25,1539.37,1768.97,4129.36,767.65,130.5
2019-01-26,823.21,1123.78,2385.81,539.43,112.0
2019-01-27,777.64,1020.79,2212.93,508.46,139.6
2019-01-28,1293.88,1636.12,3620.24,820.99,150.25
2019-01-29,1339.3,1776.67,3830.41,896.02,189.4
2019-01-30,1602.09,1841.83,4298.08,777.55,185.1
2019-01-31,1818.27,1677.45,4465.28,709.58,223.0
2019-02-01,1029.6,1437.78,3016.6,476.36,162.5
2019-02-02,914.96,1327.7,2730.4,524.39,78.7
2019-02-03,954.81,1422.91,2886.88,687.67,46.1
2019-02-04,1124.65,1377.95,3102.35,600.7,78.1
2019-02-05,1106.65,1396.81,3093.35,606.48,80.7
2019-02-06,1115.29,1433.3,3142.95,653.26,84.8
2019-02-07,813.47,1103.61,2350.7,714.29,81.8
2019-02-08,790.13,998.93,2210.27,571.57,103.8
2019-02-09,737.03,947.29,2077.35,649.35,82.0
2019-02-10,772.54,1139.75,2324.07,461.88,93.8
2019-02-11,1393.9,1716.42,3853.67,705.41,52.1
2019-02-12,1097.19,1583.04,3265.07,863.31,15.9
2019-02-13,1027.21,1417.54,2992.34,834.46,17.5
2019-02-14,1715.87,1739.48,4370.69,1104.24,82.9
2019-02-15,1689.68,1842.05,4432.54,1149.27,107.5
2019-02-16,938.46,1485.94,2924.96,881.05,52.6
2019-02-17,816.29,1254.62,2506.24,816.08,57.1
2019-02-18,921.0,1368.76,2780.66,552.36,81.0
2019-02-19,874.38,1275.95,2616.49,604.64,55.1
2019-02-20,833.04,1168.54,2445.83,858.42,54.5
2019-02-21,830.39,1300.45,2573.93,1010.7,35.6
2019-02-22,1292.6,1495.94,3477.66,881.48,47.9
2019-02-23,1219.78,1501.4,3371.43,912.76,39.2
2019-02-24,1551.42,1775.02,4153.83,923.24,65.9
2019-02-25,2191.2,2114.21,5474.15,1126.12,152.9
2019-02-26,2560.68,2216.04,6142.45,1288.6,186.9
2019-02-27,2290.29,2179.81,5691.65,1415.13,178.1
2019-02-28,839.44,1488.87,2776.13,763.16,90.6
2019-03-01,896.8,1437.56,2812.88,813.44,89.9
2019-03-02,691.43,1013.32,2073.45,516.72,92.4
2019-03-03,586.19,797.61,1696.37,382.5,117.5
2019-03-04,711.4,1059.97,2150.82,410.78,144.5
2019-03-05,746.16,1125.19,2269.35,578.81,129.1
2019-03-06,718.56,1006.5,2107.97,499.83,169.9
2019-03-07,635.07,972.59,1946.24,446.36,150.5
2019-03-08,766.2,1174.68,2349.34,481.89,114.5
2019-03-09,598.53,986.62,1903.92,580.17,86.0
2019-03-10,578.49,926.43,1813.34,395.7,94.3
2019-03-11,648.87,1050.74,2045.99,581.73,60.2
2019-03-12,612.89,1028.28,1967.89,504.26,113.0
2019-03-13,452.6,869.13,1562.92,773.29,107.0
2019-03-14,504.64,958.22,1732.17,606.82,115.5
2019-03-15,429.75,810.69,1470.11,534.35,120.3
2019-03-16,312.2,597.3,1076.05,551.38,133.4
2019-03-17,400.98,850.95,1466.0,514.66,123.9
2019-03-18,962.84,1587.85,3064.28,783.94,103.5
2019-03-19,860.4,1406.15,2724.98,768.72,87.4
2019-03-20,762.32,1265.3,2434.33,635.5,71.7
2019-03-21,969.25,1327.83,2814.2,629.0,81.8
2019-03-22,863.88,1284.32,2608.8,664.0,96.1
2019-03-23,655.9,1330.25,2336.1,666.5,65.5
2019-03-24,718.08,1447.7,2548.5,689.75,87.0
2019-03-25,725.4,1279.72,2392.01,586.25,83.35
2019-03-26,1313.95,1963.85,3978.62,897.75,122.5
2019-03-27,1330.74,1991.61,4032.1,714.12,98.5
2019-03-28,1146.95,1944.2,3702.62,949.25,114.8
2019-03-29,1276.92,1939.37,3897.42,1118.25,140.4
2019-03-30,1607.55,2021.2,4486.58,1370.75,176.2
2019-03-31,278.85,750.82,1178.45,851.25,93.3
2019-04-01,547.68,1168.05,2007.88,746.5,121.9
2019-04-02,998.4,1626.07,3156.85,804.75,193.0
2019-04-03,1105.85,1716.48,3412.38,719.5,199.8
2019-04-04,335.2,839.08,1353.38,544.0,195.6
2019-04-05,250.65,838.21,1222.65,567.0,164.5
2019-04-06,515.33,1167.28,1957.3,572.75,145.8
2019-04-07,710.88,1233.38,2323.55,1201.75,142.5
2019-04-08,1286.12,1926.58,3898.38,1363.5,166.5
2019-04-09,776.68,1387.78,2578.93,1113.25,126.1
2019-04-10,471.64,1036.91,1760.24,680.5,98.6
2019-04-11,520.2,1217.2,2015.17,643.5,65.0
2019-04-12,639.77,1439.35,2420.6,624.25,61.5
2019-04-13,527.72,1287.53,2096.57,585.0,40.3
2019-04-14,316.47,972.28,1457.85,616.0,32.1
2019-04-15,391.25,1114.58,1714.2,1074.25,72.9
2019-04-16,1292.78,2115.85,4097.68,1682.0,131.1
