MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3)
2019-07-29,36.9,325.2,382.1,1342.8
2019-07-30,38.1,282.7,341.8,1245.9
2019-07-31,38.0,201.8,260.1,1164.1
2019-08-01,31.5,246.3,294.7,1335.3
2019-08-02,27.4,194.9,236.6,1423.6
2019-08-03,38.4,370.1,429.1,1181.9
2019-08-04,55.1,426.7,510.9,1189.3
2019-08-05,32.6,196.1,246.2,1285.9
2019-08-06,28.3,146.9,190.0,1274.4
2019-08-07,35.95,206.95,262.75,1210.9
2019-08-08,47.7,294.5,368.0,1163.5
2019-08-09,47.0,250.1,321.7,1079.6
2019-08-10,23.8,84.6,121.1,1569.5
2019-08-11,20.4,159.4,190.9,1450.5
2019-08-12,62.2,523.5,618.7,664.0
2019-08-13,38.0,292.1,350.3,1287.8
2019-08-14,46.5,396.8,468.1,867.4
2019-08-15,31.4,199.8,248.0,1029.2
2019-08-16,43.3,300.7,367.2,796.7
2019-08-17,40.75,152.5,214.75,1043.0
2019-08-18,31.9,171.0,220.0,1197.6
2019-08-19,42.0,196.4,260.8,1209.0
2019-08-20,44.9,364.4,433.6,1298.0
2019-08-21,51.9,359.1,438.4,1331.5
2019-08-22,42.8,365.7,431.4,1349.4
2019-08-23,86.9,675.7,808.3,905.9
2019-08-24,104.0,688.6,847.7,1547.2
2019-08-25,33.6,570.2,621.6,1820.6
2019-08-26,48.8,730.9,805.6,1772.6
2019-08-27,91.1,886.5,1026.1,1713.0
2019-08-28,39.4,288.1,348.3,1344.1
2019-08-29,26.9,228.1,268.95,1411.25
2019-08-30,27.1,255.6,297.2,1353.5
2019-08-31,33.9,302.1,354.3,1223.3
2019-09-01,23.0,222.2,257.4,1199.3
2019-09-02,54.5,354.2,437.9,1188.7
2019-09-03,25.8,244.0,283.5,1352.4
2019-09-04,28.0,168.5,211.0,1210.6
2019-09-05,37.1,345.2,401.7,1130.6
2019-09-06,57.8,523.5,612.3,757.1
2019-09-07,32.1,194.3,243.9,1098.3
2019-09-08,40.2,360.6,422.7,1069.8
2019-09-09,59.9,615.1,706.8,1005.5
2019-09-10,208.2,659.6,978.6,604.3
2019-09-11,52.8,318.9,399.6,827.9
2019-09-12,71.3,375.6,485.0,734.7
2019-09-13,30.1,268.8,314.9,1150.4
2019-09-14,106.4,803.4,966.6,647.1
2019-09-15,40.9,544.7,607.5,856.9
2019-09-16,67.5,394.4,497.7,515.5
2019-09-17,34.1,344.7,396.5,1028.6
2019-09-18,82.0,584.6,710.0,869.8
2019-09-19,182.4,729.2,1008.9,666.0
2019-09-20,171.3,690.5,953.4,936.7
2019-09-21,63.5,776.5,874.1,1005.4
2019-09-22,84.4,638.3,768.0,832.2
2019-09-23,33.2,278.3,328.8,1137.1
2019-09-24,38.9,351.5,410.8,898.4
2019-09-25,37.2,332.3,389.6,817.9
2019-09-26,29.7,276.3,322.3,1095.7
2019-09-27,28.8,276.3,320.1,1122.1
2019-09-28,23.7,230.7,267.1,1153.0
2019-09-29,16.2,137.1,162.3,1259.3
2019-09-30,90.6,435.8,574.7,752.5
2019-10-01,42.4,318.2,382.9,1002.3
2019-10-02,104.7,471.8,632.1,773.8
2019-10-03,592.9,705.1,1613.8,577.0
2019-10-04,137.3,529.7,740.6,755.7
2019-10-05,51.0,561.7,639.7,671.9
2019-10-06,25.9,258.5,297.8,1035.1
2019-10-07,131.6,531.0,732.9,593.2
2019-10-08,52.6,392.0,472.1,908.8
2019-10-09,38.5,341.1,400.0,1107.4
2019-10-10,54.0,311.1,393.5,1014.1
2019-10-11,21.0,236.0,268.1,1302.9
2019-10-12,55.5,673.2,758.5,797.5
2019-10-13,25.6,373.5,411.8,1054.1
2019-10-14,241.8,683.3,1053.4,389.9
2019-10-15,58.4,469.3,558.4,812.4
2019-10-16,195.9,632.5,932.7,716.3
2019-10-17,228.7,738.0,1088.4,89.76
2019-10-18,34.0,320.7,372.9,202.27
2019-10-19,77.1,561.3,680.2,342.29
2019-10-20,75.2,366.3,481.0,482.31
2019-10-21,21.7,213.2,246.5,622.33
2019-10-22,533.6,677.7,1496.1,589.53
2019-10-23,1199.7,929.6,2769.3,162.0
2019-10-24,399.3,809.2,1421.6,195.9
2019-10-25,83.3,419.9,547.2,1004.6
2019-10-26,17.0,212.7,238.6,1419.1
2019-10-27,133.6,542.5,747.0,729.1
2019-10-28,218.5,673.5,1008.5,408.4
2019-10-29,55.7,588.3,674.0,1040.5
2019-10-30,92.6,741.7,883.9,777.1
2019-10-31,558.8,889.7,1746.5,233.2
2019-11-01,382.5,705.3,1291.9,481.0
2019-11-02,17.0,197.4,223.0,1349.4
2019-11-03,61.6,522.6,617.9,798.6
2019-11-04,599.8,746.7,1666.2,381.4
2019-11-05,89.9,393.2,531.0,625.4
2019-11-06,268.5,889.7,1301.4,471.9
2019-11-07,119.4,729.15,912.2,648.1
2019-11-08,481.6,632.4,1370.3,360.5
2019-11-09,291.5,846.8,1294.0,297.6
2019-11-10,400.5,575.7,1189.5,608.3
2019-11-11,68.0,541.4,645.6,880.7
2019-11-12,53.8,483.9,566.9,1004.6
2019-11-13,162.1,758.8,1007.1,614.9
2019-11-14,195.2,901.1,1200.7,712.9
2019-11-15,42.2,390.9,455.3,763.7
2019-11-16,478.8,806.0,1539.9,214.5
2019-11-17,1202.6,900.6,2744.3,114.5
2019-11-18,117.7,640.0,820.5,729.1
2019-11-19,2838.2,1474.6,5826.7,32.2
2019-11-20,966.9,924.8,2407.5,378.5
2019-11-21,187.3,813.8,1100.8,263.7
2019-11-22,97.9,804.7,954.9,694.9
2019-11-23,206.2,804.6,1121.2,342.3
2019-11-24,513.8,739.6,1527.4,278.8
2019-11-25,85.3,759.3,890.4,544.4
2019-11-26,42.5,646.7,712.4,975.2
2019-11-27,68.0,707.4,811.9,752.6
2019-11-28,94.7,494.2,639.5,730.7
2019-11-29,672.1,709.5,1739.9,570.4
2019-11-30,631.0,1088.9,2056.3,187.6
2019-12-01,31.9,419.6,468.3,943.7
2019-12-02,542.0,1127.8,1958.5,338.5
2019-12-03,525.8,1375.4,2181.7,204.8
2019-12-04,2385.6,1429.0,5086.6,66.9
2019-12-05,576.3,915.9,1798.9,549.7
2019-12-06,25.7,373.7,413.6,1313.6
2019-12-07,59.8,471.9,563.6,1043.9
2019-12-08,23.4,199.2,235.3,1696.9
2019-12-09,125.0,575.6,767.3,1039.1
2019-12-10,70.7,583.4,691.4,1008.2
2019-12-11,85.0,731.4,861.8,944.8
2019-12-12,73.4,828.9,941.5,817.0
2019-12-13,35.5,357.0,411.8,1353.4
2019-12-14,35.8,401.3,456.1,1570.2
2019-12-15,30.2,273.5,320.0,1641.5
2019-12-16,457.0,1027.2,1727.8,799.8
2019-12-17,142.9,1041.8,1260.7,461.5
2019-12-18,192.2,701.6,995.9,609.7
2019-12-19,47.7,507.7,581.1,1003.1
2019-12-20,94.0,747.8,892.0,913.2
2019-12-21,39.8,520.3,581.2,1271.9
2019-12-22,35.7,398.4,453.2,1266.8
2019-12-23,47.7,524.5,597.7,1009.9
2019-12-24,30.7,369.4,416.7,1325.7
2019-12-25,439.7,546.0,1220.6,878.3
2019-12-26,439.6,552.4,1226.2,833.7
2019-12-27,686.1,662.5,1714.7,549.2
2019-12-28,576.0,639.2,1522.4,536.6
2019-12-29,60.7,483.6,577.0,759.4
2019-12-30,188.8,675.5,965.0,265.5
2019-12-31,185.9,776.6,1061.3,234.4
2020-01-01,418.9,938.45,1581.35,363.24
2020-01-02,37.7,497.1,554.7,558.39
2020-01-03,37.6,449.2,506.7,753.55
2020-01-04,56.9,587.2,674.3,948.7
2020-01-05,34.2,430.9,483.8,1143.85
2020-01-06,33.9,362.55,414.75,1189.07
2020-01-07,36.7,415.0,471.1,1072.7
2020-01-08,87.7,578.1,712.8,910.9
2020-01-09,29.7,331.2,377.1,1260.1
2020-01-10,51.2,514.8,592.9,1054.1
2020-01-11,21.6,233.5,266.8,1556.9
2020-01-12,27.1,262.5,303.8,1462.1
2020-01-13,32.2,348.6,397.8,1397.6
2020-01-14,28.1,290.2,333.4,1526.1
2020-01-15,41.0,440.5,503.5,1327.2
2020-01-16,41.1,488.1,551.2,1122.9
2020-01-17,36.6,453.3,509.4,1297.6
2020-01-18,111.6,673.7,844.6,802.8
2020-01-19,289.4,864.9,1308.8,447.4
2020-01-20,1666.4,1575.3,4130.2,40.6
2020-01-21,1393.5,1347.2,3484.0,144.0
2020-01-22,506.9,1076.5,1853.3,80.0
2020-01-23,286.1,946.4,1385.1,215.2
2020-01-24,407.2,968.4,1593.1,234.8
2020-01-25,75.9,676.1,792.2,603.8
2020-01-26,54.1,485.9,569.1,914.0
2020-01-27,44.5,550.8,618.9,1257.6
2020-01-28,45.3,397.0,466.2,1454.0
2020-01-29,62.4,507.5,603.6,1309.82
2020-01-30,54.2,501.8,585.0,1444.26
2020-01-31,30.6,271.5,318.1,1458.42
2020-02-01,21.4,207.8,240.5,1472.57
2020-02-02,24.9,278.7,316.8,1486.73
2020-02-03,32.4,287.1,336.8,1500.88
2020-02-04,36.9,342.4,398.8,1515.04
2020-02-05,692.1,1181.9,2242.8,1529.19
2020-02-06,943.0,1356.2,2802.2,1543.35
2020-02-07,775.3,936.0,2125.0,1557.5
2020-02-08,43.5,409.5,475.8,1571.66
2020-02-09,20.0,121.9,152.1,1585.81
2020-02-10,32.3,210.7,260.0,1599.97
2020-02-11,39.5,236.5,296.9,1614.12
2020-02-12,59.4,499.2,590.6,1628.28
2020-02-13,41.8,405.6,470.0,1642.43
2020-02-14,158.6,561.4,804.6,1656.59
2020-02-15,25.9,181.9,221.1,1670.74
2020-02-16,21.1,167.5,199.9,1684.9
2020-02-17,33.4,214.5,265.5,1699.05
2020-02-18,42.5,318.9,384.4,1713.21
2020-02-19,64.9,467.6,567.6,1727.36
2020-02-20,30.8,265.3,312.5,1596.36
2020-02-21,35.0,282.2,336.1,1564.9
2020-02-22,22.6,125.8,160.2,1854.1
2020-02-23,30.5,261.8,308.1,1401.3
2020-02-24,34.8,335.3,388.6,1314.7
2020-02-25,36.7,288.6,344.6,1575.7
2020-02-26,45.9,370.1,440.1,1446.7
2020-02-27,60.1,565.3,657.2,1169.9
2020-02-28,71.3,630.5,740.1,1068.2
2020-02-29,28.7,173.2,216.9,1692.1
2020-03-01,30.1,185.7,232.1,1777.9
2020-03-02,44.1,386.7,453.6,1453.5
2020-03-03,63.8,555.0,652.9,1207.0
2020-03-04,115.4,856.0,1033.1,855.0
2020-03-05,31.6,344.0,392.9,1260.0
2020-03-06,272.6,644.4,1062.8,1194.7
2020-03-07,117.6,671.2,851.7,1091.4
2020-03-08,28.5,225.1,268.7,1769.7
2020-03-09,59.4,348.4,439.5,1455.0
2020-03-10,37.7,205.9,263.7,1327.6
2020-03-11,34.5,214.4,267.7,1824.4
2020-03-12,38.0,189.4,247.5,1694.55
2020-03-13,39.3,313.9,374.3,1536.6
2020-03-14,34.3,284.3,337.0,1581.5
2020-03-15,25.1,268.4,307.3,1689.1
2020-03-16,65.9,470.3,570.9,1205.2
2020-03-17,41.3,340.3,404.0,1479.1
2020-03-18,35.4,305.3,359.3,1420.4
2020-03-19,37.3,403.5,461.1,1057.3
2020-03-20,35.4,225.4,279.2,1513.7
2020-03-21,35.9,239.0,293.4,1477.4
2020-03-22,34.8,277.8,330.8,1355.8
2020-03-23,78.3,616.3,736.3,1135.4
2020-03-24,210.0,799.8,1122.2,968.9
2020-03-25,224.3,830.0,1173.9,995.9
2020-03-26,52.3,485.1,565.6,1501.1
2020-03-27,29.9,285.3,330.6,1925.1
2020-03-28,19.4,132.2,161.5,2104.6
2020-03-29,18.4,76.0,103.9,1888.8
2020-03-30,27.8,163.2,206.5,1628.6
2020-03-31,32.2,298.3,347.9,1601.5
2020-04-01,63.8,437.6,535.7,1299.9
2020-04-02,30.6,240.9,288.3,1584.3
2020-04-03,39.0,378.5,438.2,1422.5
2020-04-04,67.1,474.4,577.4,1203.4
2020-04-05,48.0,384.8,458.8,1518.1
2020-04-06,25.0,233.8,272.1,1865.4
2020-04-07,83.7,475.4,603.7,1467.2
2020-04-08,59.1,670.0,760.7,1520.15
2020-04-09,75.7,565.3,681.0,1546.9
2020-04-10,42.4,459.5,524.3,1783.9
2020-04-11,95.0,677.4,823.8,1198.7
2020-04-12,26.2,294.3,334.5,1999.6
2020-04-13,18.5,73.5,101.9,1880.7
2020-04-14,24.2,250.6,287.5,1898.9
2020-04-15,90.2,644.7,782.8,1337.4
2020-04-16,62.0,699.9,794.8,1308.7
2020-04-17,20.5,254.3,285.8,1766.8
2020-04-18,26.8,274.6,316.2,1398.5
2020-04-19,24.2,204.5,241.6,1603.4
2020-04-20,29.4,220.8,265.6,1782.3
2020-04-21,35.75,266.65,321.55,1863.5
2020-04-22,33.4,279.8,330.7,1890.5
2020-04-23,34.4,366.1,418.8,1882.2
2020-04-24,34.5,308.8,361.3,1939.7
2020-04-25,24.0,230.2,266.9,1937.9
2020-04-26,50.3,383.7,460.8,1609.6
2020-04-27,39.1,327.7,387.4,1688.6
2020-04-28,27.2,292.3,334.3,1394.8
2020-04-29,30.1,215.1,261.2,1444.4
2020-04-30,32.0,195.6,243.8,1605.2
2020-05-01,28.7,199.2,243.8,1537.7
2020-05-02,19.9,184.0,214.2,1713.4
2020-05-03,50.2,358.7,435.7,1288.9
2020-05-04,24.3,245.4,283.0,1890.1
2020-05-05,25.1,167.0,205.3,1900.8
2020-05-06,31.8,286.7,335.2,1860.9
2020-05-07,69.8,404.9,511.7,1867.4
2020-05-08,25.6,397.7,437.0,2250.3
2020-05-09,33.3,461.0,512.1,2110.7
2020-05-10,16.4,180.0,205.8,1914.3
2020-05-11,22.9,92.4,127.8,1548.1
2020-05-12,24.8,177.0,215.2,1662.8
2020-05-13,20.6,154.3,186.3,1689.9
2020-05-14,25.1,154.8,193.2,1519.0
2020-05-15,49.7,309.6,385.6,1541.4
2020-05-16,21.8,190.8,224.0,1829.7
2020-05-17,30.7,254.7,301.9,1467.1
2020-05-18,28.0,148.0,190.7,1910.8
2020-05-19,29.6,196.2,241.5,1704.3
2020-05-20,57.5,366.4,454.5,1580.8
2020-05-21,34.0,341.4,393.5,1920.8
2020-05-22,20.3,141.4,172.6,1970.9
2020-05-23,18.1,47.1,74.5,1696.5
2020-05-24,19.2,124.6,154.2,1607.8
2020-05-25,33.2,230.0,280.5,1683.7
2020-05-26,29.1,275.8,320.3,1713.3
2020-05-27,33.1,303.1,353.3,1786.8
2020-05-28,23.8,142.2,179.0,1666.3
2020-05-29,34.2,225.5,278.2,1638.8
2020-05-30,29.8,218.1,263.6,1967.9
2020-05-31,25.1,192.8,230.6,1944.4
2020-06-01,28.6,197.9,242.0,1915.1
2020-06-02,23.4,184.4,220.0,1906.1
2020-06-03,45.4,440.0,509.3,1410.3
2020-06-04,24.0,109.2,146.0,1579.8
2020-06-05,25.8,119.5,159.4,1517.4
2020-06-06,29.5,171.7,216.7,1237.1
2020-06-07,28.7,166.7,210.3,1096.1
2020-06-08,31.6,138.2,186.0,1392.55
2020-06-09,67.1,348.0,450.6,1451.1
2020-06-10,38.0,321.8,379.5,1334.7
2020-06-11,38.3,276.2,334.5,1364.6
2020-06-12,37.8,366.1,424.1,1378.8
2020-06-13,57.3,358.6,446.4,1174.7
2020-06-14,31.4,238.5,286.8,1543.0
2020-06-15,36.9,293.2,349.8,1457.6
2020-06-16,34.5,286.1,339.5,1521.5
2020-06-17,89.4,529.4,666.3,1133.9
2020-06-18,31.4,221.3,268.9,1482.55
2020-06-19,26.6,179.6,220.6,1483.9
2020-06-20,30.9,165.3,212.6,1328.5
2020-06-21,24.2,122.9,160.2,1301.5
2020-06-22,32.8,141.2,191.7,1410.9
2020-06-23,45.2,318.7,388.2,1578.2
2020-06-24,56.4,529.9,615.8,2429.1
2020-06-25,41.4,459.9,522.9,2787.6
2020-06-26,38.3,376.0,434.9,2247.05
2020-06-27,28.1,88.9,132.1,1330.1
2020-06-28,23.9,58.9,95.85,1439.9
2020-06-29,26.3,88.0,128.3,1350.0
2020-06-30,43.7,185.0,252.2,1033.9
2020-07-01,37.4,162.0,219.4,958.7
2020-07-02,38.7,223.6,283.4,1007.4
2020-07-03,31.9,158.5,207.8,1144.9
2020-07-04,33.1,123.7,174.5,813.7
2020-07-05,20.0,38.3,68.8,1085.8
2020-07-06,28.7,102.6,146.8,1273.8
2020-07-07,44.7,283.1,351.6,1099.6
2020-07-08,64.9,259.1,358.4,519.6
2020-07-09,69.5,201.5,307.7,388.6
2020-07-10,34.1,153.4,205.9,1136.2
2020-07-11,30.3,191.2,237.5,1088.1
2020-07-12,43.7,267.6,334.5,1412.0
2020-07-13,37.1,247.9,304.8,1331.9
2020-07-14,36.7,182.6,238.6,1050.4
2020-07-15,35.2,196.6,250.7,936.3
2020-07-16,34.8,173.9,227.3,864.7
2020-07-17,40.3,248.7,310.1,934.7
2020-07-18,29.8,142.0,188.0,957.7
2020-07-19,21.8,126.1,159.3,1004.4
2020-07-20,26.7,148.4,189.45,1255.7
2020-07-21,29.2,238.2,283.0,1229.5
2020-07-22,26.7,244.5,285.5,1932.4
2020-07-23,31.5,238.0,286.5,1732.9
2020-07-24,32.3,167.7,217.4,1081.1
2020-07-25,36.6,170.9,227.0,857.2
2020-07-26,32.9,139.6,190.0,760.4
2020-07-27,44.8,196.6,265.6,839.1
2020-07-28,35.0,137.7,191.0,1105.2
2020-07-29,45.3,263.7,333.1,1163.7
2020-07-30,64.1,459.2,557.6,1312.2
2020-07-31,50.3,532.6,609.9,2074.1
2020-08-01,26.1,110.8,150.8,1143.2
2020-08-02,22.3,94.5,128.5,1245.2
2020-08-03,26.0,155.2,194.3,1270.9
2020-08-04,66.4,297.1,398.5,1165.9
2020-08-05,23.9,122.6,158.9,1489.2
2020-08-06,45.3,292.8,361.9,1006.5
2020-08-07,131.8,870.0,1071.4,1407.6
2020-08-08,43.9,600.1,667.8,1566.5
2020-08-09,26.9,187.1,228.4,2514.3
2020-08-10,48.1,405.45,479.25,2567.5
2020-08-11,53.15,638.85,720.5,2762.5
2020-08-12,41.5,659.6,723.1,2997.5
2020-08-13,33.3,276.4,327.5,2314.4
2020-08-14,38.8,213.7,273.4,1360.3
2020-08-15,39.1,271.7,332.0,1005.3
2020-08-16,45.8,358.2,428.1,1051.5
2020-08-17,76.4,383.2,500.4,961.1
2020-08-18,37.0,190.8,247.35,1175.2
2020-08-19,97.7,424.4,573.9,498.6
2020-08-20,37.6,213.7,271.1,1277.2
2020-08-21,24.8,99.9,138.2,1537.2
2020-08-22,24.3,95.1,132.6,1552.5
2020-08-23,23.9,78.6,115.2,1319.3
2020-08-24,38.3,192.0,250.3,1150.3
2020-08-25,30.9,173.0,221.1,1177.05
2020-08-26,29.9,193.65,239.6,1296.1
2020-08-27,59.5,455.3,546.9,744.4
2020-08-28,45.2,221.4,290.4,995.6
2020-08-29,29.0,111.3,155.7,1225.2
2020-08-30,25.2,113.6,152.2,1380.1
2020-08-31,37.2,271.7,328.9,1085.1
2020-09-01,151.8,606.5,839.3,1009.2
2020-09-02,56.1,492.5,578.2,1259.1
2020-09-03,43.6,230.6,297.7,1067.8
2020-09-04,46.4,268.0,338.9,1078.8
2020-09-05,42.6,315.5,381.2,938.4
2020-09-06,48.0,396.8,470.2,777.4
2020-09-07,122.8,452.2,640.3,626.0
2020-09-08,59.2,240.6,331.6,843.5
2020-09-09,43.4,268.3,334.8,903.7
2020-09-10,48.4,378.7,453.1,1115.4
2020-09-11,90.1,536.2,674.8,916.7
2020-09-12,34.5,235.8,289.0,1215.6
2020-09-13,43.1,303.4,369.8,1096.8
2020-09-14,263.0,746.1,1149.2,955.5
2020-09-15,85.3,964.5,1095.2,1358.5
2020-09-16,31.3,356.0,403.9,1804.5
2020-09-17,32.5,244.0,293.7,1437.4
2020-09-18,53.5,361.0,442.9,1296.7
2020-09-19,32.7,276.4,327.2,1538.6
2020-09-20,26.1,214.3,254.1,1639.4
2020-09-21,86.0,670.6,802.5,1089.4
2020-09-22,186.2,661.8,947.2,1404.2
2020-09-23,33.8,281.1,332.7,1560.9
2020-09-24,43.4,367.1,433.6,1106.7
2020-09-25,45.1,267.1,336.4,1084.4
2020-09-26,34.4,153.9,206.5,1233.9
2020-09-27,26.3,116.3,156.5,1377.3
2020-09-28,61.6,422.3,516.4,978.2
2020-09-29,156.4,516.2,756.2,515.4
2020-09-30,72.8,483.6,595.0,1043.0
2020-10-01,49.8,376.2,452.5,1059.4
2020-10-02,51.4,476.3,555.2,869.9
2020-10-03,44.7,379.0,447.3,1022.4
2020-10-04,29.8,195.4,241.2,1223.6
2020-10-05,61.3,347.4,441.3,892.9
2020-10-06,48.2,253.4,326.7,1022.1
2020-10-07,59.6,372.2,464.2,930.6
2020-10-08,60.7,350.1,443.1,853.8
2020-10-09,137.9,604.3,815.1,544.4
2020-10-10,49.1,310.4,385.8,961.7
2020-10-11,47.9,266.3,339.8,858.4
2020-10-12,137.1,580.7,791.1,519.5
2020-10-13,71.35,378.8,488.2,650.05
2020-10-14,76.6,409.5,527.0,838.5
2020-10-15,47.0,273.0,345.2,1017.6
2020-10-16,69.2,440.7,547.0,796.0
2020-10-17,41.9,343.9,408.1,1019.2
2020-10-18,128.7,504.2,701.4,539.9
2020-10-19,172.0,581.8,845.1,902.4
2020-10-20,47.8,390.3,462.9,1102.4
2020-10-21,104.3,578.4,738.4,673.8
2020-10-22,72.6,424.9,536.3,1074.5
2020-10-23,46.6,417.5,489.2,1066.2
2020-10-24,34.1,262.2,314.4,1333.3
2020-10-25,47.7,323.1,396.2,1234.5
2020-10-26,59.5,466.1,557.7,951.9
2020-10-27,69.9,479.7,587.2,890.0
2020-10-28,48.75,345.05,419.95,1217.8
2020-10-29,45.6,332.3,402.6,1200.0
2020-10-30,38.3,276.6,335.3,1367.5
2020-10-31,36.0,254.3,310.2,1328.0
2020-11-01,31.9,185.4,234.5,1342.8
2020-11-02,30.7,158.6,205.9,1413.2
2020-11-03,60.1,528.0,619.6,1123.7
2020-11-04,634.4,953.9,1926.8,433.4
2020-11-05,1683.8,1178.6,3760.4,58.1
2020-11-06,1230.0,1093.4,2979.4,173.0
2020-11-07,634.4,867.6,1840.2,77.6
2020-11-08,486.9,696.3,1443.2,92.5
2020-11-09,353.8,744.5,1287.0,176.7
2020-11-10,221.2,758.8,1097.6,467.4
2020-11-11,87.2,538.1,671.8,732.9
2020-11-12,41.0,343.5,406.4,1390.1
2020-11-13,48.8,557.4,632.4,1178.1
2020-11-14,40.2,376.8,437.6,1202.2
2020-11-15,26.1,171.8,212.6,1592.8
2020-11-16,40.6,300.0,362.4,1349.7
2020-11-17,33.2,250.2,301.5,1514.8
2020-11-18,44.7,283.8,352.4,1328.8
2020-11-19,91.4,489.8,629.7,1096.2
2020-11-20,122.1,732.7,919.6,710.1
2020-11-21,33.4,223.0,273.7,1543.5
2020-11-22,117.1,516.5,696.3,904.0
2020-11-23,438.8,915.9,1588.4,367.4
2020-11-24,54.0,497.1,579.6,1061.1
2020-11-25,62.7,634.0,730.1,736.1
2020-11-26,376.9,857.8,1435.9,317.6
2020-11-27,1080.7,1039.9,2697.2,36.7
2020-11-28,452.1,1032.7,1726.1,54.7
2020-11-29,142.2,876.5,1094.2,248.9
2020-11-30,171.1,604.2,867.0,357.3
2020-12-01,67.4,505.3,608.3,930.6
2020-12-02,528.2,1137.9,1947.6,145.3
2020-12-03,107.0,890.7,1054.8,574.3
2020-12-04,93.8,663.5,807.1,671.1
2020-12-05,102.2,703.1,859.0,720.1
2020-12-06,64.4,513.8,612.7,536.1
2020-12-07,177.3,718.1,990.2,312.4
2020-12-08,1089.4,1103.8,2774.0,42.4
2020-12-09,242.6,965.3,1336.9,275.0
2020-12-10,107.1,737.0,901.2,473.0
2020-12-11,421.1,950.1,1595.8,474.1
2020-12-12,103.9,565.6,724.9,627.9
2020-12-13,76.5,586.8,704.1,673.7
2020-12-14,43.9,467.8,534.5,1372.2
2020-12-15,61.3,607.5,701.6,1141.8
2020-12-16,62.1,613.1,708.6,1006.7
2020-12-17,62.5,464.7,560.6,1061.9
2020-12-18,40.4,337.9,399.8,1125.5
2020-12-19,37.2,303.4,360.8,1304.6
2020-12-20,36.5,313.8,369.7,1387.0
2020-12-21,42.8,361.9,427.5,1012.0
2020-12-22,315.0,630.7,1113.7,668.6
2020-12-23,126.3,500.7,694.4,911.1
2020-12-24,31.8,154.8,203.8,1406.0
2020-12-25,51.6,315.0,394.3,1198.8
2020-12-26,32.0,234.5,283.6,1322.9
2020-12-27,56.5,319.45,406.5,1442.9
2020-12-28,252.1,674.2,1061.1,431.3
2020-12-29,47.4,348.0,421.0,954.3
2020-12-30,354.1,745.3,1288.6,443.4
2020-12-31,88.6,536.2,672.5,584.4
2021-01-01,102.6,511.8,667.4,466.0
2021-01-02,58.3,416.4,505.3,672.7
2021-01-03,39.5,291.7,351.5,725.2
2021-01-04,36.5,265.6,321.8,965.6
2021-01-05,38.3,267.2,325.4,868.3
2021-01-06,51.37,379.91,458.27,618.2
2021-01-07,62.2,452.27,546.78,387.8
2021-01-08,59.85,431.5,522.48,220.3
2021-01-09,57.5,410.73,498.19,412.2
2021-01-10,55.15,389.97,473.89,508.9
2021-01-11,52.8,369.2,449.6,1234.2
2021-01-12,103.82,739.51,898.49,1009.25
2021-01-13,398.6,1108.9,1720.3,309.2
2021-01-14,59.6,690.5,781.1,840.5
2021-01-15,670.3,821.7,1849.6,377.0
2021-01-16,53.5,701.3,783.0,735.4
2021-01-17,21.6,470.0,503.0,1210.0
2021-01-18,51.2,700.1,779.0,982.7
2021-01-19,3.3,247.7,252.7,1526.1
2021-01-20,4.9,294.2,301.6,1516.3
2021-01-21,21.15,489.45,521.9,1357.75
2021-01-22,104.8,779.6,940.4,786.8
2021-01-23,83.2,647.9,775.6,874.6
2021-01-24,106.7,938.2,1101.8,464.3
2021-01-25,87.2,708.8,842.1,873.5
2021-01-26,92.4,778.1,919.5,818.3
2021-01-27,149.5,798.0,1027.0,408.1
2021-01-28,15.2,443.7,466.7,944.0
2021-01-29,11.8,361.5,379.3,1309.9
2021-01-30,13.6,418.3,439.0,850.4
2021-01-31,35.2,507.5,561.1,710.2
2021-02-01,38.9,517.8,577.95,504.85
2021-02-02,50.1,516.2,593.7,1063.6
2021-02-03,54.0,580.4,663.3,1227.2
2021-02-04,359.9,829.5,1381.1,604.4
2021-02-05,46.6,617.2,688.9,1120.6
2021-02-06,50.2,519.3,596.3,600.7
2021-02-07,10.0,142.2,157.4,1625.2
2021-02-08,29.6,344.3,389.9,1418.4
2021-02-09,36.8,464.4,520.8,1375.9
2021-02-10,48.4,511.5,585.3,1244.1
2021-02-11,70.2,675.3,783.3,987.2
2021-02-12,38.1,487.4,546.1,1271.1
2021-02-13,39.8,470.9,532.1,1246.6
2021-02-14,28.2,446.7,489.9,1361.4
2021-02-15,42.1,603.4,667.7,1000.9
2021-02-16,26.0,436.2,476.2,1265.5
2021-02-17,16.8,302.0,327.6,1571.3
2021-02-18,26.5,353.9,394.7,1574.5
2021-02-19,24.9,483.3,521.3,1447.5
2021-02-20,21.4,367.9,400.2,1504.69
2021-02-21,62.5,576.3,672.1,1194.01
2021-02-22,314.7,1051.4,1533.7,192.2
2021-02-23,31.5,395.0,443.1,1443.4
2021-02-24,27.4,366.9,408.5,1480.0
2021-02-25,59.2,548.6,639.6,1341.1
2021-02-26,258.3,855.3,1251.5,865.7
2021-02-27,255.5,941.6,1333.1,616.7
2021-02-28,82.5,611.9,738.2,829.8
2021-03-01,48.7,480.1,554.4,949.2
2021-03-02,273.5,683.1,1102.6,410.6
2021-03-03,508.3,1051.0,1830.4,54.7
