MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3)
2019-05-07,505.05,796.05,1570.5,540.85
2019-05-08,402.63,761.97,1379.4,448.98
2019-05-09,572.6,868.7,1746.15,464.25
2019-05-10,474.25,795.25,1522.05,456.4
2019-05-11,121.25,590.5,776.55,438.37
2019-05-12,118.4,533.6,714.95,367.25
2019-05-13,169.2,529.35,788.6,393.7
2019-05-14,115.85,399.5,577.3,447.7
2019-05-15,157.75,580.85,822.9,737.1
2019-05-16,130.65,467.0,667.4,724.6
2019-05-17,133.05,518.9,723.2,557.05
2019-05-18,236.7,796.85,1159.55,558.45
2019-05-19,182.5,628.95,908.75,627.65
2019-05-20,278.1,758.25,1184.4,546.95
2019-05-21,233.15,639.7,997.45,476.5
2019-05-22,291.2,770.95,1217.4,487.05
2019-05-23,276.95,786.35,1211.2,489.2
2019-05-24,249.53,653.23,1035.75,475.55
2019-05-25,243.9,499.45,873.5,351.6
2019-05-26,217.65,412.9,746.6,365.25
2019-05-27,225.75,438.15,784.65,416.0
2019-05-28,283.75,526.75,961.6,251.1
2019-05-29,430.9,738.6,1399.3,371.7
2019-05-30,334.1,441.1,953.1,438.65
2019-05-31,422.65,507.25,1155.2,350.1
2019-06-01,374.25,617.45,1191.1,465.5
2019-06-02,177.05,469.35,740.8,421.2
2019-06-03,322.1,500.95,994.7,484.4
2019-06-04,267.05,733.45,1142.55,506.95
2019-06-05,354.8,581.85,1126.05,323.85
2019-06-06,436.6,629.78,1299.05,394.1
2019-06-07,232.38,642.47,998.6,572.67
2019-06-08,246.05,392.35,769.55,296.05
2019-06-09,255.6,517.2,909.45,371.5
2019-06-10,164.1,537.6,789.35,270.75
2019-06-11,239.4,457.95,825.4,222.7
2019-06-12,236.35,687.45,1049.7,256.7
2019-06-13,387.9,676.0,1270.7,302.5
2019-06-14,434.35,640.0,1305.75,312.7
2019-06-15,326.45,577.3,1077.8,281.0
2019-06-16,242.0,460.8,832.0,285.3
2019-06-17,340.1,570.8,1092.4,333.55
2019-06-18,398.35,969.25,1579.95,477.05
2019-06-19,301.72,783.25,1245.92,485.75
2019-06-20,353.75,648.95,1190.95,311.35
2019-06-21,314.9,686.75,1169.35,326.85
2019-06-22,160.95,559.0,806.0,320.2
2019-06-23,70.9,455.75,564.05,627.0
2019-06-24,442.0,970.4,1648.25,691.7
2019-06-25,175.55,610.9,879.5,442.35
2019-06-26,113.6,338.15,512.1,299.2
2019-06-27,100.05,236.7,390.3,357.0
2019-06-28,105.85,290.75,453.1,527.45
2019-06-29,224.75,756.65,1101.3,660.7
2019-06-30,218.15,381.2,715.9,347.8
2019-07-01,315.6,473.42,957.28,276.05
2019-07-02,221.85,491.75,831.8,428.85
2019-07-03,179.55,553.7,828.85,420.95
2019-07-04,253.35,741.85,1130.35,491.6
2019-07-05,310.05,782.45,1258.1,634.85
2019-07-06,234.4,472.85,832.45,306.1
2019-07-07,141.65,365.7,582.85,311.75
2019-07-08,294.15,674.4,1125.45,413.0
2019-07-09,374.7,813.7,1388.4,514.8
2019-07-10,387.65,773.65,1368.15,510.25
2019-07-11,419.2,759.05,1401.95,487.7
2019-07-12,338.25,528.5,1047.3,365.1
2019-07-13,167.7,356.25,613.1,312.6
2019-07-14,105.6,310.65,472.85,242.8
2019-07-15,172.2,390.05,654.1,251.85
2019-07-16,352.3,728.15,1268.25,455.95
2019-07-17,366.93,775.88,1337.95,471.55
2019-07-18,430.5,594.2,1254.3,390.1
