MeasurementDateGMT,Enfield - Prince of Wales School: Nitric Oxide (ug/m3),Enfield - Prince of Wales School: Nitrogen Dioxide (ug/m3),Enfield - Prince of Wales School: Oxides of Nitrogen (ug/m3)
2020-11-18,81.89999999999999,461.3999999999999,586.8000000000001
2020-11-19,84.7,503.8999999999999,633.4000000000001
2020-11-20,664.5,859.8999999999997,1879.1999999999998
2020-11-21,4.6,242.39999999999998,249.1
2020-11-22,656.6999999999999,476.3,1483.8000000000002
2020-11-23,1939.4999999999998,952.0000000000002,3925.8
2020-11-24,118.39999999999999,677.0999999999999,858.1000000000001
2020-11-25,173.7,656.5999999999999,923.3000000000002
2020-11-26,1044.8000000000002,885.3000000000001,2487.7000000000003
2020-11-27,719.9999999999999,745.6,1849.1000000000001
2020-11-28,351.0,757.1,1295.1000000000004
2020-11-29,81.6,647.0,772.3000000000001
2020-11-30,133.40000000000003,481.2,685.9999999999999
2020-12-01,151.0,615.9499999999999,847.75
2020-12-02,883.8999999999999,968.1999999999998,2322.7
2020-12-03,273.3,881.6000000000003,1300.6
2020-12-04,122.80000000000003,678.0999999999999,866.6000000000001
2020-12-05,127.39999999999996,553.5,748.8000000000002
2020-12-06,72.6,503.49999999999994,614.6
2020-12-07,152.60000000000002,648.1999999999999,881.9999999999999
2020-12-08,1304.4,925.0999999999999,2925.0999999999995
2020-12-09,343.90000000000003,726.5999999999999,1254.3000000000002
2020-12-10,111.8,467.6,638.9999999999999
2020-12-11,1121.3,866.1,2585.7999999999997
2020-12-12,236.79999999999998,509.8,872.9000000000001
2020-12-13,264.6,544.8,950.8000000000001
2020-12-14,112.0,681.1,852.9
2020-12-15,225.99999999999997,835.6000000000001,1182.3999999999999
2020-12-16,159.59999999999997,555.6,800.8
2020-12-17,143.99999999999997,705.0,925.2
2020-12-18,95.4,526.3000000000001,672.9
2020-12-19,56.40000000000001,431.7,517.7
2020-12-20,46.99999999999999,536.4000000000001,608.4999999999999
2020-12-21,51.4,389.5,468.59999999999997
2020-12-22,232.39999999999998,514.6,870.6999999999999
2020-12-23,130.29999999999995,536.7,736.3000000000001
2020-12-24,15.5,169.5,192.9
2020-12-25,12.6,247.8,267.0
2020-12-26,7.1000000000000005,232.5,243.5
2020-12-27,108.1,379.3,545.0999999999999
2020-12-28,433.2,605.3000000000001,1269.8999999999999
2020-12-29,49.2,370.99999999999994,446.9
2020-12-30,1060.5,736.4,2362.7999999999997
2020-12-31,620.7000000000002,504.30000000000007,1456.5000000000002
2021-01-01,35.699999999999996,400.79999999999995,455.8
2021-01-02,122.5,449.9,637.0000000000001
2021-01-03,34.99999999999999,264.1,317.79999999999995
2021-01-04,28.1,235.70000000000002,278.5
2021-01-05,31.600000000000005,253.54999999999993,301.84999999999997
2021-01-06,97.10000000000001,425.3,574.1
2021-01-07,131.7,673.7999999999998,875.6
2021-01-08,301.09999999999997,609.9999999999999,1071.9999999999998
2021-01-09,198.20000000000002,583.6999999999999,888.1999999999999
2021-01-10,32.8,467.8,518.3
2021-01-11,22.900000000000006,338.99999999999994,373.90000000000003
2021-01-12,344.9,544.2,1073.1
2021-01-13,1128.0000000000002,827.6,2556.7999999999997
2021-01-14,53.1,442.1,523.9
2021-01-15,944.9000000000001,694.9,2143.5999999999995
2021-01-16,92.59999999999998,496.00000000000006,637.9000000000001
2021-01-17,101.50000000000001,391.7,547.5
2021-01-18,212.4,701.0,1026.7
2021-01-19,11.349999999999998,219.7,236.40000000000003
2021-01-20,162.7,605.0000000000001,854.5
2021-01-21,19.7,375.59999999999997,406.0999999999999
2021-01-22,246.4,704.4,1082.2
2021-01-23,99.8,451.79999999999995,604.5999999999999
2021-01-24,235.60000000000002,726.3,1087.7000000000003
2021-01-25,125.60000000000001,682.9000000000001,875.8
2021-01-26,689.4,1035.3999999999999,2092.4
2021-01-27,322.3,736.6999999999998,1231.1000000000001
2021-01-28,67.8,480.79999999999995,584.7999999999998
2021-01-29,23.100000000000005,313.2,348.59999999999997
2021-01-30,68.90000000000002,351.0999999999999,456.6
2021-01-31,59.0,374.1000000000001,464.4
2021-02-01,86.19999999999999,467.59999999999997,599.5000000000001
2021-02-02,234.0,524.8,883.8
2021-02-03,83.19999999999999,601.5,728.9999999999999
2021-02-04,486.0,768.1999999999999,1513.45
2021-02-05,143.6,673.9000000000001,894.1999999999999
2021-02-06,115.59999999999997,497.3,674.5999999999999
2021-02-07,12.5,116.8,135.8
2021-02-08,27.5,285.8,327.8
2021-02-09,45.6,385.0,455.20000000000005
2021-02-10,54.70000000000001,578.0999999999999,661.8
2021-02-11,143.20000000000005,699.5999999999999,918.8000000000001
2021-02-12,86.09999999999998,458.8,590.8000000000001
2021-02-13,39.50000000000001,336.8,397.20000000000005
2021-02-14,24.999999999999993,327.30000000000007,365.7
2021-02-15,123.30000000000001,625.6,815.1999999999999
2021-02-16,80.89999999999999,657.3,781.0
2021-02-17,56.00000000000001,597.4000000000001,683.8
2021-02-18,28.2,359.1,402.5
2021-02-19,82.8,530.9,657.9
2021-02-20,32.4,373.00000000000006,422.7
2021-02-21,81.60000000000001,637.5999999999999,762.8
2021-02-22,867.1999999999999,894.2,2223.4999999999995
2021-02-23,134.89999999999998,664.6,871.2999999999998
2021-02-24,65.6,602.3000000000001,702.8999999999999
2021-02-25,83.9,537.5,665.8999999999999
2021-02-26,1795.6999999999998,886.9,3640.2999999999997
2021-02-27,1243.1000000000006,787.9000000000001,2694.0000000000005
2021-02-28,132.40000000000003,568.9,771.8999999999999
2021-03-01,74.10000000000002,440.50000000000006,554.0
2021-03-02,523.0,598.1,1399.6000000000001
2021-03-03,366.40000000000003,716.3,1278.3999999999999
2021-03-04,32.5,303.6,353.1
2021-03-05,37.7,370.8999999999999,428.7000000000001
2021-03-06,32.8,419.5,469.79999999999995
2021-03-07,488.0,673.7,1421.7000000000003
2021-03-08,925.8999999999999,1036.9,2456.5
2021-03-09,169.20725806451614,512.1209677419355,769.9258064516129
2021-03-10,130.80967741935484,466.8470046082949,665.4248847926265
2021-03-11,127.55806451612902,459.2820276497696,652.9493087557606
2021-03-12,124.30645161290322,451.71705069124425,640.473732718894
2021-03-13,121.05483870967741,444.15207373271886,627.9981566820277
2021-03-14,117.80322580645161,436.5870967741936,615.522580645161
2021-03-15,114.55161290322579,429.0221198156682,603.0470046082951
2021-03-16,111.3,421.45714285714286,590.5714285714286
2021-03-17,108.04838709677419,413.8921658986175,578.0958525345623
2021-03-18,104.79677419354837,406.3271889400921,565.6202764976956
2021-03-19,101.54516129032258,398.76221198156685,553.1447004608297
2021-03-20,98.29354838709675,391.19723502304146,540.6691244239631
2021-03-21,95.04193548387094,383.6322580645161,528.1935483870968
2021-03-22,91.79032258064515,376.06728110599084,515.7179723502304
2021-03-23,88.53870967741935,368.50230414746545,503.2423963133641
2021-03-24,85.28709677419354,360.9373271889401,490.7668202764977
2021-03-25,82.03548387096774,353.3723502304148,478.29124423963145
2021-03-26,78.78387096774193,345.80737327188945,465.815668202765
2021-03-27,75.53225806451613,338.24239631336405,453.3400921658987
2021-03-28,72.28064516129032,330.6774193548387,440.86451612903227
2021-03-29,69.02903225806452,323.1124423963134,428.3889400921659
2021-03-30,65.77741935483871,315.54746543778805,415.9133640552996
2021-03-31,62.52580645161291,307.9824884792627,403.43778801843314
2021-04-01,59.27419354838709,300.4175115207373,390.96221198156684
2021-04-02,56.022580645161284,292.852534562212,378.4866359447004
2021-04-03,52.770967741935486,285.28755760368665,366.0110599078342
2021-04-04,49.519354838709674,277.72258064516126,353.5354838709677
2021-04-05,46.26774193548387,270.1576036866359,341.05990783410147
2021-04-06,43.016129032258064,262.5926267281106,328.584331797235
2021-04-07,39.76451612903226,255.02764976958525,316.1087557603687
2021-04-08,36.51290322580645,247.46267281105986,303.6331797235023
2021-04-09,33.261290322580635,239.89769585253455,291.157603686636
2021-04-10,30.00967741935483,232.3327188940092,278.68202764976957
2021-04-11,26.758064516129025,224.76774193548385,266.20645161290327
2021-04-12,23.50645161290322,217.20276497695852,253.73087557603688
2021-04-13,20.254838709677422,209.63778801843316,241.2552995391705
2021-04-14,19.213709677419352,298.9951612903226,328.7709677419355
2021-04-15,144.2,686.5,907.7000000000002
2021-04-16,403.6,752.5,1371.3999999999999
2021-04-17,140.05000000000004,535.3,750.0
2021-04-18,126.59999999999998,563.5,757.2
2021-04-19,181.90000000000003,686.9,965.6999999999999
2021-04-20,229.60000000000005,840.9999999999999,1192.9999999999998
2021-04-21,195.95,549.0,849.2999999999998
2021-04-22,48.10000000000001,472.1999999999999,546.5000000000001
2021-04-23,96.50000000000001,590.1,738.1999999999999
2021-04-24,38.800000000000004,446.5,506.2
2021-04-25,18.3,166.29999999999998,195.00000000000003
2021-04-26,22.7,258.6,293.1
2021-04-27,246.40000000000006,805.8999999999997,1183.6999999999996
2021-04-28,40.0,445.8,506.9
2021-04-29,46.300000000000004,395.80000000000007,466.9000000000001
2021-04-30,161.10000000000002,537.5,784.5000000000001
2021-05-01,43.79999999999999,491.20000000000016,558.8000000000001
2021-05-02,78.2,518.5000000000001,638.8000000000002
2021-05-03,39.80000000000001,310.8,371.59999999999997
2021-05-04,19.000000000000007,128.60000000000002,157.4
2021-05-05,36.4,263.6,319.4
2021-05-06,138.5,491.5999999999999,703.7
2021-05-07,29.2,281.2,326.2
2021-05-08,63.599999999999994,347.0,444.0999999999999
2021-05-09,78.4,377.1,497.5999999999999
2021-05-10,81.2,334.8999999999999,459.3
2021-05-11,173.49999999999991,531.0,797.1
2021-05-12,39.2,370.59999999999997,429.90000000000003
2021-05-13,80.10000000000001,432.99999999999994,556.2
2021-05-14,58.5,333.30000000000007,422.4
2021-05-15,61.70000000000002,367.3,462.0
2021-05-16,46.0,239.29999999999995,309.70000000000005
2021-05-17,35.800000000000004,319.7,374.49999999999994
2021-05-18,118.20000000000002,382.09999999999997,563.4999999999999
2021-05-19,84.9,331.50000000000006,461.90000000000003
2021-05-20,133.8,485.70000000000005,690.7000000000002
2021-05-21,24.400000000000002,163.0,200.4
2021-05-22,27.5,197.79999999999998,240.1
2021-05-23,49.39999999999999,315.90000000000003,390.7
2021-05-24,40.7,295.40000000000003,357.6000000000001
2021-05-25,20.2,202.29999999999998,233.39999999999995
2021-05-26,43.6,350.0,416.70000000000005
2021-05-27,187.7,411.4,699.4000000000001
2021-05-28,53.099999999999994,531.1999999999999,612.3999999999999
2021-05-29,27.2,390.00000000000006,431.6000000000001
2021-05-30,21.000000000000004,207.39999999999998,239.2
2021-05-31,23.299999999999997,308.8,344.70000000000005
2021-06-01,29.299999999999994,489.69999999999993,535.1999999999999
2021-06-02,26.3,559.3000000000001,599.6
2021-06-03,11.5,280.9,298.7
2021-06-04,48.199999999999996,330.09999999999997,404.20000000000005
2021-06-05,23.3,275.20000000000005,310.90000000000003
2021-06-06,125.50000000000001,385.69999999999993,577.7
2021-06-07,74.4,379.20000000000005,493.69999999999993
2021-06-08,186.89999999999998,387.90000000000003,674.1999999999999
2021-06-09,28.600000000000005,322.7,366.5
2021-06-10,29.199999999999996,269.6,314.40000000000003
2021-06-11,18.9,166.00000000000003,195.40000000000003
2021-06-12,13.700000000000003,229.0,250.39999999999998
2021-06-13,26.999999999999996,343.8,385.7
2021-06-14,35.2,367.90000000000015,421.9999999999999
2021-06-15,27.6,300.6,342.9
2021-06-16,35.8,487.4999999999999,542.4
2021-06-17,68.80000000000001,260.7,365.79999999999995
2021-06-18,30.499999999999996,187.40000000000003,235.00000000000003
2021-06-19,46.099999999999994,160.7,231.4
2021-06-20,49.3,138.6,214.4
2021-06-21,44.499999999999986,194.6,262.79999999999995
2021-06-22,39.8,235.50000000000003,296.40000000000003
2021-06-23,87.80000000000004,339.9,474.1000000000001
2021-06-24,166.20000000000005,411.8,667.0
2021-06-25,39.6,258.19999999999993,318.70000000000005
2021-06-26,48.599999999999994,226.49999999999997,300.7
2021-06-27,35.1,180.39999999999998,234.39999999999998
2021-06-28,59.2,206.09999999999997,296.8
2021-06-29,43.29999999999999,225.1,291.5
2021-06-30,0.8,19.6,20.9
