MeasurementDateGMT,Sutton - Wallington: Nitric Oxide (ug/m3),Sutton - Wallington: Nitrogen Dioxide (ug/m3),Sutton - Wallington: Oxides of Nitrogen (ug/m3),Sutton - Wallington: PM10 Particulate (ug/m3)
2019-07-28,556.9000000000001,700.3000000000001,1554.1,285.0
2019-07-29,452.0,727.3000000000001,1420.1999999999996,324.0
2019-07-30,221.29999999999998,421.0999999999999,760.1999999999999,622.0
2019-07-31,514.6,678.8,1467.3999999999996,337.0
2019-08-01,974.5,1365.9,2859.9,371.0
2019-08-02,648.5000000000001,1218.7000000000003,2212.8999999999996,487.0
2019-08-03,283.6,719.7,1154.6,374.0
2019-08-04,191.4,534.5,827.8,380.0
2019-08-05,610.0999999999999,775.8000000000002,1711.7,443.0
2019-08-06,490.09999999999997,614.5999999999999,1366.1999999999998,508.0
2019-08-07,598.6,724.8000000000001,1643.2000000000003,415.5
2019-08-08,661.1,831.0999999999999,1844.9,349.0
2019-08-09,398.69999999999993,546.9999999999999,1158.1,466.0
2019-08-10,217.99999999999997,288.50000000000006,623.0,785.0
2019-08-11,292.99999999999994,448.6,898.3000000000001,545.0
2019-08-12,1073.2,1167.7,2813.2,383.0
2019-08-13,932.8,1011.3,2441.7,300.0
2019-08-14,497.6000000000001,680.1000000000001,1443.1,345.0
2019-08-15,767.0000000000001,1049.5,2225.399999999999,395.0
2019-08-16,572.5,681.2000000000003,1558.6,446.0
2019-08-17,420.79999999999995,571.5000000000001,1216.4999999999998,457.0
2019-08-18,388.0,556.0999999999999,1151.3000000000002,477.0
2019-08-19,554.95,786.7500000000001,1638.0499999999997,527.0
2019-08-20,37.566101694915254,287.45084745762716,346.55084745762707,453.0
2019-08-21,65.87796610169491,331.3830508474576,433.6830508474577,524.0
2019-08-22,94.18983050847456,375.3152542372882,520.8152542372882,481.0
2019-08-23,122.50169491525422,419.24745762711865,607.9474576271186,433.0
2019-08-24,150.8135593220339,463.1796610169491,695.0796610169489,612.0
2019-08-25,179.12542372881353,507.1118644067798,782.2118644067798,506.0
2019-08-26,207.43728813559318,551.0440677966102,869.34406779661,522.0
2019-08-27,235.74915254237288,594.9762711864407,956.476271186441,631.0
2019-08-28,264.06101694915253,638.9084745762714,1043.6084745762712,326.0
2019-08-29,291.57796610169487,660.7830508474576,1107.433050847457,372.0
2019-08-30,603.6,693.9499999999999,1620.1499999999999,524.0
2019-08-31,605.1,832.6000000000001,1760.6,447.0
2019-09-01,836.1166666666666,1089.1166666666668,2370.9000000000005,316.0
2019-09-02,1087.7333333333333,1278.6833333333336,2945.600000000001,417.0
2019-09-03,708.3428571428573,883.0714285714283,1969.114285714286,360.0
2019-09-04,773.5571428571428,967.8785714285715,2153.6857142857143,299.0
2019-09-05,1281.3,1362.3000000000002,3327.1999999999994,394.0
2019-09-06,895.45,904.2499999999999,2277.5000000000005,402.0
2019-09-07,813.8999999999999,987.4000000000001,2234.900000000001,338.0
2019-09-08,815.1999999999999,1209.3,2459.65,355.0
2019-09-09,595.1000000000001,1044.9,1957.9,331.0
2019-09-10,1574.1999999999996,1332.0,3746.0000000000005,409.0
2019-09-11,560.8000000000001,605.1,1465.0000000000002,296.0
2019-09-12,630.8,626.8,1594.2,333.0
2019-09-13,653.2999999999998,1059.8999999999996,2061.5,372.0
2019-09-14,96.95251798561151,829.0733812949642,980.063309352518,349.0
2019-09-15,149.02733812949637,846.3395683453238,1077.030215827338,316.0
2019-09-16,201.10215827338132,863.6057553956836,1173.9971223021582,376.0
2019-09-17,253.17697841726618,880.8719424460432,1270.9640287769785,398.0
2019-09-18,305.251798561151,898.138129496403,1367.9309352517982,524.0
2019-09-19,357.32661870503597,915.4043165467627,1464.8978417266185,533.0
2019-09-20,409.4014388489209,932.6705035971223,1561.8647482014387,608.0
2019-09-21,461.4762589928059,949.936690647482,1658.8316546762587,571.0
2019-09-22,513.5510791366909,967.2028776978419,1755.798561151079,414.0
2019-09-23,565.6258992805754,984.4690647482015,1852.7654676258992,305.0
2019-09-24,617.7007194244604,1001.7352517985612,1949.7323741007192,336.0
2019-09-25,669.7755395683452,1019.001438848921,2046.6992805755394,256.0
2019-09-26,721.8503597122306,1036.2676258992806,2143.6661870503594,428.0
2019-09-27,773.9251798561152,1053.5338129496404,2240.6330935251794,487.0
2019-09-28,826.0000000000001,1070.8000000000002,2337.6,347.0
2019-09-29,878.0748201438852,1088.0661870503598,2434.56690647482,177.0
2019-09-30,930.1496402877692,1105.3323741007193,2531.5338129496395,257.0
2019-10-01,1032.7316546762588,1181.1510791366907,2764.4244604316546,415.0
2019-10-02,1957.9000000000003,1803.2,4805.0,373.0
2019-10-03,897.4999999999999,975.5500000000002,2351.55,403.0
2019-10-04,1025.6,1024.3999999999999,2596.7999999999997,664.0
2019-10-05,461.8,901.4999999999999,1609.6,413.0
2019-10-06,604.5,854.4000000000001,1781.7000000000003,290.0
2019-10-07,936.0000000000001,878.9,2313.9999999999995,307.0
2019-10-08,547.4000000000001,600.4,1440.0,650.0
2019-10-09,724.0000000000001,735.0,1844.3000000000002,354.0
2019-10-10,794.65,916.05,2132.6749999999997,487.0
2019-10-11,597.0999999999998,669.85,1585.2749999999999,315.0
2019-10-12,209.69999999999996,558.3,878.9500000000002,204.0
2019-10-13,365.90000000000003,613.1,1173.8999999999999,287.0
2019-10-14,708.0,963.0000000000002,2048.6,387.0
2019-10-15,1260.2999999999997,1194.6999999999996,3127.1,363.0
2019-10-16,934.8,1157.9999999999998,2591.7999999999997,407.0
2019-10-17,762.7499999999999,1046.2500000000002,2215.45,316.0
2019-10-18,517.5000000000001,734.1000000000001,1527.2999999999997,441.0
2019-10-19,778.2,981.6999999999999,2175.2,291.0
2019-10-20,675.4999999999999,946.2999999999998,1981.9,339.0
2019-10-21,1216.0,1483.9999999999998,3348.1,343.0
2019-10-22,1645.4999999999995,1456.2999999999997,3980.0,432.0
2019-10-23,1318.7000000000003,1281.7,3303.1000000000004,596.0
2019-10-24,1919.9,1374.9,4318.599999999999,552.0
2019-10-25,564.9,659.3000000000001,1525.3000000000006,329.0
2019-10-26,461.20000000000005,608.8000000000001,1315.8000000000002,348.0
2019-10-27,1498.8,1415.1000000000001,3713.600000000001,485.0
2019-10-28,1369.1999999999998,1336.4999999999998,3436.000000000001,759.0
2019-10-29,782.0,1407.5,2606.4,363.0
2019-10-30,582.1,1134.1,2026.6000000000001,557.0
2019-10-31,1479.9000000000003,1327.25,3595.9,944.0
2019-11-01,774.9000000000001,896.0,2083.6,293.0
2019-11-02,330.0,429.70000000000005,936.0500000000001,395.0
2019-11-03,773.1,918.4999999999998,2104.4999999999995,389.0
2019-11-04,1176.9,1270.7,3074.9999999999995,352.0
2019-11-05,1514.8999999999999,1665.2999999999997,3987.9999999999986,499.0
2019-11-06,1122.6499999999996,1166.7000000000003,2888.2999999999997,564.0
2019-11-07,925.9999999999999,1057.8,2477.9,271.0
2019-11-08,2769.3,1927.4999999999995,6173.200000000001,602.0
2019-11-09,745.9000000000002,988.1000000000001,2132.2000000000003,334.0
2019-11-10,727.1,965.8000000000002,2081.0,435.0
2019-11-11,1014.9,1060.6999999999998,2617.1000000000004,348.0
2019-11-12,739.0,849.5000000000001,1983.0000000000002,324.0
2019-11-13,848.0999999999999,1016.8999999999999,2317.3,428.0
2019-11-14,923.5,1277.3000000000002,2693.8,205.0
2019-11-15,942.6,1245.1000000000001,2690.8,424.0
2019-11-16,1045.5999999999997,1206.1000000000001,2808.9999999999995,380.0
2019-11-17,2651.2,1725.2000000000003,5790.599999999999,827.0
2019-11-18,2610.7000000000003,2096.0,6099.300000000001,547.0
2019-11-19,1266.8000000000002,1365.7000000000003,3308.1999999999994,551.0
2019-11-20,356.8999999999999,786.6999999999999,1334.2,377.0
2019-11-21,745.8999999999999,913.2000000000002,2056.7,663.0
2019-11-22,399.09999999999997,859.9000000000001,1472.0,359.0
2019-11-23,1035.3,1282.7,2869.6000000000004,469.0
2019-11-24,1015.5,935.3000000000002,2492.7,501.0
2019-11-25,527.5,775.9999999999998,1584.4,255.0
2019-11-26,503.19999999999993,863.7000000000002,1635.1999999999998,350.0
2019-11-27,1361.9,1550.2,3638.6000000000004,270.0
2019-11-28,1688.9500000000003,1483.1000000000001,4073.15,399.0
2019-11-29,3095.3999999999996,2120.1000000000004,6866.2,699.0
2019-11-30,1986.4000000000005,1796.5000000000002,4842.9,519.0
2019-12-01,640.1,1152.3,2133.8999999999996,321.0
2019-12-02,3055.8,2157.2,6843.4,628.0
2019-12-03,2153.2999999999997,1875.9999999999995,5177.599999999999,601.0
2019-12-04,3546.099999999999,1905.3000000000004,7342.399999999999,607.0
2019-12-05,1661.8999999999999,1286.6,3834.6000000000004,558.0
2019-12-06,503.80000000000007,666.8,1438.8,234.0
2019-12-07,543.3000000000001,737.9,1570.6999999999996,394.0
2019-12-08,250.99999999999997,357.90000000000003,742.5,358.0
2019-12-09,1296.5,1483.6,3471.3999999999996,504.0
2019-12-10,476.7000000000001,658.9,1390.5,433.0
2019-12-11,1035.6,1172.7,2760.5000000000005,293.0
2019-12-12,583.6,881.3,1776.0,346.0
2019-12-13,1032.0,1098.1000000000001,2680.2000000000003,574.0
2019-12-14,578.9,771.7,1659.3,486.0
2019-12-15,362.3999999999999,528.8000000000001,1084.0,393.0
2019-12-16,1070.1,1377.2999999999997,3018.0,420.0
2019-12-17,1736.6,1822.8999999999999,4485.299999999999,315.0
2019-12-18,576.3000000000001,901.3,1784.5,346.0
2019-12-19,338.30000000000007,570.2,1089.1,491.0
2019-12-20,904.6000000000001,1121.8000000000002,2508.3,167.0
2019-12-21,377.80000000000007,622.2999999999998,1201.7999999999997,288.0
2019-12-22,507.90000000000003,703.9999999999999,1482.9999999999995,327.0
2019-12-23,803.8999999999999,951.1000000000001,2183.3,482.0
2019-12-24,445.4000000000001,685.7,1368.2,484.0
2019-12-25,564.0,812.1999999999999,1676.6999999999998,392.0
2019-12-26,323.4,582.9999999999999,1078.7,401.0
2019-12-27,1870.0,1424.9,4291.900000000001,586.0
2019-12-28,942.1,1051.1000000000001,2495.6,589.0
2019-12-29,663.5999999999999,817.3,1834.9999999999995,496.0
2019-12-30,1852.2000000000003,1283.4000000000003,4123.5,644.0
2019-12-31,1021.1000000000001,1119.4,2684.7999999999997,719.0
2020-01-01,851.7,1147.7999999999997,2454.3,884.0
2020-01-02,545.2,710.5,1547.0,412.0
2020-01-03,1336.6499999999999,1365.35,3414.1499999999996,438.0
2020-01-04,948.8,1132.3,2586.4000000000005,372.0
2020-01-05,428.69999999999993,698.5000000000002,1355.8,246.0
2020-01-06,569.4,708.3,1581.7,412.0
2020-01-07,681.2,777.7999999999998,1822.2,604.0
2020-01-08,1239.9999999999998,1046.4,2947.6999999999994,760.0
2020-01-09,518.1000000000001,698.8,1492.9999999999998,336.0
2020-01-10,1549.4,1609.6,3984.7,360.0
2020-01-11,344.79999999999995,503.0999999999999,1032.1,469.0
2020-01-12,385.99999999999994,542.6999999999999,1134.8,299.0
2020-01-13,445.7,661.5999999999997,1344.9,407.0
2020-01-14,406.4,507.4000000000001,1130.5000000000002,413.0
2020-01-15,883.6,1085.6999999999998,2440.6999999999994,324.0
2020-01-16,367.5,689.0,1252.0000000000002,288.0
2020-01-17,826.0,1066.2500000000002,2332.5,286.0
2020-01-18,2102.4999999999995,1801.6000000000001,5026.000000000001,598.0
2020-01-19,2348.2000000000003,2022.4999999999998,5622.9,675.0
2020-01-20,2855.9999999999995,2087.6,6466.7,892.0
2020-01-21,3338.3999999999996,2168.8,7287.6,788.0
2020-01-22,2794.3,1838.8999999999999,6123.499999999999,892.0
2020-01-23,1170.8,1529.3999999999999,3324.6,545.0
2020-01-24,2273.0000000000005,1817.3000000000002,5302.399999999998,581.0
2020-01-25,561.1999999999999,883.0000000000001,1743.6999999999998,696.0
2020-01-26,352.70000000000005,601.0,1141.7,599.0
2020-01-27,972.5,1151.6000000000001,2643.0999999999995,351.0
2020-01-28,573.7,899.2000000000002,1778.6,304.0
2020-01-29,549.3999999999999,797.0000000000001,1639.2,479.0
2020-01-30,558.4999999999999,793.75,1649.9,350.0
2020-01-31,531.1,656.6999999999999,1471.1,240.0
2020-02-01,393.5,541.0,1144.3,450.0
2020-02-02,315.49999999999994,532.2999999999998,1016.0999999999999,575.0
2020-02-03,862.6,1143.5,2466.4,526.0
2020-02-04,1396.2999999999997,1509.6,3650.5999999999995,471.0
2020-02-05,2315.2,1858.6000000000001,5409.0,785.0
2020-02-06,2114.5,1739.8999999999999,4982.0,682.0
2020-02-07,785.9,1082.4,2288.2,711.0
2020-02-08,530.9,796.5,1610.7,550.0
2020-02-09,137.79999999999998,212.29999999999998,423.3999999999999,529.0
2020-02-10,432.0,617.8000000000001,1280.0,317.0
2020-02-11,523.3000000000002,749.3000000000001,1551.6000000000001,436.0
2020-02-12,800.9000000000001,1062.2500000000002,2289.65,361.0
2020-02-13,1099.6999999999998,1335.1,3021.7000000000003,261.0
2020-02-14,959.5,1071.5000000000002,2542.3999999999996,582.0
2020-02-15,255.24999999999997,349.54999999999995,740.8000000000001,400.5
2020-02-16,252.6,395.79999999999995,783.4,243.0
2020-02-17,513.9,705.8,1494.1,388.0
2020-02-18,483.1,648.1,1388.6999999999998,309.0
2020-02-19,680.8999999999999,892.8,1936.4,367.0
2020-02-20,645.7999999999998,967.1999999999997,1956.9,231.0
2020-02-21,359.5999999999999,523.6999999999999,1074.9,472.0
2020-02-22,410.7000000000001,643.9999999999999,1273.5999999999997,439.0
2020-02-23,620.3,862.3,1813.1000000000004,421.0
2020-02-24,373.09999999999997,557.6,1129.9999999999998,223.0
2020-02-25,709.5000000000001,931.7,2019.1000000000001,272.0
2020-02-26,1296.05,1383.8,3370.9499999999994,340.0
2020-02-27,1441.5999999999997,1673.5,3883.8000000000006,330.0
2020-02-28,442.5999999999999,785.4000000000002,1463.4999999999998,304.0
2020-02-29,342.6000000000001,514.0999999999999,1039.1999999999998,411.0
2020-03-01,311.1000000000001,507.70000000000016,984.8,274.0
2020-03-02,1263.9000000000003,1529.6000000000001,3467.4999999999995,353.0
2020-03-03,1325.4,1417.3999999999999,3449.4000000000005,504.0
2020-03-04,790.9999999999999,1317.9,2530.7000000000003,442.0
2020-03-05,502.90000000000003,952.3,1723.6000000000001,425.0
2020-03-06,2284.9,2161.1000000000004,5664.8,798.0
2020-03-07,441.30000000000007,754.6999999999998,1431.1000000000004,527.0
2020-03-08,289.70000000000005,452.4,896.5999999999999,277.0
2020-03-09,798.3000000000001,898.8,2123.1000000000004,374.0
2020-03-10,413.30000000000007,570.1,1203.3999999999999,244.0
2020-03-11,568.5500000000001,730.0499999999998,1602.0500000000002,249.0
2020-03-12,460.2999999999999,603.3,1309.0,340.0
2020-03-13,1179.8999999999999,1209.0,3018.2000000000003,454.0
2020-03-14,487.49999999999994,730.3000000000001,1477.6999999999998,406.0
2020-03-15,559.3,768.5999999999999,1626.2000000000003,267.0
2020-03-16,1584.3,1708.1,4137.2,538.0
2020-03-17,649.9000000000001,943.6999999999999,1940.0000000000002,506.0
2020-03-18,598.6,743.7,1661.2999999999997,454.0
2020-03-19,591.6,1011.8000000000001,1918.6000000000001,550.0
2020-03-20,351.3,725.2999999999998,1264.4999999999998,354.0
2020-03-21,452.70000000000005,817.8000000000001,1512.2,573.0
2020-03-22,332.3,779.3,1288.9,417.0
2020-03-23,503.29999999999995,1017.1,1788.8,406.0
2020-03-24,410.3,996.1999999999999,1625.5000000000002,441.0
2020-03-25,868.7,1530.5000000000002,2862.6000000000004,684.0
2020-03-26,506.7999999999999,1180.1000000000001,1957.1999999999998,843.0
2020-03-27,256.6,750.4999999999998,1143.6,826.0
2020-03-28,93.8,309.5,453.4,503.0
2020-03-29,119.70000000000003,228.3,412.20000000000005,284.0
2020-03-30,704.3,1059.1000000000001,2139.3,364.0
2020-03-31,443.05,929.55,1608.8500000000004,395.0
2020-04-01,1430.7999999999997,1736.6999999999998,3930.2999999999997,467.0
2020-04-02,878.8,1292.0000000000002,2639.7000000000003,333.0
2020-04-03,1079.1000000000001,1292.2,2947.0000000000005,477.0
2020-04-04,242.0,625.3999999999999,996.1,342.0
