MeasurementDateGMT,Wandsworth - Putney High Street Facade: Nitric Oxide (ug/m3),Wandsworth - Putney High Street Facade: Nitrogen Dioxide (ug/m3),Wandsworth - Putney High Street Facade: Oxides of Nitrogen (ug/m3)
2019-01-21,3768.699999999999,1984.3,7762.5
2019-01-22,3075.6,2102.1000000000004,6818.4000000000015
2019-01-23,2910.2,1837.0,6299.0
2019-01-24,4968.199999999999,2491.8,10109.5
2019-01-25,3426.8,2144.5,7398.9
2019-01-26,1294.7,1138.6,3122.8000000000006
2019-01-27,938.2999999999998,690.7,2129.6
2019-01-28,2712.5,1748.6,5907.5
2019-01-29,1818.04703196347,1649.799086757991,4437.407305936071
2019-01-30,1642.8657534246577,1587.4356164383564,4106.51506849315
2019-01-31,1630.504109589041,1570.3397260273975,4070.482191780821
2019-02-01,1618.1424657534244,1553.2438356164384,4034.449315068491
2019-02-02,1605.7808219178078,1536.1479452054793,3998.416438356163
2019-02-03,1593.4191780821918,1519.0520547945205,3962.3835616438346
2019-02-04,1581.0575342465752,1501.9561643835616,3926.350684931506
2019-02-05,1568.6958904109588,1484.8602739726027,3890.3178082191776
2019-02-06,1556.3342465753421,1467.764383561644,3854.2849315068493
2019-02-07,1613.8529680365295,1661.3009132420093,4136.392694063928
2019-02-08,991.8000000000002,1096.2,2616.2999999999997
2019-02-09,981.7,1033.8,2538.5000000000005
2019-02-10,1076.9000000000003,1271.8,2923.0999999999995
2019-02-11,2673.7000000000003,2228.7,6328.300000000001
2019-02-12,2428.2,2193.0,5916.4
2019-02-13,1566.4,1697.0000000000002,4098.8
2019-02-14,1455.6000000000001,1706.6999999999996,3938.5999999999995
2019-02-15,2184.2,2259.100000000001,5607.900000000001
2019-02-16,1413.2,1738.1000000000001,3904.7999999999993
2019-02-17,776.1,1220.4999999999998,2410.7000000000003
2019-02-18,1639.6999999999998,1923.2,4437.4
2019-02-19,1799.1999999999998,1952.7000000000003,4712.000000000001
2019-02-20,1628.4999999999998,1854.0000000000002,4351.4
2019-02-21,1887.4999999999993,2233.7,5127.499999999999
2019-02-22,1511.7,1694.1999999999998,4011.9999999999995
2019-02-23,1156.5,1662.0000000000005,3435.6
2019-02-24,1795.3,2140.3999999999996,4893.500000000001
2019-02-25,2274.4,2704.9,6192.4
2019-02-26,3155.6000000000004,2976.2999999999997,7814.7
2019-02-27,4657.6,4540.9,11682.800000000001
2019-02-28,2098.9,3043.1000000000004,6261.300000000002
2019-03-01,2377.3000000000006,2873.8999999999996,6519.3
2019-03-02,1086.6999999999998,1765.5999999999995,3431.899999999999
2019-03-03,544.6000000000001,1210.1,2044.7999999999995
2019-03-04,1352.8999999999996,1955.6,4030.6000000000004
2019-03-05,1263.1,2011.6999999999996,3947.6000000000013
2019-03-06,830.7,1403.4,2677.4000000000005
2019-03-07,1116.2000000000003,1695.3000000000002,3406.5999999999995
2019-03-08,1863.5999999999995,2341.8,5199.7
2019-03-09,1026.6999999999998,1947.3999999999999,3521.2999999999997
2019-03-10,592.6,1125.3000000000002,2034.5
2019-03-11,1332.4999999999998,2004.6,4047.6000000000004
2019-03-12,1105.8,1685.9999999999998,3381.4000000000005
2019-03-13,1133.0,1729.9,3467.0
2019-03-14,1066.8000000000002,1707.4999999999998,3343.4000000000005
2019-03-15,1106.3000000000002,1591.3000000000002,3287.3999999999996
2019-03-16,548.4999999999999,1083.4,1924.1999999999998
2019-03-17,1029.0,1798.6000000000001,3376.6
2019-03-18,2352.7000000000007,2905.6999999999994,6513.0
2019-03-19,1929.5999999999997,2541.9000000000005,5500.399999999999
2019-03-20,1874.4999999999998,2526.8,5400.599999999999
2019-03-21,2180.0,2419.5,5762.299999999999
2019-03-22,1787.6000000000001,2302.8000000000006,5043.7
2019-03-23,862.7,1620.7000000000003,2943.5000000000005
2019-03-24,1368.8,2350.0,4448.9
2019-03-25,768.9999999999999,1480.7,2660.0
2019-03-26,2430.9,3022.699999999999,6750.299999999999
2019-03-27,2574.0,3165.4000000000005,7111.599999999999
2019-03-28,1505.8999999999999,2445.0000000000005,4754.2
2019-03-29,1302.1000000000001,2232.5000000000005,4229.4
2019-03-30,2057.8999999999996,2602.6,5758.3
2019-03-31,121.20000000000003,639.6,825.1
2019-04-01,309.1,1042.4000000000003,1516.2999999999997
2019-04-02,2039.2,2715.6,5842.700000000001
2019-04-03,2198.5999999999995,2724.3999999999996,6095.899999999998
2019-04-04,195.7,674.1999999999999,974.2000000000002
2019-04-05,64.1,520.8,619.2000000000002
2019-04-06,253.6,984.4,1373.3
2019-04-07,813.4,1326.8000000000002,2574.2000000000003
2019-04-08,1967.6999999999996,2515.6000000000004,5532.800000000001
2019-04-09,729.1,1530.3999999999999,2648.3
2019-04-10,360.6,904.6,1457.8
2019-04-11,464.99999999999994,1080.0,1792.7
2019-04-12,488.50000000000006,1211.6000000000004,1960.8999999999999
2019-04-13,298.90000000000003,874.0,1332.4000000000003
