MeasurementDateGMT, PM10 Particulate (ug/m3), Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3)
2019-06-22,558.0,871.3,1230.0,2566.0
2019-06-23,974.0,195.5,929.6,1229.3
2019-06-24,845.0,1664.2,1786.7,4338.4
2019-06-25,741.0,304.2,940.3,1406.3
2019-06-26,571.0,123.7,511.3,700.7
2019-06-27,735.0,273.5,614.4,1033.1
2019-06-28,914.0,291.5,712.8,1159.8
2019-06-29,933.0,1073.0,1890.4,3535.5
2019-06-30,397.0,235.2,435.7,796.3
2019-07-01,434.0,241.9,438.4,808.6
2019-07-02,571.0,225.7,543.9,889.9
2019-07-03,665.0,553.8,1082.4,1931.8
2019-07-04,697.0,818.7,1341.8,2597.5
2019-07-05,603.0,410.1,1056.2,1685.1
2019-07-06,467.0,201.3,528.7,836.6
2019-07-07,536.0,836.2,968.8,2250.5
2019-07-08,585.0,1465.0,1581.4,3828.1
2019-07-09,668.0,1495.8,1747.6,4041.3
2019-07-10,614.0,1043.0,1425.7,3024.9
2019-07-11,450.0,585.5,976.2,1874.2
2019-07-12,414.0,154.1,374.8,611.3
2019-07-13,502.0,144.3,502.9,723.9
2019-07-14,421.0,155.1,533.7,771.9
2019-07-15,489.0,459.4,793.6,1497.1
2019-07-16,606.0,1024.4,1506.5,3077.0
2019-07-17,586.0,1038.6,1572.0,3164.7
2019-07-18,449.0,773.7,868.7,2055.2
2019-07-19,528.0,2008.4,1402.4,4482.0
2019-07-20,368.0,380.7,557.7,1141.4
2019-07-21,384.0,374.9,592.7,1167.7
2019-07-22,494.0,845.9,876.1,2172.7
2019-07-23,767.0,1286.7,1777.8,3750.5
2019-07-24,644.0,911.6,1378.0,2776.4
2019-07-25,1107.0,1409.1,2499.9,4660.7
2019-07-26,669.0,571.8,869.2,1746.1
2019-07-27,404.0,374.1,752.0,1325.6
2019-07-28,379.0,238.7,470.5,836.4
2019-07-29,625.0,1602.5,1517.5,3975.0
2019-07-30,656.0,1078.0,1088.9,2741.5
2019-07-31,398.0,626.7,705.2,1666.1
2019-08-01,482.5,388.7,794.1,1389.7
2019-08-02,617.0,133.6,585.2,790.1
2019-08-03,526.0,905.1,1393.3,2780.8
2019-08-04,556.0,1016.2,1370.2,2928.4
2019-08-05,441.0,1167.8,1078.4,2868.9
2019-08-06,516.0,1254.2,1127.3,3050.5
2019-08-07,447.0,914.4,960.9,2363.3
2019-08-08,509.0,1277.9,1325.8,3284.8
2019-08-09,511.0,1455.1,1230.9,3462.3
2019-08-10,781.0,698.8,743.8,1814.9
2019-08-11,653.0,813.4,870.0,2117.3
2019-08-12,507.0,1074.6,1045.9,2693.9
2019-08-13,379.0,520.25,786.1,1583.7
2019-08-14,415.0,1769.8,1375.9,4089.6
2019-08-15,388.0,334.4,550.1,1062.7
2019-08-16,490.0,1493.1,1242.0,3531.4
2019-08-17,456.0,625.0,675.5,1633.8
2019-08-18,516.08,573.9,709.7,1589.2
2019-08-19,853.95,635.1,715.8,1689.7
2019-08-20,1243.14,516.3,858.6,1650.2
2019-08-21,960.84,1476.8,1551.2,3815.1
2019-08-22,423.0,540.9,877.0,1706.5
2019-08-23,576.0,1219.8,1501.1,3371.9
2019-08-24,947.0,1288.0,2201.8,4177.3
2019-08-25,1168.0,822.1,2130.5,3391.3
2019-08-26,792.0,718.8,1985.9,3088.1
2019-08-27,883.0,1193.2,2199.1,4028.4
2019-08-28,375.0,724.3,977.9,2088.4
2019-08-29,354.0,631.7,855.2,1824.0
2019-08-30,729.04,1109.5,1266.2,2967.7
2019-08-31,854.26,577.5,848.4,1733.7
2019-09-01,870.96,313.6,566.9,1047.9
2019-09-02,633.74,784.0,891.2,2092.8
2019-09-03,387.0,438.1,638.8,1310.3
2019-09-04,337.0,386.7,520.8,1114.2
2019-09-05,440.0,215.2,506.4,836.4
2019-09-06,476.0,703.9,908.0,1987.8
2019-09-07,435.0,228.6,492.8,843.5
2019-09-08,479.0,585.2,904.9,1802.3
2019-09-09,844.0,2063.1,1777.8,4940.7
2019-09-10,478.0,1018.7,1102.0,2663.9
2019-09-11,348.0,578.2,670.8,1557.2
2019-09-12,432.0,463.7,587.2,1298.3
2019-09-13,542.0,248.2,688.2,1069.0
2019-09-14,717.5,1295.9,1565.3,3552.4
2019-09-15,533.0,430.1,887.5,1547.6
2019-09-16,503.0,521.1,731.8,1530.4
2019-09-17,532.0,297.9,732.2,1189.2
2019-09-18,738.0,1053.0,1296.5,2911.2
2019-09-19,736.0,1413.1,1513.0,3679.3
2019-09-20,859.0,857.4,1277.3,2592.1
2019-09-21,897.0,421.1,1351.9,1997.7
2019-09-22,510.0,1513.7,1536.4,3857.7
2019-09-23,540.0,1580.9,1194.5,3618.6
2019-09-24,481.0,1822.5,1344.0,4138.5
2019-09-25,347.0,894.1,831.7,2203.1
2019-09-26,459.0,1101.55,989.0,2678.25
2019-09-27,832.0,891.2,949.1,2315.8
2019-09-28,489.44,698.4,760.8,1831.8
2019-09-29,264.75,440.2,571.4,1245.9
2019-09-30,372.75,1478.1,1204.2,3470.6
2019-10-01,483.56,1010.7,1010.5,2559.8
2019-10-02,346.0,662.4,835.3,1851.4
2019-10-03,646.0,3295.9,1753.7,6806.9
2019-10-04,885.0,694.6,895.6,1960.2
2019-10-05,760.0,1296.4,1484.1,3471.9
2019-10-06,403.0,207.5,529.5,847.5
2019-10-07,507.0,1826.4,1406.1,4206.3
2019-10-08,789.0,760.3,843.7,2009.6
2019-10-09,435.0,503.9,712.5,1485.5
2019-10-10,667.0,911.7,925.3,2323.6
2019-10-11,375.0,1032.3,1060.0,2642.9
2019-10-12,373.0,1554.1,1473.3,3856.1
2019-10-13,435.0,435.6,870.8,1538.6
2019-10-14,656.0,876.1,1328.5,2671.8
2019-10-15,426.0,1310.8,1364.7,3374.8
2019-10-16,511.0,898.8,1211.2,2589.7
2019-10-17,606.0,1608.9,1649.6,4116.1
2019-10-18,712.0,679.4,1056.1,2097.6
2019-10-19,571.0,604.0,981.2,1907.8
2019-10-20,602.0,509.8,701.0,1482.7
2019-10-21,616.0,90.7,533.4,672.3
2019-10-22,684.0,2454.0,1657.4,5420.1
2019-10-23,1089.0,1991.5,1657.8,4711.7
2019-10-24,807.0,1648.9,1348.3,3876.5
2019-10-25,686.0,1842.8,1247.7,4073.4
2019-10-26,425.0,734.0,897.2,2022.2
2019-10-27,709.0,1273.2,1181.8,3134.2
2019-10-28,976.0,1933.8,1448.8,4413.3
2019-10-29,526.0,560.7,1351.3,2210.9
2019-10-30,821.65,609.2,1190.2,2123.6
2019-10-31,942.6,1374.6,1434.0,3541.7
2019-11-01,676.75,2549.9,1619.1,5528.7
2019-11-02,641.0,1029.7,885.2,2463.9
2019-11-03,742.0,1315.3,1284.3,3301.9
2019-11-04,735.0,3055.1,1854.9,6539.4
2019-11-05,773.0,308.8,901.6,1374.8
2019-11-06,960.0,2304.5,1580.4,5114.4
2019-11-07,447.0,1502.0,1302.1,3605.2
2019-11-08,794.0,2048.7,1397.2,4538.4
2019-11-09,720.0,1822.9,1381.0,4176.3
2019-11-10,755.0,1304.6,1219.1,3219.7
2019-11-11,545.0,597.4,883.1,1799.2
2019-11-12,465.0,558.3,802.15,1658.75
2019-11-13,681.0,1455.9,1286.7,3519.4
2019-11-14,539.0,1968.2,1841.1,4859.1
2019-11-15,721.0,160.2,807.5,1053.3
2019-11-16,825.0,2272.0,1572.9,5056.5
2019-11-17,1243.0,3545.7,1837.2,7273.9
2019-11-18,689.0,994.9,1105.8,2631.1
2019-11-19,1249.0,4731.6,2183.5,9438.0
2019-11-20,917.0,1150.6,1279.9,3044.0
2019-11-21,1060.0,1018.9,1182.8,2744.7
2019-11-22,578.0,1302.6,1476.3,3473.7
2019-11-23,684.0,849.6,1256.1,2559.0
2019-11-24,704.0,2440.5,1368.3,5110.2
2019-11-25,462.0,2166.05,1149.98,4471.41
2019-11-26,574.0,2735.45,1662.22,5856.79
2019-11-27,364.0,1566.0,1560.6,3961.8
2019-11-28,441.0,693.1,1005.4,2067.6
2019-11-29,1114.0,2714.4,1725.6,5887.8
2019-11-30,1019.0,1479.4,1823.6,4092.0
2019-12-01,500.0,93.9,808.3,951.8
2019-12-02,821.0,1953.1,1808.4,4803.0
2019-12-03,815.0,2678.7,2120.9,6228.6
2019-12-04,1139.0,5059.4,2512.4,10270.1
2019-12-05,765.0,1716.6,1391.5,4023.3
2019-12-06,230.0,430.4,671.8,1331.7
2019-12-07,540.0,633.4,889.9,1860.6
2019-12-08,508.0,228.5,447.7,798.2
2019-12-09,550.0,428.7,751.0,1408.2
2019-12-10,680.0,846.85,1004.15,2302.7
2019-12-11,606.0,1273.0,1538.4,3489.9
2019-12-12,504.0,1006.4,1312.9,2855.7
2019-12-13,616.0,556.6,833.6,1686.9
2019-12-14,694.0,445.6,784.8,1468.0
2019-12-15,606.0,383.3,692.6,1280.4
2019-12-16,638.0,2175.4,2023.5,5359.2
2019-12-17,507.0,1371.5,1724.1,3827.3
2019-12-18,823.5,1868.8,1785.3,4650.5
2019-12-19,706.0,1462.55,1154.45,3396.55
2019-12-20,309.0,1630.1,1527.8,4027.4
2019-12-21,597.0,1274.2,1292.1,3246.0
2019-12-22,456.0,368.3,749.4,1314.4
2019-12-23,861.0,817.7,1046.1,2300.2
2019-12-24,735.0,263.1,568.8,972.4
2019-12-25,606.0,766.3,870.3,2045.4
2019-12-26,547.0,559.4,885.0,1742.7
2019-12-27,654.0,1774.7,1301.2,4022.9
2019-12-28,746.0,1446.1,1434.6,3652.4
2019-12-29,693.0,1429.7,1283.0,3475.2
2019-12-30,834.0,1873.3,1392.6,4264.5
2019-12-31,1108.0,968.3,1237.2,2721.6
2020-01-01,1395.0,1710.8,1526.5,4150.0
2020-01-02,507.0,730.1,1049.5,2169.2
2020-01-03,523.0,390.5,855.0,1453.9
2020-01-04,578.0,459.7,925.5,1630.0
2020-01-05,304.0,381.9,771.8,1357.4
2020-01-06,516.0,751.8,1073.8,2226.4
2020-01-07,870.0,732.8,1037.1,2160.6
2020-01-08,1100.0,1675.2,1186.7,3755.6
2020-01-09,346.0,1697.0,1319.5,3921.3
2020-01-10,463.0,1203.9,1223.9,3070.0
2020-01-11,836.0,1530.9,1329.2,3676.7
2020-01-12,316.0,764.5,911.8,2083.9
2020-01-13,637.0,1184.9,1054.6,2870.8
2020-01-14,572.0,1754.2,1324.2,4013.9
2020-01-15,490.0,1828.7,1494.1,4297.8
2020-01-16,817.0,2530.7,1501.9,5382.5
2020-01-17,403.0,1740.6,1448.3,4117.3
2020-01-18,1011.0,1448.7,1523.3,3744.6
2020-01-19,1107.0,1508.7,1654.1,3967.9
2020-01-20,1030.0,3603.9,2145.7,7671.5
2020-01-21,1114.0,4118.7,2154.1,8469.6
2020-01-22,1175.0,3551.4,1972.8,7417.8
2020-01-23,515.0,2003.2,1829.2,4900.4
2020-01-24,476.0,1946.0,1627.3,4610.5
2020-01-25,774.0,3284.2,1719.9,6755.5
2020-01-26,566.0,2414.0,1428.8,5130.4
2020-01-27,330.0,2623.4,1979.5,6001.8
2020-01-28,263.0,526.8,834.2,1642.0
2020-01-29,692.0,1078.1,1125.3,2778.1
2020-01-30,330.0,2234.1,1418.6,4844.3
2020-01-31,95.0,1851.7,1412.5,4251.7
2020-02-01,527.0,726.6,790.3,1904.2
2020-02-02,781.0,971.1,965.1,2454.4
2020-02-03,691.0,466.9,779.9,1495.1
2020-02-04,535.0,254.7,648.8,1038.9
2020-02-05,895.0,3057.1,1935.8,6623.4
2020-02-06,911.0,4451.0,2307.2,9132.4
2020-02-07,1332.0,2687.6,1678.4,5799.1
2020-02-08,643.0,1464.9,1303.0,3549.2
2020-02-09,472.0,613.3,564.4,1505.1
2020-02-10,462.0,404.2,569.2,1188.8
2020-02-11,566.0,377.0,602.8,1180.9
2020-02-12,430.0,1231.2,1158.4,3045.8
2020-02-13,337.0,1169.1,1348.2,3140.9
2020-02-14,833.0,2681.3,1784.8,5896.7
2020-02-15,245.0,1182.4,836.1,2649.0
2020-02-16,101.0,778.6,769.3,1963.5
2020-02-17,631.0,764.3,849.1,2020.9
2020-02-18,447.0,892.0,963.9,2331.7
2020-02-19,572.0,1437.5,1271.2,3475.4
2020-02-20,802.5,1063.9,1112.7,2744.2
2020-02-21,891.0,796.8,904.5,2126.2
2020-02-22,708.0,455.5,603.3,1301.7
2020-02-23,229.0,670.5,829.3,1857.5
2020-02-24,168.4,1054.4,867.6,2484.3
2020-02-25,187.17,537.7,785.9,1610.3
2020-02-26,218.09,743.7,975.2,2115.2
2020-02-27,249.02,972.1,1136.5,2627.3
2020-02-28,279.95,2314.7,1636.7,5185.5
2020-02-29,310.87,911.3,896.7,2294.1
2020-03-01,341.8,1028.5,1010.2,2586.7
2020-03-02,372.72,553.2,985.6,1833.8
2020-03-03,403.65,1254.3,1366.8,3290.1
2020-03-04,434.58,2515.5,1867.5,5725.1
2020-03-05,465.5,218.25,645.6,981.02
2020-03-06,496.43,527.22,895.88,1704.13
2020-03-07,527.36,1345.72,1343.72,3406.95
2020-03-08,558.28,856.2,965.4,2278.2
2020-03-09,589.21,861.8,987.6,2308.8
2020-03-10,620.13,533.9,628.0,1446.3
2020-03-11,651.06,824.2,957.9,2222.2
2020-03-12,681.99,454.3,604.7,1301.1
2020-03-13,738.79,1024.8,1100.9,2672.6
2020-03-14,550.0,1992.5,1606.6,4661.1
2020-03-15,350.0,1011.9,1220.2,2771.8
2020-03-16,542.0,1179.9,1353.7,3163.1
2020-03-17,562.0,1766.1,1587.8,4295.4
2020-03-18,434.0,1227.2,1236.5,3118.0
2020-03-19,641.0,378.7,1035.95,1616.4
2020-03-20,523.0,217.5,665.45,999.15
2020-03-21,615.0,213.2,623.7,950.4
2020-03-22,623.0,175.8,623.8,893.2
2020-03-23,623.0,573.6,1238.2,2117.9
2020-03-24,589.0,1931.9,1906.2,4868.8
2020-03-25,752.0,1224.0,1625.9,3502.6
2020-03-26,966.0,509.4,1201.2,1981.9
2020-03-27,1061.0,187.2,706.3,993.3
2020-03-28,662.0,62.0,318.2,413.4
2020-03-29,455.0,30.9,184.1,231.7
2020-03-30,460.0,99.5,421.9,574.9
2020-03-31,585.0,226.3,793.5,1140.0
2020-04-01,481.0,684.3,1029.0,2078.2
2020-04-02,258.0,337.9,639.6,1157.4
2020-04-03,440.0,855.8,1153.9,2465.9
2020-04-04,459.0,1581.8,1531.8,3957.3
2020-04-05,486.0,1163.1,1326.8,3110.5
2020-04-06,438.0,1003.9,1112.9,2652.5
2020-04-07,806.0,1171.6,1477.9,3274.3
2020-04-08,1411.0,425.0,1552.5,2204.1
2020-04-09,1513.0,432.3,1359.6,2022.9
2020-04-10,1217.0,252.7,1118.6,1505.6
2020-04-11,878.0,814.0,1651.1,2899.4
2020-04-12,631.0,464.5,1236.8,1949.3
2020-04-13,500.0,82.2,295.0,421.3
2020-04-14,446.0,251.5,702.0,1087.3
2020-04-15,768.0,652.6,1242.2,2242.7
2020-04-16,1429.0,572.9,1446.65,2325.15
2020-04-17,737.0,196.7,637.4,939.0
2020-04-18,914.0,230.6,704.5,1058.8
2020-04-19,684.0,130.95,527.3,727.95
2020-04-20,777.0,150.6,572.5,803.7
2020-04-21,896.0,126.0,588.8,782.0
2020-04-22,918.0,159.3,747.7,992.1
2020-04-23,1045.0,247.5,1011.4,1390.1
2020-04-24,1004.0,374.4,1043.6,1617.4
2020-04-25,557.0,165.0,613.7,866.5
2020-04-26,551.0,611.7,1144.1,2081.6
2020-04-27,677.0,457.7,898.6,1599.8
2020-04-28,297.0,223.4,725.8,1068.7
2020-04-29,480.0,1522.4,1276.1,3610.7
2020-04-30,476.0,1418.6,1165.3,3340.8
2020-05-01,429.5,497.6,636.9,1399.7
2020-05-02,307.0,389.6,671.8,1269.8
2020-05-03,423.0,899.7,1094.0,2473.5
2020-05-04,502.0,236.5,672.2,1035.3
2020-05-05,557.0,133.2,470.8,674.8
2020-05-06,748.5,255.1,804.9,1196.2
2020-05-07,813.0,887.8,1591.2,2952.7
2020-05-08,753.0,975.3,1784.8,3280.1
2020-05-09,909.0,165.3,939.0,1192.0
2020-05-10,722.75,61.0,455.6,549.1
2020-05-11,818.76,62.1,230.3,325.6
2020-05-12,1195.96,348.9,614.5,1149.2
2020-05-13,1573.17,79.0,352.7,474.2
2020-05-14,1950.37,152.8,513.0,747.1
2020-05-15,1365.98,609.0,1009.8,1943.6
2020-05-16,444.0,406.3,828.1,1451.8
2020-05-17,375.0,401.0,567.3,1182.2
2020-05-18,434.0,349.0,644.3,1179.4
2020-05-19,460.0,437.1,767.7,1438.1
2020-05-20,636.0,1739.3,1458.7,4125.9
2020-05-21,664.0,1033.1,1481.0,3064.7
2020-05-22,855.0,800.9,1000.5,2228.8
2020-05-23,668.0,343.8,421.6,948.5
2020-05-24,562.0,129.43,403.74,604.19
2020-05-25,649.5,170.57,801.06,1063.81
2020-05-26,620.0,409.65,865.6,1494.45
2020-05-27,861.5,451.7,1136.3,1828.8
2020-05-28,613.0,204.5,598.8,912.6
2020-05-29,654.0,276.0,793.3,1216.9
2020-05-30,692.0,186.5,725.1,1010.9
2020-05-31,567.0,106.0,522.4,685.1
2020-06-01,677.0,196.1,739.2,1039.9
2020-06-02,652.0,230.9,749.7,1103.6
2020-06-03,728.0,390.2,881.5,1479.7
2020-06-04,350.0,191.6,390.3,683.9
2020-06-05,319.0,282.5,480.5,913.5
2020-06-06,286.0,361.3,458.6,1012.7
2020-06-07,365.0,272.1,406.4,823.5
2020-06-08,538.0,115.5,463.5,640.6
2020-06-09,604.0,902.5,1254.0,2637.9
2020-06-10,582.0,1993.5,1429.0,4486.3
2020-06-11,649.0,223.1,673.6,1015.1
2020-06-12,785.0,263.7,802.7,1207.2
2020-06-13,542.0,607.5,949.7,1881.2
2020-06-14,449.0,1398.9,1408.3,3553.0
2020-06-15,498.0,1281.6,1294.2,3259.4
2020-06-16,557.0,1429.8,1512.9,3705.5
2020-06-17,488.0,909.1,1373.1,2767.0
2020-06-18,394.0,1216.4,1419.7,3284.9
2020-06-19,384.0,1519.1,1261.3,3590.4
2020-06-20,430.0,1369.8,1193.0,3293.6
2020-06-21,405.0,290.3,419.9,865.2
2020-06-22,651.0,1109.2,1032.0,2732.8
2020-06-23,889.0,1702.1,1800.3,4410.0
2020-06-24,1065.0,290.5,1233.5,1680.2
2020-06-25,907.5,340.9,1397.6,1920.3
2020-06-26,587.0,1174.3,1879.3,3679.9
2020-06-27,423.0,1427.2,1036.6,3224.9
2020-06-28,416.0,647.4,630.2,1623.0
2020-06-29,514.0,406.4,482.6,1105.6
2020-06-30,387.0,1060.9,807.1,2434.1
2020-07-01,370.0,813.1,691.6,1938.4
2020-07-02,432.0,506.3,625.5,1401.8
2020-07-03,534.0,797.0,758.9,1981.4
2020-07-04,419.0,1143.0,711.1,2463.8
2020-07-05,467.0,341.2,278.4,801.3
2020-07-06,549.0,311.5,495.1,973.1
2020-07-07,477.0,759.2,940.7,2104.9
2020-07-08,468.0,841.3,617.1,1907.5
2020-07-09,418.0,962.0,527.0,2001.6
2020-07-10,406.0,158.3,348.2,590.8
2020-07-11,459.0,349.7,578.9,1114.8
2020-07-12,587.0,902.4,1192.2,2575.9
2020-07-13,456.0,592.1,786.7,1693.9
2020-07-14,458.0,199.4,410.6,716.6
2020-07-15,405.0,479.9,656.2,1392.5
2020-07-16,446.0,212.4,456.9,782.3
2020-07-17,496.0,558.5,740.0,1596.8
2020-07-18,412.0,387.9,497.7,1092.6
2020-07-19,377.0,131.8,416.8,618.8
2020-07-20,504.0,185.4,494.6,778.6
2020-07-21,570.0,339.4,782.1,1302.5
2020-07-22,546.0,750.9,1151.6,2302.2
2020-07-23,520.0,797.55,1051.25,2274.4
2020-07-24,409.0,976.1,901.1,2398.2
2020-07-25,362.0,1426.0,939.9,3126.2
2020-07-26,538.0,924.0,597.7,2014.2
2020-07-27,756.74,1903.6,1067.9,3986.5
2020-07-28,521.26,348.7,506.7,1042.1
2020-07-29,462.0,862.2,936.4,2258.7
2020-07-30,552.0,1604.1,1700.3,4159.8
2020-07-31,900.5,805.9,1604.0,2839.4
2020-08-01,436.0,288.5,428.2,870.2
2020-08-02,353.0,251.9,387.7,774.1
2020-08-03,404.0,142.7,413.9,633.2
2020-08-04,467.0,1070.5,1120.95,2762.05
2020-08-05,445.0,1324.8,1223.9,3255.0
2020-08-06,490.0,1798.6,1423.5,4181.4
2020-08-07,977.5,1575.1,2221.0,4636.2
2020-08-08,957.0,268.9,1056.0,1468.9
2020-08-09,909.0,74.3,615.8,729.4
2020-08-10,989.0,359.8,1228.8,1780.8
2020-08-11,1327.0,460.4,1656.5,2362.5
2020-08-12,1334.5,410.1,1662.6,2291.5
2020-08-13,1179.0,166.75,856.05,1111.95
2020-08-14,697.5,134.5,539.15,745.95
2020-08-15,810.0,408.9,783.7,1410.7
2020-08-16,757.0,554.8,999.3,1850.3
2020-08-17,582.0,1348.4,1482.7,3550.3
2020-08-18,564.0,1863.8,1311.0,4169.4
2020-08-19,676.0,2482.4,1211.2,5017.4
2020-08-20,1061.0,1711.7,1408.0,4032.3
2020-08-21,908.0,1196.5,1006.1,2840.5
2020-08-22,678.0,722.5,782.9,1890.6
2020-08-23,537.0,293.3,360.0,809.6
2020-08-24,581.0,1029.9,733.4,2312.9
2020-08-25,593.0,1317.5,1014.8,3034.7
2020-08-26,622.0,387.1,575.1,1168.8
2020-08-27,726.0,1362.1,1074.9,3162.5
2020-08-28,454.0,673.7,577.5,1610.1
2020-08-29,595.0,63.4,178.9,275.8
2020-08-30,698.0,46.6,199.1,270.7
2020-08-31,578.0,1002.1,993.0,2529.3
2020-09-01,767.0,1351.7,1235.9,3308.1
2020-09-02,669.0,1608.3,1539.3,4005.6
2020-09-03,425.0,992.2,785.7,2307.1
2020-09-04,596.0,507.2,607.9,1385.9
2020-09-05,568.0,418.7,569.6,1211.1
2020-09-06,472.0,765.4,722.2,1896.4
2020-09-07,430.0,718.5,675.0,1776.6
2020-09-08,369.0,546.5,582.8,1420.7
2020-09-09,406.0,369.9,516.3,1083.7
2020-09-10,696.0,813.0,1032.7,2279.7
2020-09-11,608.0,942.9,1004.8,2450.2
2020-09-12,444.0,655.6,724.2,1729.4
2020-09-13,485.97,1329.9,1021.1,3060.2
2020-09-14,794.95,1136.7,1574.8,3317.7
2020-09-15,1027.08,677.5,1536.15,2574.75
2020-09-16,975.0,218.4,869.6,1204.1
2020-09-17,826.0,181.7,576.6,854.8
2020-09-18,782.0,278.8,776.8,1204.4
2020-09-19,820.0,134.7,608.2,814.2
2020-09-20,870.0,111.9,561.7,733.2
2020-09-21,1053.5,939.6,1392.5,2832.9
2020-09-22,771.0,1330.9,1466.5,3507.0
2020-09-23,394.0,1019.8,1064.0,2627.6
2020-09-24,546.0,1602.1,1168.0,3625.0
2020-09-25,467.0,173.6,392.1,658.6
2020-09-26,423.0,56.0,194.3,280.0
2020-09-27,472.0,22.0,146.0,180.1
2020-09-28,528.0,397.5,556.2,1165.7
2020-09-29,493.0,1007.6,749.5,2294.4
2020-09-30,683.0,1685.0,1031.5,3614.6
2020-10-01,455.0,925.6,724.4,2143.6
2020-10-02,512.0,223.3,450.6,792.9
2020-10-03,411.0,12.18,115.86,132.99
2020-10-04,231.0,12.27,115.41,132.63
2020-10-05,423.0,12.46,115.55,133.06
2020-10-06,458.0,12.65,115.7,133.5
2020-10-07,575.0,12.84,115.85,133.94
2020-10-08,426.0,13.03,115.99,134.37
2020-10-09,489.0,13.22,116.14,134.81
2020-10-10,406.0,13.41,116.28,135.24
2020-10-11,447.0,13.59,116.43,135.68
2020-10-12,465.0,13.78,116.57,136.12
2020-10-13,527.0,13.97,116.72,136.55
2020-10-14,666.0,14.16,116.86,136.99
2020-10-15,661.0,14.35,117.01,137.42
2020-10-16,781.0,14.54,117.15,137.86
2020-10-17,583.0,14.73,117.3,138.3
2020-10-18,663.5,14.92,117.44,138.73
2020-10-19,776.5,15.11,117.59,139.17
2020-10-20,903.0,15.3,117.74,139.61
2020-10-21,439.0,15.48,117.88,140.04
2020-10-22,726.0,15.67,118.03,140.48
2020-10-23,569.0,15.86,118.17,140.91
2020-10-24,575.0,16.05,118.32,141.35
2020-10-25,576.0,16.24,118.46,141.79
2020-10-26,621.0,16.43,118.61,142.22
2020-10-27,668.0,16.62,118.75,142.66
2020-10-28,683.0,16.81,118.9,143.09
2020-10-29,677.0,17.0,119.04,143.53
2020-10-30,499.0,17.19,119.19,143.97
2020-10-31,713.0,17.37,119.33,144.4
2020-11-01,741.0,17.56,119.48,144.84
2020-11-02,448.0,17.75,119.63,145.28
2020-11-03,631.0,17.94,119.77,145.71
2020-11-04,966.79,18.13,119.92,146.15
2020-11-05,1995.21,18.32,120.06,146.58
2020-11-06,1687.0,18.51,120.21,147.02
2020-11-07,1280.0,18.7,120.35,147.46
2020-11-08,1179.0,18.89,120.5,147.89
2020-11-09,612.0,19.08,120.64,148.33
2020-11-10,618.0,19.26,120.79,148.76
2020-11-11,614.0,19.45,120.93,149.2
2020-11-12,651.0,19.64,121.08,149.64
2020-11-13,642.0,19.83,121.22,150.07
2020-11-14,591.0,20.02,121.37,150.51
2020-11-15,338.0,20.21,121.51,150.94
2020-11-16,553.0,20.4,121.66,151.38
2020-11-17,518.0,20.59,121.81,151.82
2020-11-18,585.0,20.78,121.95,152.25
2020-11-19,469.64,20.97,122.1,152.69
2020-11-20,553.82,21.15,122.24,153.13
2020-11-21,655.05,21.34,122.39,153.56
2020-11-22,756.29,21.53,122.53,154.0
2020-11-23,857.53,21.72,122.68,154.43
2020-11-24,958.76,21.91,122.82,154.87
2020-11-25,1060.0,22.1,122.97,155.31
2020-11-26,1099.91,22.29,123.11,155.74
2020-11-27,973.0,22.48,123.26,156.18
2020-11-28,1236.0,22.67,123.4,156.61
2020-11-29,906.0,22.86,123.55,157.05
2020-11-30,512.0,23.04,123.7,157.49
2020-12-01,578.0,23.23,123.84,157.92
2020-12-02,686.0,23.42,123.99,158.36
2020-12-03,403.0,23.61,124.13,158.8
2020-12-04,407.0,23.8,124.28,159.23
2020-12-05,586.0,23.99,124.42,159.67
2020-12-06,521.0,24.18,124.57,160.1
2020-12-07,876.0,24.37,124.71,160.54
2020-12-08,711.0,24.56,124.86,160.98
2020-12-09,746.0,24.75,125.0,161.41
2020-12-10,909.0,24.93,125.15,161.85
2020-12-11,538.0,25.12,125.29,162.28
2020-12-12,440.0,25.31,125.44,162.72
2020-12-13,460.0,25.5,125.59,163.16
2020-12-14,593.0,25.69,125.73,163.59
2020-12-15,646.0,25.88,125.88,164.03
2020-12-16,597.0,26.07,126.02,164.47
2020-12-17,615.0,26.26,126.17,164.9
2020-12-18,436.0,26.45,126.31,165.34
2020-12-19,527.0,26.64,126.46,165.77
2020-12-20,469.0,26.82,126.6,166.21
2020-12-21,237.0,27.01,126.75,166.65
2020-12-22,334.0,27.2,126.89,167.08
2020-12-23,277.0,27.39,127.04,167.52
2020-12-24,268.0,27.58,127.18,167.95
2020-12-25,366.0,27.77,127.33,168.39
2020-12-26,223.0,27.96,127.48,168.83
2020-12-27,293.0,28.15,127.62,169.26
2020-12-28,407.0,28.34,127.77,169.7
2020-12-29,498.0,28.53,127.91,170.14
2020-12-30,683.0,28.71,128.06,170.57
2020-12-31,608.0,28.9,128.2,171.01
2021-01-01,764.0,29.09,128.35,171.44
2021-01-02,309.0,29.28,128.49,171.88
2021-01-03,301.0,29.47,128.64,172.32
2021-01-04,289.0,29.66,128.78,172.75
2021-01-05,325.0,29.85,128.93,173.19
2021-01-06,373.0,30.04,129.07,173.62
2021-01-07,585.0,30.23,129.22,174.06
2021-01-08,799.0,30.42,129.37,174.5
