MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), Ozone (ug/m3)
2020-08-04,363.27,583.87,1140.66,493.62,1705.1
2020-08-05,297.4,436.82,892.49,450.24,1926.8
2020-08-06,300.25,609.06,1069.2,401.8,1373.9
2020-08-07,400.81,1188.34,1802.85,662.44,1904.8
2020-08-08,296.88,1016.58,1471.91,738.79,2473.8
2020-08-09,175.44,555.59,824.66,682.74,3395.5
2020-08-10,207.46,708.06,1026.12,809.59,3363.1
2020-08-11,232.27,1063.39,1419.42,1045.41,3467.7
2020-08-12,194.56,993.33,1291.66,1161.7,4035.2
2020-08-13,289.73,873.81,1318.33,763.35,2931.6
2020-08-14,396.01,814.46,1421.8,446.67,1768.0
2020-08-15,343.71,769.44,1296.56,532.24,1163.7
2020-08-16,226.92,615.46,963.51,593.23,2125.4
2020-08-17,292.47,642.62,1091.11,347.4,2327.1
2020-08-18,287.45,539.56,980.19,320.52,1732.7
2020-08-19,258.34,573.43,969.47,329.45,1034.1
2020-08-20,270.65,604.12,1019.12,545.62,2113.6
2020-08-21,235.12,432.51,793.27,527.33,2410.7
2020-08-22,240.92,445.12,814.49,360.23,2297.6
2020-08-23,235.25,419.06,779.99,253.32,1843.3
2020-08-24,353.47,603.4,1145.63,318.37,1523.1
2020-08-25,223.56,413.61,756.63,371.87,1784.9
2020-08-26,375.13,674.32,1249.39,317.42,1564.3
2020-08-27,342.13,706.33,1230.95,400.75,1000.4
2020-08-28,463.68,742.05,1452.93,229.19,1135.6
2020-08-29,302.49,534.53,998.53,216.97,1426.6
2020-08-30,287.32,607.85,1048.39,335.28,1552.8
2020-08-31,525.3,979.71,1785.28,365.56,1020.5
2020-09-01,772.1,1181.74,2365.56,481.29,1026.4
2020-09-02,396.26,850.97,1458.61,407.13,1729.5
2020-09-03,324.54,599.34,1097.1,306.39,1407.6
2020-09-04,429.41,748.34,1407.03,446.44,1404.9
2020-09-05,516.68,882.72,1675.24,352.06,1026.7
2020-09-06,404.36,838.57,1458.85,323.72,1005.3
2020-09-07,426.99,713.7,1368.52,320.16,950.9
2020-09-08,424.46,695.71,1346.38,284.17,1051.25
2020-09-09,512.59,815.41,1601.48,360.81,956.6
2020-09-10,528.92,1031.95,1843.35,460.66,1372.6
2020-09-11,486.83,937.29,1684.39,436.44,1245.4
2020-09-12,351.13,676.9,1215.34,340.75,1677.6
2020-09-13,276.73,655.48,1079.89,339.45,1587.4
2020-09-14,513.25,1231.34,2018.62,693.38,1340.8
2020-09-15,472.59,1544.15,2268.99,1140.72,1433.9
2020-09-16,320.38,984.39,1475.82,745.98,2286.6
2020-09-17,296.4,700.69,1155.67,567.69,1903.8
2020-09-18,349.58,822.44,1359.09,618.08,1664.4
2020-09-19,251.36,749.86,1135.04,602.59,2027.3
2020-09-20,230.27,755.81,1109.21,619.73,2053.5
2020-09-21,528.01,1294.52,2104.22,707.56,1185.2
2020-09-22,428.85,1010.66,1668.49,613.36,2066.2
2020-09-23,292.61,670.42,1119.05,412.35,2144.1
2020-09-24,340.73,777.83,1300.66,340.48,1456.2
2020-09-25,410.38,808.92,1438.24,272.37,1170.2
2020-09-26,336.76,675.67,1192.34,292.5,1324.7
2020-09-27,283.65,657.28,1092.53,270.73,1338.0
2020-09-28,591.64,1077.06,1984.34,390.09,793.1
2020-09-29,613.87,1149.48,2091.15,485.11,550.5
2020-09-30,341.74,809.04,1333.56,432.51,1338.5
2020-10-01,466.13,955.84,1671.0,407.1,1214.8
2020-10-02,354.41,959.94,1503.71,298.66,825.6
2020-10-03,314.09,855.26,1337.36,328.5,1312.0
2020-10-04,273.95,647.0,1067.49,180.6,1478.0
2020-10-05,392.11,787.8,1389.6,306.95,1177.9
2020-10-06,365.51,748.07,1308.76,270.04,1332.9
2020-10-07,455.9,908.66,1608.21,385.0,1159.8
2020-10-08,474.59,930.78,1658.57,282.73,999.1
2020-10-09,656.79,1189.21,2196.7,316.65,698.1
2020-10-10,464.35,998.25,1710.64,255.29,1004.4
2020-10-11,496.79,1043.99,1806.14,288.92,699.3
2020-10-12,569.77,1111.96,1986.0,361.74,585.9
2020-10-13,777.76,1259.14,2452.1,333.05,385.2
2020-10-14,561.61,1140.58,2002.29,396.06,905.4
2020-10-15,615.04,1177.4,2120.84,385.03,886.3
2020-10-16,661.9,1377.44,2393.02,506.08,636.9
2020-10-17,504.81,1216.92,1991.36,354.54,843.8
2020-10-18,516.62,1184.12,1977.06,497.12,401.4
2020-10-19,325.67,976.23,1475.95,516.31,1308.45
2020-10-20,307.23,790.06,1261.73,586.93,1391.5
2020-10-21,428.4,984.25,1641.7,338.26,1048.6
2020-10-22,454.6,990.07,1687.79,416.55,1491.9
2020-10-23,392.28,931.76,1533.68,383.77,1344.4
2020-10-24,250.58,624.3,1009.12,348.05,1903.9
2020-10-25,271.62,734.55,1151.45,345.22,1621.9
2020-10-26,427.37,909.79,1565.48,436.4,1312.5
2020-10-27,376.73,836.83,1414.68,411.43,1340.3
2020-10-28,377.18,729.76,1307.86,399.74,1624.1
2020-10-29,332.79,662.67,1173.11,376.28,1556.9
2020-10-30,317.57,662.71,1149.34,365.03,1729.7
2020-10-31,273.62,606.72,1026.22,473.88,1746.9
2020-11-01,179.71,381.84,657.4,431.58,1745.0
2020-11-02,248.0,513.14,893.27,365.32,1973.9
2020-11-03,451.45,985.83,1678.29,410.72,1452.2
2020-11-04,1215.44,1315.67,3180.09,742.81,216.6
2020-11-05,1598.75,1259.54,3711.95,1500.2,-12.3
2020-11-06,1319.95,1440.27,3464.69,1466.28,53.9
2020-11-07,1316.1,1203.6,3221.77,1048.97,7.3
2020-11-08,917.7,942.51,2349.95,968.2,24.4
2020-11-09,800.68,1047.02,2274.76,650.51,269.8
2020-11-10,593.06,1051.1,1960.46,589.69,615.8
2020-11-11,407.59,709.61,1334.67,434.93,1108.8
2020-11-12,335.26,662.86,1177.17,482.74,1985.7
2020-11-13,466.09,1015.05,1729.68,521.6,1443.0
2020-11-14,187.77,482.59,770.44,414.89,1901.5
2020-11-15,156.71,377.03,617.14,286.27,2400.6
2020-11-16,299.52,638.4,1097.66,344.74,1981.8
2020-11-17,258.2,573.56,969.25,428.31,2195.1
2020-11-18,256.15,508.21,900.71,482.23,1859.4
2020-11-19,467.82,938.22,1655.64,375.08,1166.0
2020-11-20,635.45,1067.67,2041.45,427.32,988.8
2020-11-21,205.0,560.56,874.7,338.22,2126.1
2020-11-22,382.98,949.34,1536.49,392.54,880.3
2020-11-23,1020.94,1250.5,2816.22,620.21,382.9
2020-11-24,298.87,740.35,1198.39,427.28,1470.7
2020-11-25,421.02,937.78,1583.42,536.51,832.7
2020-11-26,1253.32,1533.45,3455.36,757.98,170.7
2020-11-27,2358.08,1500.69,5116.37,880.49,-56.0
2020-11-28,738.71,1242.31,2375.16,1059.98,2.5
2020-11-29,445.62,1175.04,1858.15,769.12,210.3
2020-11-30,473.51,797.49,1523.58,542.79,561.2
2020-12-01,600.08,1108.28,2028.41,488.61,799.8
2020-12-02,976.48,1313.38,2810.38,638.55,161.5
2020-12-03,704.32,1233.95,2313.61,353.32,766.4
2020-12-04,513.62,971.4,1758.57,354.97,1013.5
2020-12-05,559.98,1048.4,1906.92,467.39,1011.1
2020-12-06,785.87,1212.9,2417.99,447.88,316.7
2020-12-07,1441.46,1527.58,3737.6,615.26,-36.0
2020-12-08,1379.14,1397.71,3512.46,665.63,-11.1
2020-12-09,838.51,1195.86,2481.54,553.94,568.2
2020-12-10,657.44,916.63,1924.72,608.55,986.8
2020-12-11,912.64,1316.5,2716.14,438.98,631.4
2020-12-12,556.78,972.19,1825.78,365.32,663.0
2020-12-13,244.36,654.97,1029.98,285.15,1210.1
2020-12-14,353.36,736.87,1278.47,386.67,1890.3
2020-12-15,508.95,1007.04,1787.63,436.09,1295.6
2020-12-16,372.8,830.48,1402.12,354.24,1221.05
2020-12-17,433.12,762.13,1426.1,413.12,1554.9
2020-12-18,227.85,430.14,779.67,336.39,1609.2
2020-12-19,277.68,546.35,972.14,402.35,1812.5
2020-12-20,293.24,592.59,1042.11,335.78,1784.7
2020-12-21,321.17,573.41,1065.42,219.35,1427.5
2020-12-22,664.38,876.41,1895.04,348.31,741.0
2020-12-23,312.15,661.03,1139.63,284.14,1340.7
2020-12-24,269.85,493.35,906.76,182.43,1665.0
2020-12-25,160.82,535.14,781.62,287.73,1416.3
2020-12-26,138.69,297.71,510.21,220.2,1912.4
2020-12-27,248.54,568.73,950.56,321.2,1655.1
2020-12-28,463.52,948.91,1659.7,321.11,544.4
2020-12-29,505.04,853.67,1628.43,362.77,663.3
2020-12-30,1060.48,1148.64,2774.76,537.57,360.15
2020-12-31,841.21,1075.7,2365.36,490.06,288.7
2021-01-01,482.41,786.08,1525.87,589.76,346.33
2021-01-02,483.0,822.0,1562.76,290.1,3.78
2021-01-03,353.3,669.15,1210.75,268.75,8.96
2021-01-04,310.75,568.79,1045.53,217.68,14.14
2021-01-05,392.09,660.89,1261.65,260.75,19.32
2021-01-06,611.5,882.49,1819.99,330.01,24.51
2021-01-07,703.68,1095.07,2173.93,560.69,29.69
2021-01-08,1004.67,1207.2,2747.73,672.76,34.87
2021-01-09,949.86,1265.31,2721.57,565.15,40.05
2021-01-10,327.73,768.35,1270.53,424.61,45.23
2021-01-11,260.55,579.03,978.64,330.93,50.41
2021-01-12,564.38,1080.53,1945.69,291.91,55.6
2021-01-13,794.83,1071.11,2289.76,384.34,60.78
2021-01-14,479.03,1072.84,1807.28,212.53,65.96
2021-01-15,1258.23,1238.04,3167.18,623.08,71.14
2021-01-16,374.3,809.12,1383.29,321.08,76.32
2021-01-17,270.48,739.69,1154.57,435.27,81.5
2021-01-18,383.68,745.8,1334.25,426.36,86.69
2021-01-19,183.33,388.62,669.82,257.96,91.87
2021-01-20,144.02,335.71,556.24,337.28,97.05
2021-01-21,305.98,668.65,1137.89,366.06,102.23
2021-01-22,549.75,924.08,1767.15,475.98,107.41
2021-01-23,625.46,1050.91,2010.1,321.22,112.59
2021-01-24,360.66,1042.85,1595.85,297.18,117.78
2021-01-25,670.36,1124.84,2152.96,356.0,122.96
2021-01-26,791.49,1045.55,2259.34,365.43,128.14
2021-01-27,596.5,954.4,1868.84,408.03,133.32
2021-01-28,287.69,599.51,1040.68,376.05,138.5
2021-01-29,355.26,711.14,1255.97,338.17,143.68
2021-01-30,222.2,615.83,956.31,285.54,148.87
2021-01-31,301.03,724.0,1185.69,424.41,154.05
2021-02-01,657.74,980.38,1989.17,497.98,159.23
2021-02-02,312.74,626.7,1106.34,534.98,164.41
2021-02-03,458.6,867.2,1570.37,493.41,169.59
2021-02-04,419.11,902.62,1545.41,411.02,174.77
2021-02-05,394.12,802.61,1406.57,376.2,179.96
2021-02-06,571.53,878.88,1755.27,406.07,185.14
2021-02-07,141.2,342.4,559.08,326.42,190.32
2021-02-08,311.49,577.43,1054.78,259.62,195.5
2021-02-09,297.35,688.89,1144.94,274.29,200.68
2021-02-10,440.25,797.05,1471.79,536.57,205.87
2021-02-11,258.04,633.61,1029.18,667.99,211.05
2021-02-12,162.02,354.23,602.46,686.83,216.23
2021-02-13,161.24,332.62,580.14,640.69,221.41
2021-02-14,128.97,299.3,497.43,581.12,226.59
2021-02-15,250.48,430.46,815.0,366.74,231.77
2021-02-16,277.25,450.22,875.62,403.5,236.96
2021-02-17,180.18,347.91,625.03,404.25,242.14
2021-02-18,209.92,388.12,710.81,380.29,247.32
2021-02-19,154.77,322.91,561.22,434.23,252.5
2021-02-20,148.74,336.95,565.07,880.89,257.68
2021-02-21,228.4,647.44,997.83,750.52,262.86
2021-02-22,565.15,1039.83,1906.6,719.63,268.05
2021-02-23,200.72,440.01,747.74,489.85,273.23
2021-02-24,199.75,418.05,724.26,599.44,278.41
2021-02-25,490.47,1044.13,1796.06,537.98,283.59
2021-02-26,1082.26,1346.95,3006.01,674.04,288.77
2021-02-27,982.28,1231.51,2737.49,878.15,293.95
2021-02-28,259.32,812.4,1209.89,608.22,299.14
2021-03-01,400.12,863.51,1476.89,895.68,304.32
2021-03-02,628.44,1197.11,2161.06,1214.87,309.5
2021-03-03,756.88,1269.17,2430.07,1106.36,314.68
2021-03-04,460.88,1193.64,1900.51,514.07,319.86
2021-03-05,420.52,1146.71,1791.59,556.73,325.04
2021-03-06,426.39,1214.34,1868.32,537.38,330.23
2021-03-07,529.77,1296.19,2108.43,747.54,335.41
2021-03-08,682.49,1385.65,2431.95,1007.78,340.59
2021-03-09,507.11,1211.1,1988.54,703.49,345.77
2021-03-10,317.64,1026.29,1513.04,504.93,350.95
2021-03-11,271.76,953.1,1369.53,435.62,356.13
2021-03-12,346.87,1062.63,1593.87,426.41,361.32
2021-03-13,278.37,957.62,1384.05,289.73,366.5
2021-03-14,237.95,928.96,1293.23,253.16,371.68
2021-03-15,343.83,1069.13,1595.74,400.69,376.86
2021-03-16,350.13,1046.38,1582.42,533.45,382.04
2021-03-17,385.59,1064.77,1655.16,673.22,387.22
2021-03-18,375.3,1065.34,1639.95,580.96,392.41
2021-03-19,369.23,1042.21,1607.32,416.66,397.59
2021-03-20,388.17,1061.79,1655.88,432.96,402.77
2021-03-21,332.57,999.37,1508.32,499.45,407.95
2021-03-22,462.14,1167.35,1874.74,710.5,413.13
2021-03-23,445.68,1148.59,1830.64,756.55,418.32
2021-03-24,394.12,1113.74,1716.73,674.0,423.5
2021-03-25,366.87,1067.74,1628.9,503.61,428.68
2021-03-26,306.11,988.94,1456.82,478.2,433.86
2021-03-27,270.41,929.46,1342.67,479.15,439.04
2021-03-28,189.15,857.72,1146.16,555.86,444.22
2021-03-29,308.77,1022.48,1494.32,630.56,449.41
2021-03-30,639.77,1356.06,2335.43,885.29,454.59
2021-03-31,860.52,1583.83,2902.23,1263.87,459.77
2021-04-01,466.99,752.47,1468.29,869.03,464.95
2021-04-02,217.23,376.44,709.51,457.21,470.13
2021-04-03,234.36,437.79,797.26,672.15,475.31
2021-04-04,177.01,489.22,760.82,697.31,480.5
2021-04-05,159.91,322.9,568.12,365.92,485.68
2021-04-06,347.19,591.13,1123.74,354.73,490.86
2021-04-07,452.64,748.69,1442.7,370.01,496.04
2021-04-08,297.28,582.64,1038.73,444.44,501.22
2021-04-09,315.2,606.4,1089.68,444.04,506.4
2021-04-10,216.08,520.53,851.95,470.08,511.59
2021-04-11,221.54,563.27,903.33,324.96,516.77
2021-04-12,596.34,1014.01,1928.28,461.68,521.95
2021-04-13,832.21,1185.54,2461.51,643.98,527.13
2021-04-14,580.31,934.19,1823.93,650.16,532.31
2021-04-15,435.37,769.98,1437.71,519.95,537.49
2021-04-16,542.04,869.25,1700.75,632.78,542.68
2021-04-17,365.88,704.22,1265.46,504.86,547.86
2021-04-18,330.44,769.67,1276.5,599.38,553.04
2021-04-19,451.25,867.33,1559.43,972.26,558.22
2021-04-20,557.29,1075.36,1930.02,1085.64,563.4
2021-04-21,345.21,804.81,1333.94,972.52,568.58
2021-04-22,323.65,554.95,1051.42,690.69,573.77
2021-04-23,394.79,771.35,1376.77,699.35,578.95
2021-04-24,262.4,632.42,1034.77,654.19,584.13
2021-04-25,163.91,306.75,557.91,462.47,589.31
2021-04-26,266.98,442.86,852.33,636.27,594.49
2021-04-27,451.32,877.72,1569.68,886.29,599.67
2021-04-28,385.34,789.62,1380.38,826.58,604.86
2021-04-29,417.88,817.2,1458.03,462.06,610.04
2021-04-30,476.23,1044.68,1775.04,572.12,615.22
2021-05-01,404.79,972.91,1593.7,542.0,620.4
2021-05-02,302.03,876.02,1338.92,563.67,625.58
2021-05-03,134.04,358.15,563.44,479.64,630.77
2021-05-04,214.13,491.44,819.91,274.32,635.95
2021-05-05,382.53,737.18,1323.52,270.51,641.13
2021-05-06,477.1,899.43,1630.95,387.37,646.31
2021-05-07,391.16,810.96,1410.38,419.33,651.49
2021-05-08,222.1,445.33,785.77,406.38,656.67
2021-05-09,186.36,432.68,718.67,358.18,661.86
2021-05-10,233.08,488.95,846.52,428.31,667.04
2021-05-11,305.82,660.34,1129.34,471.11,672.22
2021-05-12,312.23,602.2,1080.68,474.56,677.4
2021-05-13,387.89,912.83,1507.19,498.5,682.58
2021-05-14,436.2,931.89,1600.6,494.49,687.76
2021-05-15,322.36,658.6,1152.94,382.85,692.95
2021-05-16,229.15,522.34,873.82,354.11,698.13
2021-05-17,387.73,749.37,1343.55,305.89,703.31
2021-05-18,393.83,662.52,1266.2,385.17,708.49
2021-05-19,425.36,816.3,1468.61,254.45,713.67
2021-05-20,280.81,520.76,951.46,319.86,718.85
2021-05-21,211.51,382.42,706.9,292.31,724.04
2021-05-22,342.57,687.69,1213.2,216.26,729.22
2021-05-23,169.67,361.99,622.08,222.32,734.4
2021-05-24,303.64,639.63,1105.07,205.41,739.58
2021-05-25,357.89,655.44,1204.34,338.07,744.76
2021-05-26,439.68,891.05,1565.39,384.32,749.94
2021-05-27,498.31,1056.57,1820.93,562.13,755.13
2021-05-28,486.48,1135.0,1880.82,668.04,760.31
2021-05-29,306.48,870.36,1340.43,645.77,765.49
2021-05-30,214.36,579.29,907.88,590.91,770.67
2021-05-31,223.87,639.8,982.83,686.1,775.85
2021-06-01,316.29,902.71,1387.68,784.12,781.03
2021-06-02,344.9,1012.69,1541.59,778.2,786.22
2021-06-03,277.23,598.58,1023.35,639.62,791.4
2021-06-04,496.97,862.18,1624.18,478.41,796.58
2021-06-05,369.08,729.57,1295.37,440.71,801.76
2021-06-06,246.62,511.0,889.27,348.81,806.94
2021-06-07,300.94,584.43,1046.07,373.84,812.13
2021-06-08,362.25,639.37,1194.96,428.29,817.31
2021-06-09,619.33,609.48,1558.8,424.93,822.49
2021-06-10,1097.9,494.19,2177.92,355.04,827.67
2021-06-11,338.6,569.15,1088.4,341.59,832.85
2021-06-12,331.95,751.55,1260.45,431.96,838.03
2021-06-13,295.07,761.76,1214.21,593.56,843.22
2021-06-14,337.64,779.74,1297.34,540.72,848.4
2021-06-15,392.45,751.39,1353.06,478.36,853.58
2021-06-16,349.6,742.33,1278.5,393.03,858.76
2021-06-17,520.66,919.86,1718.0,325.51,863.94
2021-06-18,517.56,836.07,1629.75,199.05,800.71
2021-06-19,434.68,736.25,1402.67,317.07,744.0
2021-06-20,395.81,637.4,1244.4,277.15,744.0
2021-06-21,421.41,682.34,1328.46,287.61,744.0
2021-06-22,468.24,719.93,1438.01,428.99,744.0
2021-06-23,540.4,910.5,1739.14,455.63,744.0
2021-06-24,485.36,828.71,1573.17,546.53,744.0
2021-06-25,389.53,655.92,1253.18,366.62,744.0
2021-06-26,276.62,548.8,972.89,433.1,744.0
2021-06-27,236.76,575.62,938.88,626.59,744.0
2021-06-28,496.26,822.98,1583.63,477.97,744.0
2021-06-29,472.48,742.52,1466.93,471.66,744.0
2021-06-30,8.96,20.14,33.92,18.32,31.0
