MeasurementDateGMT, PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3)
2020-04-26,421.51,257.4,38.58,334.28,393.15,1493.15
2020-04-27,588.56,391.3,118.32,502.4,683.75,1492.25
2020-04-28,288.86,114.6,103.58,446.88,605.7,1491.35
2020-04-29,366.86,155.3,75.57,265.86,381.65,1547.74
2020-04-30,309.2,99.6,63.82,216.42,313.95,1481.1
2020-05-01,308.81,105.8,80.57,234.48,357.9,1630.2
2020-05-02,271.23,80.4,53.42,266.8,348.58,1727.4
2020-05-03,316.7,134.9,29.53,277.23,322.5,1512.2
2020-05-04,412.89,196.3,56.05,319.92,405.82,1911.0
2020-05-05,332.35,120.5,41.51,239.67,303.42,1928.5
2020-05-06,453.84,221.7,76.62,414.05,531.3,1956.8
2020-05-07,558.12,257.4,113.2,520.95,694.38,2000.3
2020-05-08,477.71,233.5,47.92,438.68,512.08,2098.1
2020-05-09,764.49,526.27,67.17,619.22,722.13,2167.8
2020-05-10,586.1,376.64,29.47,280.44,325.6,1983.8
2020-05-11,412.64,133.99,33.52,152.09,203.5,1510.8
2020-05-12,358.5,121.9,52.05,267.38,347.19,1557.3
2020-05-13,350.95,118.8,44.81,197.25,265.93,1674.5
2020-05-14,310.14,89.3,56.92,217.04,304.27,1307.43
2020-05-15,373.02,183.1,72.64,302.87,414.18,1326.28
2020-05-16,311.6,143.5,63.58,260.52,357.88,1345.12
2020-05-17,328.11,141.2,68.47,231.03,335.89,1363.97
2020-05-18,387.71,127.5,72.78,229.71,341.17,1382.81
2020-05-19,340.55,104.2,83.27,249.96,377.58,1401.66
2020-05-20,372.87,122.2,100.75,306.63,460.91,1420.5
2020-05-21,521.62,136.8,105.42,334.17,495.37,1439.35
2020-05-22,680.81,261.3,101.09,266.53,421.18,1458.19
2020-05-23,567.89,214.4,105.15,258.16,419.09,1477.04
2020-05-24,452.54,208.0,113.99,289.49,464.05,1495.88
2020-05-25,441.5,207.4,128.28,328.14,524.53,1514.73
2020-05-26,423.39,147.6,145.02,379.95,601.96,1533.57
2020-05-27,429.87,155.2,152.76,439.35,673.22,1552.42
2020-05-28,398.21,133.3,150.8,364.81,595.68,1571.26
2020-05-29,412.45,109.85,161.14,406.44,653.13,1590.11
2020-05-30,424.33,196.6,159.1,386.69,630.17,1608.95
2020-05-31,387.94,140.8,164.79,382.5,634.77,1627.8
2020-06-01,408.53,121.4,180.58,419.25,695.73,1646.64
2020-06-02,395.37,141.2,201.87,458.43,767.84,1665.49
2020-06-03,457.45,240.2,203.49,493.11,804.72,1684.33
2020-06-04,288.89,108.9,197.43,418.99,721.3,1703.18
2020-06-05,231.61,75.6,196.87,411.23,712.7,1644.52
2020-06-06,270.25,94.0,207.01,436.83,753.69,1083.9
2020-06-07,249.79,96.7,217.02,454.43,786.88,991.6
2020-06-08,322.08,148.7,231.54,469.84,824.23,1302.8
2020-06-09,346.31,188.0,242.1,516.99,887.69,1500.7
2020-06-10,332.9,196.1,249.77,509.27,891.7,1296.8
2020-06-11,373.86,262.3,245.98,516.63,893.31,1357.7
2020-06-12,454.72,416.1,257.79,558.81,953.44,1302.1
2020-06-13,320.96,109.6,257.36,546.81,940.85,1329.5
2020-06-14,342.27,109.8,262.65,536.52,938.45,1350.3
2020-06-15,320.59,110.1,280.44,567.32,996.64,1181.1
2020-06-16,322.21,123.3,284.43,558.9,994.34,1405.6
2020-06-17,358.42,149.4,230.24,602.69,955.33,1162.1
2020-06-18,306.46,110.7,113.83,351.9,526.69,1453.7
2020-06-19,315.69,112.9,120.77,243.97,429.05,1366.5
2020-06-20,320.68,102.6,81.45,213.99,339.45,1165.3
2020-06-21,332.45,122.6,51.99,175.29,255.19,1186.0
2020-06-22,404.08,174.1,125.48,257.27,449.78,1241.4
2020-06-23,465.28,186.2,76.24,307.61,424.78,1563.7
2020-06-24,630.6,295.2,116.7,641.51,820.49,2473.1
2020-06-25,633.35,264.6,99.21,644.76,797.14,2651.9
2020-06-26,478.06,239.5,83.18,418.9,546.76,2065.4
2020-06-27,260.34,115.6,67.15,146.86,250.07,1209.2
2020-06-28,244.61,101.4,62.51,149.06,245.27,1303.5
2020-06-29,320.7,123.3,100.5,182.3,336.51,1323.3
2020-06-30,237.45,77.9,168.24,244.83,502.95,926.7
2020-07-01,202.74,67.8,143.75,236.8,457.35,928.95
2020-07-02,221.91,77.0,152.73,300.55,535.09,950.8
2020-07-03,307.1,117.0,121.77,219.62,406.81,1106.9
2020-07-04,176.64,82.0,78.28,156.52,276.25,767.3
2020-07-05,281.82,117.3,54.46,121.77,205.97,1042.8
2020-07-06,296.75,130.7,124.6,265.89,456.54,1157.5
2020-07-07,335.28,126.9,176.44,412.67,683.38,998.1
2020-07-08,164.09,83.8,195.49,269.61,569.31,491.9
2020-07-09,166.02,82.5,172.2,224.52,488.7,479.7
2020-07-10,192.11,58.9,133.43,290.05,494.52,1153.2
2020-07-11,278.89,96.7,147.3,399.98,625.75,1084.0
2020-07-12,335.52,153.1,184.9,469.72,753.15,1373.1
2020-07-13,309.94,77.1,127.02,341.75,536.38,1373.6
2020-07-14,236.64,93.6,188.08,325.68,614.1,1090.6
2020-07-15,246.34,80.5,158.83,345.85,589.32,935.5
2020-07-16,226.28,69.8,169.4,335.05,594.9,955.7
2020-07-17,398.89,122.4,183.63,407.65,688.88,942.7
2020-07-18,287.66,103.1,92.02,227.9,368.68,963.2
2020-07-19,197.71,74.4,116.95,306.7,486.05,1068.0
2020-07-20,311.59,103.3,200.2,403.2,709.9,1281.6
2020-07-21,344.99,110.3,204.62,522.2,836.35,1331.8
2020-07-22,417.7,119.1,110.41,358.0,527.43,1926.25
2020-07-23,422.6,121.4,126.95,364.96,559.76,1666.0
2020-07-24,289.58,98.9,141.88,275.9,493.58,1073.7
2020-07-25,213.15,86.4,90.28,212.88,351.38,811.4
2020-07-26,288.81,106.7,72.22,168.62,279.42,787.4
2020-07-27,321.44,118.7,78.23,191.8,311.5,876.4
2020-07-28,269.5,77.7,124.65,272.8,464.35,1076.6
2020-07-29,328.04,87.2,193.6,410.8,707.82,1205.7
2020-07-30,335.74,93.9,108.5,451.88,618.38,1413.4
2020-07-31,701.34,209.4,114.63,657.3,832.75,2088.8
2020-08-01,275.09,101.4,79.6,209.62,331.8,1119.3
2020-08-02,262.45,79.7,64.85,204.82,304.58,1191.0
2020-08-03,299.4,67.8,140.73,347.22,563.2,1243.5
2020-08-04,361.09,100.8,168.68,413.49,672.22,1249.1
2020-08-05,343.49,75.0,96.4,223.88,371.65,1420.8
2020-08-06,225.42,75.4,56.5,229.85,316.68,1042.3
2020-08-07,380.97,147.49,86.92,515.62,648.75,1464.3
2020-08-08,426.72,148.05,45.42,409.08,478.95,1837.7
2020-08-09,399.63,140.85,26.0,206.92,246.9,2634.6
2020-08-10,431.38,133.65,45.53,345.7,415.65,2456.7
2020-08-11,512.29,126.45,45.38,526.95,596.45,2563.1
2020-08-12,570.41,119.25,36.28,468.75,524.65,2994.6
2020-08-13,404.36,112.05,36.6,284.38,340.62,2358.5
2020-08-14,285.46,104.85,38.17,237.58,296.23,1553.5
2020-08-15,305.91,97.65,46.6,262.5,334.05,1011.6
2020-08-16,350.47,90.45,32.55,242.88,292.83,1353.1
2020-08-17,228.53,71.76,45.28,231.28,300.75,1464.6
2020-08-18,207.2,78.6,43.53,186.88,253.65,1131.5
2020-08-19,222.4,81.6,68.95,260.05,365.68,645.0
2020-08-20,333.06,190.0,49.48,220.48,296.3,1280.5
2020-08-21,333.61,200.5,28.2,134.82,178.2,1534.7
2020-08-22,253.17,130.1,25.92,138.43,178.1,1527.8
2020-08-23,223.57,98.9,25.25,136.88,175.8,1307.1
2020-08-24,222.62,80.9,41.0,188.6,251.48,1095.3
2020-08-25,232.47,130.88,34.58,145.3,198.4,1197.2
2020-08-26,230.39,217.78,30.8,176.25,223.45,1257.7
2020-08-27,284.22,214.24,63.28,264.5,361.58,778.8
2020-08-28,228.17,210.7,44.08,187.63,255.15,1022.5
2020-08-29,234.21,207.16,31.55,157.5,205.75,1212.3
2020-08-30,259.35,203.63,30.08,164.65,210.75,1442.7
2020-08-31,249.7,200.09,80.03,303.02,425.68,896.9
2020-09-01,303.98,196.55,180.38,435.48,712.15,941.7
2020-09-02,285.9,193.01,60.12,273.7,365.85,1307.0
2020-09-03,239.45,189.47,33.0,166.12,216.78,1095.1
2020-09-04,281.52,185.94,39.25,182.98,243.08,1085.9
2020-09-05,253.29,182.4,41.08,219.8,282.75,863.4
2020-09-06,251.98,178.86,43.65,224.8,291.75,796.3
2020-09-07,244.48,175.32,68.28,210.95,315.62,719.8
2020-09-08,224.41,171.78,37.1,164.25,221.0,840.2
2020-09-09,221.12,168.24,39.95,213.02,274.18,844.0
2020-09-10,270.48,164.71,54.65,298.4,382.2,1163.4
2020-09-11,268.22,161.17,138.4,388.54,600.69,343.26
2020-09-12,258.77,157.63,101.3,276.01,431.48,1140.83
2020-09-13,269.57,154.09,69.92,238.6,346.08,1939.85
2020-09-14,385.71,150.55,107.69,418.6,583.91,2233.57
2020-09-15,521.84,147.02,104.25,629.65,789.65,1189.4
2020-09-16,392.02,143.48,34.25,270.95,323.45,1879.8
2020-09-17,338.0,139.94,39.3,212.92,273.15,1433.5
2020-09-18,333.85,136.4,47.72,265.62,338.75,1386.9
2020-09-19,343.5,132.86,35.92,228.15,283.18,1631.1
2020-09-20,341.62,129.33,28.58,221.82,265.6,1697.5
2020-09-21,378.59,125.79,100.35,496.3,650.15,1102.2
2020-09-22,346.24,122.25,68.07,321.38,425.88,1505.6
2020-09-23,240.65,118.71,37.53,203.0,260.53,1476.6
2020-09-24,218.07,115.17,61.82,257.3,352.18,1028.0
2020-09-25,220.26,111.64,37.5,206.82,264.45,1087.8
2020-09-26,226.7,108.1,30.72,173.78,220.98,1191.5
2020-09-27,227.25,104.56,27.68,165.65,208.03,1328.4
2020-09-28,270.84,139.61,82.42,294.55,420.92,946.7
2020-09-29,249.37,201.6,100.38,320.77,474.68,657.9
2020-09-30,244.7,122.05,77.6,255.7,374.65,1120.1
2020-10-01,219.76,90.1,69.03,278.52,384.25,991.6
2020-10-02,212.46,109.3,44.1,339.52,407.15,862.2
2020-10-03,205.34,95.9,55.9,266.25,351.98,1074.5
2020-10-04,159.11,47.95,34.1,185.18,237.58,1186.7
2020-10-05,214.94,112.2,44.5,229.08,297.28,948.3
2020-10-06,227.77,143.0,37.08,187.15,243.98,1054.6
2020-10-07,223.07,100.6,56.12,247.68,333.72,979.2
2020-10-08,195.82,89.3,55.02,232.68,317.05,893.9
2020-10-09,220.65,104.9,115.47,347.45,524.48,556.2
2020-10-10,193.56,76.0,47.25,256.8,329.35,875.0
2020-10-11,205.6,102.0,81.68,272.25,397.42,690.7
2020-10-12,231.71,128.4,133.1,345.6,549.7,532.8
2020-10-13,223.42,122.8,85.18,333.82,464.35,592.1
2020-10-14,254.19,149.6,65.82,320.75,421.6,957.2
2020-10-15,215.51,98.1,58.0,294.88,383.8,1024.7
2020-10-16,243.59,138.4,82.1,389.95,515.9,858.3
2020-10-17,238.86,186.1,58.5,325.52,415.22,1010.1
2020-10-18,309.9,267.8,158.8,405.78,649.28,390.3
2020-10-19,312.91,236.2,84.3,333.98,463.22,970.3
2020-10-20,333.15,247.2,50.68,229.18,306.98,1116.1
2020-10-21,224.26,108.3,68.9,315.38,420.88,831.2
2020-10-22,247.17,111.2,72.95,283.51,395.51,1077.9
2020-10-23,228.85,100.3,60.05,256.95,349.05,1010.5
2020-10-24,231.35,92.9,35.72,173.93,228.78,1382.5
2020-10-25,199.57,80.0,42.82,213.12,278.8,1161.3
2020-10-26,238.4,126.5,47.85,251.42,324.85,1025.8
2020-10-27,227.45,112.9,63.03,234.05,330.65,1055.9
2020-10-28,245.94,133.4,46.2,198.15,268.95,1314.1
2020-10-29,247.27,136.0,51.58,195.88,275.1,1306.6
2020-10-30,206.81,83.2,36.48,176.55,232.48,1467.0
2020-10-31,263.11,167.3,34.52,172.6,225.58,1344.3
2020-11-01,272.61,153.7,26.02,136.1,176.08,1286.2
2020-11-02,213.45,116.1,30.85,146.28,193.65,1385.9
2020-11-03,233.85,129.0,42.75,288.15,353.75,1148.9
2020-11-04,340.45,282.5,623.68,512.36,1468.59,318.7
2020-11-05,640.61,831.6,1074.98,535.83,2184.02,80.5
2020-11-06,710.33,1232.4,678.02,619.05,1658.57,199.7
2020-11-07,524.29,740.6,438.48,559.2,1231.53,85.6
2020-11-08,557.36,884.0,357.28,431.35,979.05,86.1
2020-11-09,291.54,242.7,224.78,407.45,752.0,265.3
2020-11-10,258.76,146.9,167.6,354.42,611.45,614.4
2020-11-11,252.5,122.3,100.02,258.58,411.75,914.0
2020-11-12,253.16,132.6,46.1,212.73,283.5,1471.6
2020-11-13,261.8,155.4,84.32,315.75,444.98,1217.3
2020-11-14,282.26,190.5,36.13,191.22,246.52,1375.5
2020-11-15,214.35,97.3,25.82,149.48,189.08,1620.9
2020-11-16,237.17,132.5,34.5,193.7,246.8,1419.8
2020-11-17,245.37,128.8,34.28,183.38,235.75,1586.5
2020-11-18,277.95,165.8,43.01,198.42,264.26,1360.85
2020-11-19,221.87,130.3,58.15,327.05,416.15,1065.7
2020-11-20,240.25,161.6,119.58,365.15,548.53,758.1
2020-11-21,212.61,102.7,28.08,171.65,214.63,1553.4
2020-11-22,232.89,165.9,95.45,347.22,493.65,840.0
2020-11-23,298.95,241.0,368.68,490.48,1056.07,341.5
2020-11-24,241.15,150.6,64.95,258.02,357.83,1170.5
2020-11-25,290.0,271.9,75.55,349.12,465.0,834.6
2020-11-26,351.19,363.4,323.2,616.55,1112.2,336.3
2020-11-27,435.29,585.8,946.7,655.58,2107.28,52.7
2020-11-28,553.44,897.6,189.1,612.18,902.05,72.8
2020-11-29,437.2,678.9,93.02,555.8,698.42,282.0
2020-11-30,295.68,296.6,66.22,327.6,429.1,443.2
2020-12-01,278.42,169.4,127.4,450.78,645.85,727.6
2020-12-02,345.06,337.8,227.2,573.67,922.0,122.7
2020-12-03,228.22,143.6,126.0,437.5,630.5,674.5
2020-12-04,225.46,171.8,72.12,339.28,449.65,748.7
2020-12-05,223.42,161.7,50.2,364.8,441.75,908.7
2020-12-06,279.57,387.5,77.62,435.22,554.17,477.6
2020-12-07,342.17,418.7,314.18,617.33,1098.9,108.8
2020-12-08,328.26,411.9,400.4,538.6,1152.53,78.1
2020-12-09,287.19,204.7,115.75,457.83,635.17,405.5
2020-12-10,287.14,200.3,67.62,328.62,432.4,704.4
2020-12-11,262.29,150.0,240.4,492.63,861.08,536.8
2020-12-12,248.81,188.8,43.38,335.55,401.93,644.9
2020-12-13,209.27,106.1,40.38,248.05,309.92,937.8
2020-12-14,253.11,143.2,57.92,239.72,328.5,1486.9
2020-12-15,255.55,124.9,93.48,348.12,491.33,1108.7
2020-12-16,247.59,137.3,73.78,315.05,428.06,1069.8
2020-12-17,250.02,123.7,60.02,233.08,325.05,1166.3
2020-12-18,228.6,121.2,45.52,176.85,246.68,1236.9
2020-12-19,258.09,157.4,42.87,188.2,253.9,1371.3
2020-12-20,234.54,113.5,52.32,214.65,294.75,1376.4
2020-12-21,186.02,50.6,36.25,181.9,237.48,1157.1
2020-12-22,236.16,123.8,173.22,400.4,666.02,716.5
2020-12-23,198.2,71.0,72.88,247.73,359.55,1114.3
2020-12-24,177.16,89.5,40.77,180.4,242.8,1350.7
2020-12-25,255.22,173.9,30.12,233.75,279.88,1114.7
2020-12-26,201.95,79.1,27.3,141.98,183.75,1433.7
2020-12-27,226.89,126.8,51.0,200.55,278.8,1455.5
2020-12-28,251.57,261.6,80.45,378.98,502.27,568.9
2020-12-29,258.96,308.6,51.42,259.48,338.18,973.1
2020-12-30,336.87,399.5,349.08,445.12,980.42,372.9
2020-12-31,332.21,521.9,197.75,351.38,654.63,586.7
2021-01-01,397.07,581.2,79.95,326.95,449.42,471.4
2021-01-02,218.11,211.0,77.0,310.5,428.35,671.0
2021-01-03,213.09,210.6,45.08,239.82,308.88,753.3
2021-01-04,201.82,103.8,42.48,213.3,278.38,1055.0
2021-01-05,206.16,102.9,53.02,224.72,305.88,871.7
2021-01-06,220.65,163.6,75.4,314.42,429.98,590.4
2021-01-07,359.84,443.4,120.45,457.53,642.23,359.4
2021-01-08,388.86,614.0,228.88,505.9,856.82,154.0
2021-01-09,355.19,454.1,265.25,507.67,914.5,360.7
2021-01-10,332.34,419.0,59.78,344.72,436.28,538.6
2021-01-11,237.47,148.7,32.22,193.58,243.08,1323.1
2021-01-12,210.12,129.0,116.48,371.57,550.25,1071.1
2021-01-13,302.75,228.8,213.0,432.35,758.85,519.8
2021-01-14,183.29,98.0,76.7,456.22,573.88,678.5
2021-01-15,349.49,414.3,407.65,512.55,1137.6,338.4
2021-01-16,238.21,169.1,58.12,239.71,328.89,1017.55
2021-01-17,276.99,199.1,47.71,227.71,300.85,1138.81
2021-01-18,237.23,138.3,47.16,218.47,290.8,1170.33
2021-01-19,192.86,67.8,26.6,131.64,172.39,1201.86
2021-01-20,229.34,133.5,33.7,144.62,196.25,1233.38
2021-01-21,225.67,105.0,52.3,244.55,324.64,1264.91
2021-01-22,229.24,135.8,100.89,324.3,479.06,1198.62
2021-01-23,252.45,224.1,143.88,390.8,611.45,750.5
2021-01-24,253.04,242.9,64.62,461.2,560.25,616.0
2021-01-25,299.85,237.0,100.42,459.25,613.3,762.2
2021-01-26,238.4,160.5,302.3,405.95,869.35,766.0
2021-01-27,263.89,209.0,159.27,430.8,674.78,465.6
2021-01-28,221.47,97.0,39.9,210.37,271.45,1030.7
2021-01-29,251.17,133.0,46.12,233.52,304.25,1293.2
2021-01-30,209.82,140.0,33.62,275.18,326.75,819.7
2021-01-31,262.99,242.0,46.35,336.38,407.45,691.3
2021-02-01,289.14,360.0,86.62,367.82,500.75,447.7
2021-02-02,315.71,233.0,72.12,244.12,354.78,1188.3
2021-02-03,291.3,156.0,76.97,323.78,441.7,1233.1
2021-02-04,236.35,122.0,107.35,390.88,555.5,833.7
2021-02-05,207.67,95.0,67.35,266.55,369.78,1270.6
2021-02-06,245.65,217.0,91.3,352.52,492.5,590.8
2021-02-07,264.4,212.0,24.95,145.85,184.03,1531.8
2021-02-08,217.15,155.0,40.83,239.62,302.18,1390.8
2021-02-09,219.67,139.0,43.45,287.95,354.62,1368.6
2021-02-10,208.22,141.0,56.75,325.8,412.43,1321.4
2021-02-11,310.56,318.0,47.6,352.65,425.83,1150.4
2021-02-12,347.24,334.0,37.05,277.05,334.0,1264.75
2021-02-13,343.34,282.0,33.5,211.75,263.18,1333.3
2021-02-14,351.96,300.0,30.92,192.02,239.63,1408.4
2021-02-15,255.4,183.0,51.42,212.48,291.3,1236.9
2021-02-16,285.14,180.0,44.42,191.95,260.15,1375.9
2021-02-17,269.64,159.0,37.89,145.41,203.44,1600.9
2021-02-18,224.07,119.0,38.72,154.88,214.38,1571.3
2021-02-19,255.68,152.0,42.68,162.36,227.73,1675.45
2021-02-20,463.11,363.0,38.0,137.85,196.13,1707.6
2021-02-21,362.41,313.0,78.97,279.02,400.15,1775.7
2021-02-22,390.58,455.0,152.92,494.1,728.8,1110.2
2021-02-23,275.46,157.0,40.58,164.72,227.05,1705.8
2021-02-24,318.42,183.0,43.45,165.01,231.68,1596.45
2021-02-25,300.25,169.0,84.43,333.98,463.22,1239.8
2021-02-26,362.56,292.0,316.52,521.2,1006.72,602.3
2021-02-27,433.35,504.0,348.15,515.97,1049.73,692.4
2021-02-28,368.81,483.0,58.15,359.68,448.67,993.5
2021-03-01,505.74,782.0,76.5,357.98,475.4,798.1
2021-03-02,631.99,992.0,209.52,451.25,772.53,366.5
2021-03-03,674.98,1062.0,410.0,624.4,1253.2,36.5
2021-03-04,313.72,318.0,78.28,317.65,437.58,991.0
2021-03-05,258.19,109.0,51.59,224.94,304.2,1601.7
2021-03-06,240.95,149.0,38.83,305.45,365.13,1357.2
2021-03-07,393.66,575.0,124.45,415.7,606.55,1068.9
2021-03-08,542.87,776.0,118.68,527.48,709.6,598.6
2021-03-09,394.04,399.0,87.95,344.67,479.68,1105.0
2021-03-10,348.2,283.0,58.42,168.25,257.7,1632.4
2021-03-11,263.22,151.0,31.65,121.22,169.63,1709.1
2021-03-12,244.2,111.0,37.15,143.33,200.28,1743.0
2021-03-13,209.13,85.0,34.58,141.43,194.32,1737.6
2021-03-14,217.47,101.0,33.03,142.07,192.75,1601.0
2021-03-15,273.5,184.0,63.23,263.08,360.2,1706.5
2021-03-16,296.54,180.0,60.4,260.38,353.05,1222.0
2021-03-17,388.84,284.0,61.0,270.77,364.3,1261.4
2021-03-18,343.0,255.0,67.95,318.8,423.09,1006.3
2021-03-19,255.11,73.0,48.22,207.42,281.45,1541.5
2021-03-20,283.65,233.0,64.62,312.78,411.68,1028.7
2021-03-21,273.64,184.0,75.75,235.62,352.05,1333.4
2021-03-22,389.55,388.0,91.75,396.28,537.08,955.5
2021-03-23,403.98,407.0,67.68,297.1,400.88,1132.1
2021-03-24,403.34,394.0,67.4,244.22,347.62,1301.7
2021-03-25,337.53,143.0,51.6,192.95,272.23,1483.6
2021-03-26,329.45,105.0,43.3,160.98,227.35,1769.9
2021-03-27,339.33,125.0,34.22,126.02,178.35,1781.1
2021-03-28,374.23,191.0,31.83,113.28,162.13,1972.8
2021-03-29,386.2,218.86,52.12,203.75,283.68,1764.9
2021-03-30,469.12,455.72,270.2,570.65,984.85,1006.2
2021-03-31,566.64,519.42,308.0,675.8,1148.08,705.1
2021-04-01,450.09,492.0,75.65,243.9,359.8,1296.4
2021-04-02,260.19,134.0,31.9,140.28,189.38,1824.1
2021-04-03,367.75,235.0,32.05,156.6,205.83,1900.8
2021-04-04,410.36,318.0,32.3,196.15,245.58,1762.3
2021-04-05,265.36,153.0,33.0,143.75,194.28,1624.5
2021-04-06,229.87,82.0,49.48,192.75,268.7,1436.8
2021-04-07,246.24,164.0,50.22,249.0,326.12,1332.4
2021-04-08,257.53,126.0,40.22,196.77,258.6,1501.5
2021-04-09,247.86,130.0,40.85,197.35,260.0,1532.8
2021-04-10,251.4,154.0,30.8,194.0,241.28,1644.5
2021-04-11,250.78,116.0,38.08,248.82,307.32,1434.2
2021-04-12,268.13,166.0,99.22,386.17,538.4,1050.7
2021-04-13,338.59,272.0,213.52,512.05,839.22,823.2
2021-04-14,336.36,274.0,178.47,390.82,664.35,1197.6
2021-04-15,267.88,102.0,79.32,280.05,401.72,1594.7
2021-04-16,279.66,176.0,79.92,345.35,468.1,1426.1
2021-04-17,252.56,160.0,63.95,315.05,413.05,1494.5
2021-04-18,286.27,203.0,80.78,359.9,483.78,1358.0
2021-04-19,465.62,469.0,120.07,454.5,638.57,1161.9
2021-04-20,592.94,700.0,130.0,520.1,719.42,1202.3
2021-04-21,617.85,886.0,65.96,354.39,455.79,1358.7
2021-04-22,372.54,189.0,54.73,249.88,333.99,1592.2
2021-04-23,343.51,203.0,57.09,333.49,421.21,1274.4
2021-04-24,335.04,246.0,51.75,285.8,365.28,1603.4
2021-04-25,268.5,151.0,42.63,200.54,265.93,1832.8
2021-04-26,285.88,134.0,42.89,204.55,270.27,1923.0
2021-04-27,382.67,281.0,52.82,294.21,375.25,1504.3
2021-04-28,439.15,442.0,41.8,250.82,314.89,1708.9
2021-04-29,263.71,162.0,43.16,226.42,292.55,1828.2
2021-04-30,307.32,217.0,49.55,277.9,353.15,1640.5
2021-05-01,301.12,257.0,43.3,279.25,345.68,1520.9
2021-05-02,338.57,345.0,62.0,354.33,449.45,1291.2
2021-05-03,324.02,156.0,31.55,152.2,200.52,1898.8
2021-05-04,215.33,53.0,28.8,137.33,181.33,1783.3
2021-05-05,204.32,63.0,45.28,207.98,277.4,1351.3
2021-05-06,218.64,84.0,58.65,234.0,323.85,1124.7
2021-05-07,248.32,109.0,44.35,209.62,277.68,1602.4
2021-05-08,241.19,119.0,34.42,159.1,211.82,1314.2
2021-05-09,217.95,79.0,39.17,163.1,223.1,1192.9
2021-05-10,251.94,114.0,43.48,171.48,238.1,1614.8
2021-05-11,255.76,93.0,58.8,250.62,340.58,1514.2
2021-05-12,270.35,124.0,37.65,170.98,228.6,1853.8
2021-05-13,264.39,124.0,48.5,370.25,444.6,1206.5
2021-05-14,278.57,218.0,44.85,270.05,338.78,1584.4
2021-05-15,250.15,138.0,44.3,205.7,273.58,1549.2
2021-05-16,226.52,100.0,40.95,187.35,250.08,1257.5
2021-05-17,218.41,110.0,44.05,217.95,285.45,1216.1
2021-05-18,227.02,97.0,51.75,209.88,289.1,1103.8
2021-05-19,196.16,54.0,43.02,217.05,283.03,1358.2
2021-05-20,297.45,143.0,59.18,198.55,289.23,1245.3
2021-05-21,277.04,159.0,30.72,125.58,172.5,1648.8
2021-05-22,187.35,59.0,34.75,180.92,234.18,1324.8
2021-05-23,222.31,78.0,35.12,142.72,196.32,1668.9
2021-05-24,211.75,61.0,47.42,190.25,262.92,1686.7
2021-05-25,223.92,73.0,37.67,179.75,237.5,1312.9
2021-05-26,201.04,99.0,42.28,243.37,308.08,1156.85
2021-05-27,317.25,135.0,65.0,328.12,427.7,1257.4
2021-05-28,359.88,256.0,53.37,447.35,529.15,1233.6
2021-05-29,365.84,288.0,34.38,350.8,403.35,1516.9
2021-05-30,372.8,361.0,26.55,186.95,227.5,1774.4
2021-05-31,373.41,380.0,32.15,235.58,284.78,1789.1
2021-06-01,395.35,304.0,55.6,361.32,446.48,2009.1
2021-06-02,420.51,280.0,55.8,422.8,508.3,2084.3
2021-06-03,355.16,302.0,23.48,148.45,184.38,1758.25
2021-06-04,260.62,191.0,58.75,261.8,351.75,860.1
2021-06-05,288.01,202.0,41.3,219.25,282.6,1200.5
2021-06-06,249.16,124.0,31.2,169.5,217.3,1065.3
2021-06-07,243.36,105.0,38.83,169.65,229.15,1149.4
2021-06-08,273.91,134.0,41.25,181.15,244.38,1289.1
2021-06-09,265.81,126.0,27.83,152.28,195.1,1411.1
2021-06-10,237.91,114.0,30.45,132.65,179.6,751.9
2021-06-11,239.3,91.0,22.75,126.12,161.0,832.8
2021-06-12,274.24,149.0,28.62,175.25,219.1,1357.7
2021-06-13,341.44,223.0,32.85,252.28,302.58,1551.5
2021-06-14,315.14,161.0,27.95,188.08,230.85,1527.0
2021-06-15,360.46,178.0,36.67,218.05,274.35,1663.9
2021-06-16,350.9,217.0,31.75,204.45,253.28,1670.1
2021-06-17,313.97,266.0,41.15,231.38,294.58,953.3
2021-06-18,185.21,46.0,41.1,218.08,281.33,1050.4
2021-06-19,219.02,103.0,36.42,172.15,228.13,1092.9
2021-06-20,222.85,146.0,32.05,164.82,213.98,1003.9
2021-06-21,233.09,139.0,33.33,199.98,251.1,1297.3
2021-06-22,272.61,139.0,36.95,165.02,221.53,1249.7
2021-06-23,289.17,173.0,51.98,254.82,334.6,1227.7
2021-06-24,321.94,247.0,49.25,241.23,316.78,837.5
2021-06-25,245.56,97.0,38.17,179.25,237.73,1157.9
2021-06-26,259.36,160.0,37.92,188.75,246.83,1171.0
2021-06-27,381.36,422.0,26.7,194.75,235.75,1442.9
2021-06-28,280.46,210.0,49.8,268.55,344.85,959.5
2021-06-29,300.99,256.0,48.12,217.0,290.88,908.5
2021-06-30,10.79,9.0,1.1,8.35,10.02,36.1
