MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3)
2019-05-09,1414.75,1482.15,3651.23,576.33
2019-05-10,1200.31,1402.62,3242.89,617.24
2019-05-11,215.12,831.35,1161.24,441.86
2019-05-12,326.9,868.81,1370.02,355.2
2019-05-13,320.42,982.46,1473.52,458.66
2019-05-14,251.89,793.64,1180.01,531.76
2019-05-15,345.98,1084.47,1614.89,806.5
2019-05-16,241.95,760.26,1131.5,724.74
2019-05-17,230.46,748.36,1101.9,619.58
2019-05-18,552.53,1163.21,2010.44,658.65
2019-05-19,404.47,1019.02,1639.16,608.03
2019-05-20,532.19,1110.58,1926.79,682.47
2019-05-21,552.99,1021.68,1869.51,561.77
2019-05-22,702.99,1231.16,2309.1,608.62
2019-05-23,960.82,1389.96,2863.34,669.52
2019-05-24,815.18,1161.61,2411.54,704.75
2019-05-25,465.05,763.95,1476.89,381.65
2019-05-26,353.15,506.2,1047.46,318.7
2019-05-27,395.71,550.41,1157.29,355.48
2019-05-28,692.16,873.95,1935.19,378.03
2019-05-29,991.76,989.9,2510.69,536.17
2019-05-30,628.11,621.71,1584.72,557.84
2019-05-31,881.66,761.24,2112.8,497.21
2019-06-01,715.41,909.92,2006.56,459.06
2019-06-02,293.02,575.55,1024.89,436.17
2019-06-03,659.08,781.88,1792.26,636.2
2019-06-04,668.34,1098.73,2123.43,611.86
2019-06-05,835.03,968.76,2249.15,534.33
2019-06-06,1008.09,1095.32,2640.78,581.21
2019-06-07,539.4,1054.21,1881.05,474.24
2019-06-08,343.54,482.51,1009.25,332.32
2019-06-09,533.18,828.31,1645.56,397.22
2019-06-10,381.78,903.71,1489.22,296.25
2019-06-11,645.65,731.16,1721.28,370.35
2019-06-12,517.47,979.79,1773.36,339.31
2019-06-13,985.69,1020.86,2531.85,363.87
2019-06-14,912.66,905.55,2304.69,443.46
2019-06-15,633.41,837.84,1808.95,396.89
2019-06-16,400.6,563.2,1177.68,325.41
2019-06-17,732.65,834.78,1958.0,561.82
2019-06-18,954.46,1393.44,2856.88,641.7
2019-06-19,893.65,1231.0,2601.04,686.42
2019-06-20,823.76,925.7,2188.74,509.27
2019-06-21,885.85,1054.85,2412.98,576.09
2019-06-22,547.54,953.41,1793.14,702.29
2019-06-23,138.36,760.74,972.9,704.24
2019-06-24,966.25,1422.39,2903.96,997.03
2019-06-25,416.11,950.4,1588.43,693.04
2019-06-26,206.28,493.71,809.99,455.61
2019-06-27,202.51,440.25,750.79,467.74
2019-06-28,296.12,648.0,1102.01,660.86
