MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3), PM10 Particulate (ug/m3)
2019-04-10,355.5,737.3,1282.5,1513.7,459.6
2019-04-11,494.4,1059.5,1817.6,1324.5,448.0
2019-04-12,515.8,1124.5,1915.2,1232.3,436.7
2019-04-13,436.5,997.4,1666.7,1324.2,403.6
2019-04-14,275.3,914.9,1337.1,1381.0,508.3
2019-04-15,452.0,1256.7,1949.7,940.4,966.2
2019-04-16,823.8,1755.9,3019.7,487.4,1233.2
2019-04-17,494.0,1469.8,2227.4,833.7,1305.3
2019-04-18,577.7,1497.8,2383.45,1018.0,1194.5
2019-04-19,298.8,1509.9,1968.2,1250.8,926.9
2019-04-20,206.9,1272.6,1589.4,1629.35,915.1
2019-04-21,185.7,1286.0,1570.5,1855.3,972.8
2019-04-22,249.95,1706.55,2089.85,1605.6,1356.3
2019-04-23,570.9,1640.55,2515.35,977.6,1027.65
2019-04-24,548.3,1379.6,2220.5,1053.5,955.52
2019-04-25,313.6,896.8,1377.6,1396.9,941.14
2019-04-26,427.0,991.8,1646.4,1268.5,926.77
2019-04-27,546.4,1075.4,1913.0,1139.4,912.39
2019-04-28,452.0,850.5,1543.5,1079.2,898.02
2019-04-29,455.4,1069.0,1767.0,1014.0,883.64
2019-04-30,551.9,1389.7,2235.8,938.7,869.27
2019-05-01,893.9,1690.1,3060.6,864.4,854.89
2019-05-02,1118.4,1422.6,3138.1,765.0,840.52
2019-05-03,629.2,1120.7,2085.3,808.6,826.14
2019-05-04,146.9,426.5,651.6,1429.0,811.77
2019-05-05,414.1,855.1,1489.9,1347.8,797.39
2019-05-06,812.6,1362.3,2608.2,891.8,783.02
2019-05-07,607.0,1270.8,2201.8,1247.2,768.65
2019-05-08,560.1,1222.4,2081.4,1094.5,754.27
2019-05-09,712.2,1290.8,2382.9,843.4,739.9
2019-05-10,791.3,1339.7,2553.4,1020.6,725.52
2019-05-11,228.7,859.0,1210.3,1236.1,711.15
2019-05-12,227.9,856.2,1206.0,1320.9,696.77
2019-05-13,468.4,1024.7,1742.8,1236.1,682.4
2019-05-14,447.6,924.6,1610.5,1399.0,668.02
2019-05-15,508.35,1155.3,1934.9,1412.6,653.65
2019-05-16,439.1,952.4,1625.6,1522.6,639.27
2019-05-17,356.4,793.15,1339.25,1063.5,564.57
2019-05-18,386.6,1124.6,1717.6,763.2,609.4
2019-05-19,274.4,912.7,1333.3,832.9,643.6
2019-05-20,412.3,960.4,1592.4,1019.9,532.3
2019-05-21,467.3,902.8,1619.6,1222.3,476.3
2019-05-22,488.2,1155.4,1904.0,1149.45,498.4
2019-05-23,666.0,1477.1,2498.1,964.3,577.6
2019-05-24,806.4,1157.1,2393.4,806.1,517.6
2019-05-25,949.8,1205.1,2661.8,560.85,405.0
2019-05-26,670.0,890.5,1917.8,558.4,435.3
2019-05-27,695.7,1007.3,2074.1,635.1,453.6
2019-05-28,655.3,871.2,1876.4,901.3,344.7
2019-05-29,553.4,947.7,1796.0,695.1,433.4
2019-05-30,943.2,1063.5,2508.2,392.0,490.9
2019-05-31,941.7,1024.4,2468.5,406.45,414.7
2019-06-01,483.4,934.1,1676.1,645.48,474.6
2019-06-02,262.65,763.7,1166.35,1032.02,460.2
2019-06-03,700.4,1080.4,2154.8,898.95,539.0
2019-06-04,433.6,1017.1,1681.8,829.3,605.2
2019-06-05,686.3,1092.1,2143.9,864.5,416.2
2019-06-06,596.9,1029.5,1944.8,1027.5,466.3
2019-06-07,365.3,946.9,1507.1,918.8,495.6
2019-06-08,621.8,975.4,1928.9,849.1,355.6
2019-06-09,483.0,892.3,1632.5,999.7,358.5
2019-06-10,199.0,670.0,975.5,1009.7,259.5
2019-06-11,335.7,670.6,1185.4,998.1,319.8
2019-06-12,398.5,875.4,1486.2,951.5,274.3
2019-06-13,651.2,1112.4,2110.9,780.9,324.8
2019-06-14,486.2,911.8,1657.2,1037.6,402.5
2019-06-15,391.7,897.4,1497.8,1147.5,312.5
2019-06-16,338.4,703.6,1222.4,1046.2,278.3
2019-06-17,505.2,992.7,1767.4,1060.8,389.5
2019-06-18,717.1,1285.3,2385.1,584.7,495.7
2019-06-19,803.9,1244.1,2476.9,590.4,538.7
2019-06-20,1068.4,1297.8,2936.1,555.9,364.4
2019-06-21,816.2,1177.4,2428.8,817.7,383.4
2019-06-22,256.3,790.5,1183.5,1141.15,488.0
2019-06-23,171.5,750.9,1013.8,1405.3,740.4
2019-06-24,600.9,1371.0,2292.0,565.97,697.0
2019-06-25,236.5,759.6,1121.9,956.68,465.3
2019-06-26,185.2,467.5,751.3,1651.5,307.1
2019-06-27,247.9,504.6,885.0,1409.6,462.5
2019-06-28,240.8,586.5,955.8,1075.7,630.8
2019-06-29,363.42,1082.26,1640.11,768.93,759.1
2019-06-30,549.58,992.14,1835.19,912.05,353.7
2019-07-01,651.5,875.1,1873.9,921.22,295.6
2019-07-02,329.6,585.1,1090.0,981.7,310.15
2019-07-03,325.3,756.4,1254.6,1220.0,440.8
2019-07-04,425.9,921.2,1574.6,1204.3,445.0
2019-07-05,737.6,1532.3,2663.2,1070.7,522.4
2019-07-06,242.2,529.0,900.4,797.8,292.6
2019-07-07,190.7,538.9,831.2,958.5,365.8
2019-07-08,386.4,891.1,1483.7,1137.6,514.5
2019-07-09,506.4,1171.5,1948.3,1064.8,508.7
2019-07-10,748.0,1443.6,2590.8,858.4,565.4
2019-07-11,984.5,1422.7,2932.2,726.4,470.35
2019-07-12,730.9,935.6,2056.2,872.4,331.6
2019-07-13,251.5,487.8,873.0,1036.4,315.4
2019-07-14,141.8,404.0,621.7,1051.1,249.6
2019-07-15,258.4,521.6,917.8,996.0,299.7
2019-07-16,717.3,1418.8,2518.7,1042.3,542.9
2019-07-17,539.0,1390.5,2216.9,1202.8,547.8
2019-07-18,1004.6,1222.8,2763.3,556.2,432.9
2019-07-19,584.5,873.8,1770.0,439.1,404.3
2019-07-20,638.5,982.1,1960.6,569.2,280.2
2019-07-21,533.9,854.7,1673.3,692.7,302.3
2019-07-22,691.8,809.7,1870.6,533.7,417.7
2019-07-23,388.2,1101.9,1697.2,1419.1,665.0
2019-07-24,659.5,1566.2,2577.9,1032.6,610.8
2019-07-25,351.9,1492.2,2031.5,1608.7,874.45
2019-07-26,1193.1,1353.5,3183.1,362.0,605.6
2019-07-27,1216.4,1316.1,3181.3,322.4,293.9
2019-07-28,1060.1,1262.1,2887.5,355.5,322.3
2019-07-29,416.1,897.9,1535.4,1168.1,391.3
2019-07-30,214.5,627.7,956.4,1083.1,401.0
2019-07-31,903.4,1166.9,2551.9,534.8,363.6
2019-08-01,652.2,963.9,1964.1,989.6,409.9
2019-08-02,171.4,603.3,866.0,1352.9,476.0
2019-08-03,264.2,844.7,1250.6,1109.5,481.6
2019-08-04,243.9,886.6,1260.4,1102.7,477.1
2019-08-05,574.6,995.4,1876.8,761.4,406.8
2019-08-06,519.8,855.4,1652.6,828.6,441.3
2019-08-07,774.1,1090.4,2277.0,640.0,400.3
2019-08-08,609.3,964.7,1898.5,782.4,397.7
2019-08-09,339.9,665.0,1186.2,864.9,432.3
2019-08-10,304.2,618.2,1084.2,1183.3,517.0
2019-08-11,328.3,735.5,1238.8,1109.6,418.4
2019-08-12,757.5,1090.6,2252.1,508.0,402.7
2019-08-13,975.1,1297.6,2792.2,639.4,359.6
2019-08-14,529.5,975.3,1787.4,534.2,317.8
2019-08-15,1076.0,1170.5,2820.3,430.0,320.6
2019-08-16,525.9,815.3,1622.0,558.2,386.4
2019-08-17,573.5,858.7,1738.0,643.0,370.7
2019-08-18,483.9,892.3,1634.4,770.1,340.7
2019-08-19,804.1,1122.7,2355.6,597.7,363.0
2019-08-20,1090.9,1496.3,3169.2,618.3,437.9
2019-08-21,699.2,1224.4,2296.6,870.4,536.0
2019-08-22,768.2,1335.9,2513.9,829.6,531.5
2019-08-23,776.4,1339.2,2529.5,688.3,608.3
2019-08-24,424.7,1542.3,2193.5,1258.4,893.0
2019-08-25,233.7,1360.7,1718.4,1583.9,1003.1
2019-08-26,238.6,1555.3,1920.9,1488.0,748.7
2019-08-27,488.3,1811.2,2560.0,1243.3,929.6
2019-08-28,783.1,1278.5,2479.2,701.8,384.6
2019-08-29,940.6,1201.2,2643.9,742.8,328.3
2019-08-30,622.1,1028.5,1982.6,840.8,439.7
2019-08-31,723.7,1134.2,2243.9,671.7,380.7
2019-09-01,951.0,1119.8,2577.7,575.6,270.4
2019-09-02,933.4,1297.0,2728.4,564.0,430.7
2019-09-03,831.9,1194.1,2469.55,601.9,324.6
2019-09-04,835.9,1000.2,2281.9,592.8,354.8
2019-09-05,1088.2,1176.9,2845.4,627.7,383.6
2019-09-06,1013.3,1279.7,2833.4,358.3,497.3
2019-09-07,451.2,615.8,1307.9,854.2,317.5
2019-09-08,201.3,661.2,969.4,1119.9,345.3
2019-09-09,335.7,985.8,1500.5,851.5,395.1
2019-09-10,1063.9,1332.0,2963.1,292.0,471.0
2019-09-11,929.5,1058.8,2484.3,345.9,361.0
2019-09-12,1011.4,1077.9,2628.8,325.1,398.3
2019-09-13,424.6,725.0,1376.5,893.9,401.3
2019-09-14,632.3,1288.1,2257.4,629.5,509.5
2019-09-15,1051.7,1411.4,3024.4,444.7,434.7
2019-09-16,1017.4,887.8,2447.6,284.9,378.6
2019-09-17,298.9,616.5,1074.9,968.7,382.3
2019-09-18,450.7,923.6,1614.4,810.2,541.8
2019-09-19,549.5,1196.3,2038.8,601.9,574.6
2019-09-20,519.3,1172.0,1968.2,726.2,733.5
2019-09-21,370.4,1349.3,1917.6,662.9,858.0
2019-09-22,358.7,1100.3,1650.4,692.5,447.6
2019-09-23,523.0,820.3,1636.0,758.8,370.6
2019-09-24,608.5,955.1,1888.4,505.4,457.54
2019-09-25,916.6,1035.6,2441.0,404.9,465.77
2019-09-26,782.5,1086.2,2285.9,536.9,474.0
2019-09-27,632.2,972.0,1941.2,590.5,482.23
2019-09-28,502.5,876.8,1646.7,669.1,490.46
2019-09-29,581.6,766.5,1658.2,710.8,498.69
2019-09-30,872.7,1002.8,2341.1,426.9,438.81
2019-10-01,646.2,931.8,1922.8,640.0,371.5
2019-10-02,520.3,801.8,1599.8,670.4,314.3
2019-10-03,977.7,1079.2,2578.2,474.7,585.2
2019-10-04,1359.1,1388.1,3471.6,241.1,654.5
2019-10-05,289.0,787.0,1230.4,561.5,450.0
2019-10-06,652.0,878.5,1878.0,513.8,301.6
2019-10-07,682.6,965.4,2012.1,417.0,360.6
2019-10-08,915.1,1113.9,2517.7,417.1,624.3
2019-10-09,912.6,1137.3,2536.6,505.7,454.4
2019-10-10,920.2,1036.3,2447.1,471.4,538.5
2019-10-11,692.1,1090.1,2151.2,588.9,361.8
2019-10-12,565.3,1175.9,2042.3,560.6,284.8
2019-10-13,371.9,887.8,1457.8,748.4,265.8
2019-10-14,561.4,976.4,1836.7,335.3,463.6
2019-10-15,860.3,1127.4,2446.7,381.0,435.5
2019-10-16,1296.0,1357.5,3344.6,394.5,556.3
2019-10-17,719.6,1204.3,2307.6,571.9,477.5
2019-10-18,603.1,1018.1,1943.1,849.3,450.2
2019-10-19,986.8,1272.5,2785.7,533.3,432.7
2019-10-20,416.5,708.3,1346.3,606.2,311.5
2019-10-21,173.6,490.3,756.3,981.8,260.9
2019-10-22,1486.9,1373.2,3653.5,206.6,666.3
2019-10-23,1677.7,1333.6,3905.3,73.9,896.5
2019-10-24,1395.0,1285.7,3424.1,37.6,590.3
2019-10-25,527.5,861.8,1671.2,669.8,427.6
2019-10-26,404.6,726.8,1347.1,949.1,334.1
2019-10-27,1054.8,1225.2,2842.9,371.6,331.0
2019-10-28,512.2,897.2,1682.5,504.0,454.7
2019-10-29,401.7,916.9,1533.1,859.9,350.8
2019-10-30,466.6,1058.4,1773.7,541.7,625.6
2019-10-31,719.7,1068.2,2172.0,121.5,853.8
2019-11-01,761.8,1033.1,2200.9,276.4,455.0
2019-11-02,338.1,700.7,1219.4,941.2,345.3
2019-11-03,612.8,1030.0,1969.9,492.2,402.2
2019-11-04,973.3,1186.1,2678.2,336.6,511.1
2019-11-05,346.6,682.3,1213.4,486.0,361.7
2019-11-06,819.1,1115.9,2372.0,454.0,687.6
2019-11-07,875.8,1227.1,2569.8,414.6,356.25
2019-11-08,1482.9,1223.9,3497.4,192.6,482.1
2019-11-09,724.6,1081.6,2192.6,283.4,488.5
2019-11-10,391.3,884.6,1484.2,580.6,392.2
2019-11-11,947.2,1266.0,2718.4,371.9,456.3
2019-11-12,1259.4,1397.0,3327.9,323.2,409.7
2019-11-13,1246.7,1279.0,3190.9,280.5,493.8
2019-11-14,514.7,1168.8,1957.9,594.7,336.6
2019-11-15,207.0,667.9,985.6,592.7,343.0
2019-11-16,723.6,1065.5,2174.8,165.4,471.8
2019-11-17,1312.0,1327.2,3338.5,10.1,639.0
2019-11-18,438.4,950.3,1622.3,570.5,364.2
2019-11-19,1934.9,1644.0,4610.9,3.5,856.6
2019-11-20,394.3,1046.5,1651.5,537.8,531.7
2019-11-21,712.0,1023.3,2114.8,162.9,697.9
2019-11-22,379.5,1088.1,1670.9,567.6,417.2
2019-11-23,575.5,1061.1,1943.9,226.1,487.7
2019-11-24,1113.7,1005.9,2713.4,199.0,494.7
2019-11-25,491.6,1027.2,1781.0,492.9,296.4
2019-11-26,454.1,1102.9,1799.2,751.4,344.6
2019-11-27,950.1,1356.5,2812.9,449.2,339.8
2019-11-28,1286.5,1125.0,3097.1,308.2,366.2
2019-11-29,729.6,1116.4,2235.5,475.9,513.2
2019-11-30,1449.7,1471.4,3694.0,99.8,585.7
2019-12-01,124.6,659.8,850.6,831.3,235.6
2019-12-02,1919.9,1599.7,4543.8,142.6,637.1
2019-12-03,1869.4,1877.2,4743.9,35.0,694.5
2019-12-04,2303.3,1777.9,5307.6,56.9,827.6
2019-12-05,1899.2,1569.9,4482.0,231.7,604.8
2019-12-06,903.3,1277.2,2662.2,587.8,270.2
2019-12-07,904.3,1274.9,2661.3,446.1,416.1
2019-12-08,385.8,909.7,1501.2,1162.6,408.8
2019-12-09,1274.25,1272.0,3225.75,465.1,398.5
2019-12-10,585.1,1115.1,2012.4,484.5,462.2
2019-12-11,1227.0,1546.1,3427.7,304.6,515.1
2019-12-12,758.1,1327.4,2489.7,414.6,410.9
2019-12-13,1065.5,1363.7,2997.6,427.6,449.4
2019-12-14,632.6,1277.1,2247.4,731.1,467.0
2019-12-15,408.6,950.1,1576.7,942.9,374.5
2019-12-16,1000.4,1391.2,2925.1,458.1,510.8
2019-12-17,900.0,1283.6,2663.8,409.8,303.8
2019-12-18,611.1,1140.4,2077.9,551.7,500.4
2019-12-19,288.2,598.0,1039.9,842.5,482.8
2019-12-20,820.8,1245.7,2504.5,503.6,227.6
2019-12-21,251.6,699.2,1081.0,1074.0,316.3
2019-12-22,826.4,1253.0,2517.2,488.5,276.7
2019-12-23,889.0,1250.4,2613.6,409.8,407.2
2019-12-24,521.2,1048.0,1847.0,704.9,390.6
2019-12-25,780.5,1178.6,2375.5,421.6,346.4
2019-12-26,526.1,916.5,1723.1,613.4,355.4
2019-12-27,750.8,910.9,2062.3,356.8,390.6
2019-12-28,544.9,879.6,1715.5,358.0,452.7
2019-12-29,513.6,781.7,1569.4,460.0,479.7
2019-12-30,1405.5,1211.3,3366.1,24.9,592.6
2019-12-31,596.9,948.8,1863.3,90.7,686.2
2020-01-01,754.8,1115.1,2272.6,100.1,850.3
2020-01-02,304.2,823.3,1289.5,756.2,335.3
2020-01-03,878.9,1241.1,2588.8,633.0,292.5
2020-01-04,891.8,1469.2,2837.0,358.5,349.5
2020-01-05,401.6,1120.3,1736.5,854.9,212.0
2020-01-06,505.4,1027.2,1802.2,836.1,351.6
2020-01-07,542.7,1094.9,1926.7,599.2,497.3
2020-01-08,907.6,1258.8,2649.4,466.9,730.4
2020-01-09,466.7,922.2,1637.2,816.1,363.8
2020-01-10,961.8,1284.4,2759.3,578.3,387.6
2020-01-11,212.4,677.6,1003.3,1255.4,437.6
2020-01-12,322.4,879.5,1374.0,1014.4,247.5
2020-01-13,274.1,777.75,1195.8,1138.4,365.3
2020-01-14,278.2,764.8,1191.6,1179.9,293.6
2020-01-15,729.9,1291.2,2409.9,725.4,349.8
2020-01-16,231.8,752.8,1108.7,993.4,399.9
2020-01-17,668.6,1267.4,2293.2,741.4,338.3
2020-01-18,1227.2,1496.5,3378.2,352.45,447.5
2020-01-19,582.2,1168.1,2060.8,539.7,481.7
2020-01-20,3140.2,2199.1,7014.3,-23.5,1039.2
2020-01-21,3319.6,2203.8,7293.4,-16.3,906.4
2020-01-22,1012.7,1381.8,2934.6,55.0,655.1
2020-01-23,602.8,1262.4,2186.8,221.0,551.1
2020-01-24,706.5,1177.4,2260.4,289.9,523.8
2020-01-25,391.6,941.0,1542.7,496.4,776.7
2020-01-26,256.8,789.2,1182.7,812.4,557.3
2020-01-27,645.9,1370.0,2360.9,770.6,345.0
2020-01-28,836.3,1429.0,2710.7,791.0,391.8
2020-01-29,857.2,1513.4,2826.6,691.8,541.5
2020-01-30,636.4,1230.2,2205.6,601.8,308.4
2020-01-31,491.2,1064.3,1817.9,747.3,279.7
2020-02-01,417.5,1048.9,1689.3,1021.5,473.2
2020-02-02,342.3,1013.1,1537.7,940.7,486.1
2020-02-03,784.5,1344.3,2546.9,723.9,586.1
2020-02-04,882.4,1348.4,2702.0,656.8,392.0
2020-02-05,1537.6,1772.8,4130.6,181.2,767.2
2020-02-06,1687.2,1901.5,4488.4,142.3,829.4
2020-02-07,941.0,1297.1,2739.9,375.4,799.3
2020-02-08,415.4,1016.6,1653.7,1024.0,523.8
2020-02-09,132.7,466.3,669.4,1544.5,340.6
2020-02-10,588.1,1128.8,2030.7,1047.7,346.7
2020-02-11,658.6,1219.1,2228.9,1037.1,510.0
2020-02-12,886.9,1447.5,2807.2,801.4,474.5
2020-02-13,864.0,1389.1,2714.0,858.3,363.2
2020-02-14,863.3,1360.1,2683.8,675.1,662.9
2020-02-15,164.4,499.0,751.7,1156.1,248.1
2020-02-16,209.3,718.9,1039.4,1428.8,163.9
2020-02-17,612.0,1130.4,2068.5,1097.4,499.0
2020-02-18,697.8,1340.1,2408.0,913.9,397.5
2020-02-19,960.2,1516.5,2989.3,554.3,567.83
2020-02-20,654.6,1194.0,2197.5,785.7,659.71
2020-02-21,603.3,1187.9,2112.6,834.2,553.63
2020-02-22,453.6,946.1,1641.6,989.4,447.55
2020-02-23,561.4,960.4,1821.0,743.6,341.47
2020-02-24,505.3,987.4,1762.3,727.1,284.56
2020-02-25,801.2,1345.9,2574.3,662.6,361.7
2020-02-26,1030.7,1499.7,3080.2,515.4,387.9
2020-02-27,753.4,1263.2,2418.6,688.0,316.2
2020-02-28,452.1,1096.8,1789.9,691.4,392.8
2020-02-29,382.2,803.0,1388.7,1071.8,467.8
2020-03-01,341.9,844.2,1368.5,1134.0,329.8
2020-03-02,617.5,1165.3,2111.8,806.7,279.8
2020-03-03,1205.9,1587.5,3436.9,472.3,453.5
2020-03-04,613.8,1353.8,2294.4,560.5,446.0
2020-03-05,175.7,641.8,911.3,938.7,386.0
2020-03-06,978.7,1360.1,2860.3,712.9,504.0
2020-03-07,629.4,1297.6,2262.8,618.5,579.3
2020-03-08,329.6,861.6,1367.5,1039.6,324.2
2020-03-09,731.7,1227.7,2350.1,700.4,383.2
2020-03-10,657.7,1023.9,2032.9,565.3,201.8
2020-03-11,572.1,1175.1,2052.4,877.1,305.7
2020-03-12,688.2,1153.0,2208.6,828.2,437.8
2020-03-13,858.7,1362.4,2678.8,664.7,452.2
2020-03-14,260.1,787.1,1186.3,1017.9,304.9
2020-03-15,404.0,858.8,1478.2,1026.3,216.7
2020-03-16,1108.55,1497.1,3196.8,497.4,421.5
2020-03-17,534.4,1102.1,1921.6,803.4,659.2
2020-03-18,483.5,1051.3,1792.5,724.8,453.0
2020-03-19,278.9,703.5,1131.3,771.4,397.6
2020-03-20,177.7,425.5,697.6,1260.4,325.7
2020-03-21,93.5,416.2,559.5,1239.4,370.4
2020-03-22,72.2,442.2,552.9,1110.7,430.5
2020-03-23,239.1,1048.1,1414.9,802.7,583.7
2020-03-24,171.5,887.2,1150.0,1071.6,480.1
2020-03-25,495.2,1262.3,2021.5,802.3,753.7
2020-03-26,190.7,734.9,1027.2,1205.8,1089.3
2020-03-27,83.3,489.5,617.0,1442.9,886.6
2020-03-28,34.4,213.4,266.6,1550.4,530.6
2020-03-29,33.1,167.6,218.4,1479.0,353.9
2020-03-30,89.7,371.2,508.4,1161.8,298.3
2020-03-31,150.8,571.3,802.2,1157.2,388.7
2020-04-01,534.8,1102.0,1921.8,778.6,380.5
2020-04-02,793.3,1337.2,2553.5,533.6,324.9
2020-04-03,620.0,1242.0,2192.3,714.0,387.6
2020-04-04,107.4,694.0,857.3,1042.6,388.5
2020-04-05,39.2,357.8,417.8,1435.6,381.1
2020-04-06,402.9,1086.4,1704.3,899.4,336.8
2020-04-07,261.7,1049.5,1450.4,917.9,604.6
2020-04-08,237.7,1210.9,1575.5,962.6,1126.4
2020-04-09,284.8,1175.1,1611.7,954.2,1271.1
2020-04-10,184.0,1079.6,1361.5,997.7,1040.3
2020-04-11,208.8,1131.3,1451.8,829.3,797.5
2020-04-12,96.2,722.8,870.2,1445.6,625.3
2020-04-13,70.9,164.5,273.3,1496.0,360.2
2020-04-14,183.2,539.8,820.45,1371.9,352.25
2020-04-15,211.4,943.8,1267.5,1076.3,681.1
2020-04-16,297.1,1093.6,1548.6,862.9,1152.5
2020-04-17,141.7,449.7,666.9,1198.6,549.0
2020-04-18,130.7,513.1,713.7,919.0,554.1
2020-04-19,80.2,360.5,483.4,1266.0,486.2
2020-04-20,163.0,449.5,699.5,1306.4,639.2
2020-04-21,150.7,501.6,732.8,1336.7,802.1
2020-04-22,194.6,672.3,970.2,1268.6,756.5
2020-04-23,205.9,864.6,1180.3,1192.1,843.9
2020-04-24,205.6,755.5,1070.9,1253.1,760.5
2020-04-25,90.1,386.7,525.0,1358.8,428.5
2020-04-26,87.8,521.9,656.7,1308.6,424.5
2020-04-27,298.2,796.2,1253.4,1065.9,626.3
2020-04-28,204.0,561.4,873.8,954.6,216.5
2020-04-29,252.7,597.8,985.3,959.6,385.5
2020-04-30,217.7,581.4,915.4,1023.7,331.6
2020-05-01,296.3,699.8,1154.5,1012.1,361.9
2020-05-02,148.2,558.1,784.9,1227.1,250.9
2020-05-03,99.7,567.0,719.6,1088.7,311.0
2020-05-04,220.6,607.9,946.4,1274.1,458.5
2020-05-05,172.3,439.3,703.3,1387.6,405.2
2020-05-06,222.8,706.0,1048.3,1272.5,557.0
2020-05-07,320.6,966.1,1460.6,1234.5,635.6
2020-05-08,134.6,1046.4,1252.8,1502.2,562.4
2020-05-09,115.8,850.6,1027.8,1603.4,806.9
2020-05-10,76.7,332.7,450.2,1356.1,620.2
2020-05-11,153.4,285.8,520.9,1189.3,424.9
2020-05-12,230.75,523.0,876.5,1165.8,342.3
2020-05-13,162.8,372.4,622.6,1205.8,334.4
2020-05-14,178.2,407.7,680.7,1079.0,293.3
2020-05-15,292.6,742.4,1190.6,1053.1,428.0
2020-05-16,360.8,873.3,1426.2,975.4,307.5
2020-05-17,346.8,933.1,1465.1,797.5,450.0
2020-05-18,459.3,1058.4,1762.4,886.2,523.8
2020-05-19,515.8,1042.7,1834.0,748.8,426.6
2020-05-20,264.8,768.4,1174.4,1098.3,446.9
2020-05-21,239.1,750.8,1117.6,1471.4,659.3
2020-05-22,188.6,463.3,752.6,1308.1,785.6
2020-05-23,97.5,247.1,396.6,1193.3,682.7
2020-05-24,82.0,314.7,441.0,1132.1,482.6
2020-05-25,100.3,451.7,606.1,1272.9,495.5
2020-05-26,208.1,603.9,923.2,1264.8,478.4
2020-05-27,175.2,659.0,927.7,1146.7,472.85
2020-05-28,145.7,332.0,555.4,1215.3,567.4
2020-05-29,171.8,453.4,716.5,1228.2,600.5
2020-05-30,87.9,306.1,441.0,1535.1,504.7
2020-05-31,45.3,217.8,287.4,1496.2,417.9
2020-06-01,127.5,424.5,620.2,1528.1,461.63
2020-06-02,131.0,478.5,679.6,1668.9,479.95
2020-06-03,130.2,615.4,815.1,1357.0,407.22
2020-06-04,103.25,229.89,388.73,1371.48,215.64
2020-06-05,129.61,281.15,480.71,1310.82,262.54
2020-06-06,125.58,279.42,473.22,1284.9,293.64
2020-06-07,121.55,277.69,465.73,1258.98,324.74
2020-06-08,113.86,304.1,479.66,1311.07,377.04
2020-06-09,219.5,552.0,888.2,1378.2,429.4
2020-06-10,279.7,620.2,1049.2,1107.6,483.5
2020-06-11,158.9,415.2,658.8,1269.2,445.5
2020-06-12,124.8,594.4,786.3,1188.3,586.7
2020-06-13,73.7,538.5,651.3,1216.2,350.8
2020-06-14,73.9,481.3,594.5,1383.6,337.8
2020-06-15,341.0,841.8,1365.0,1081.2,334.5
2020-06-16,195.7,595.9,896.1,1358.7,336.0
2020-06-17,317.9,935.4,1423.1,995.0,454.7
2020-06-18,367.4,791.8,1354.9,1194.3,248.2
2020-06-19,295.4,614.0,1064.3,1107.0,289.4
2020-06-20,176.8,471.3,742.3,1068.7,308.4
2020-06-21,322.2,578.4,1072.5,871.1,250.0
2020-06-22,386.2,679.9,1271.9,951.6,485.8
2020-06-23,153.1,635.7,870.7,1382.2,512.4
2020-06-24,178.4,912.3,1185.8,2272.2,697.9
2020-06-25,149.5,867.5,1096.7,2487.1,869.5
2020-06-26,171.4,788.6,1051.8,1956.8,578.8
2020-06-27,142.0,356.3,573.7,1109.1,291.6
2020-06-28,191.1,487.0,779.9,1069.3,306.5
2020-06-29,442.0,696.7,1374.5,846.5,401.6
2020-06-30,536.7,689.4,1511.9,580.1,295.2
2020-07-01,584.4,719.1,1611.9,529.7,262.6
2020-07-02,673.2,895.5,1927.7,526.9,293.4
2020-07-03,433.9,663.0,1327.5,818.5,364.1
2020-07-04,292.2,430.1,878.2,583.1,197.4
2020-07-05,159.0,288.7,532.4,916.4,309.9
2020-07-06,336.3,528.6,1044.1,936.0,300.2
2020-07-07,411.7,854.5,1486.0,807.8,435.3
2020-07-08,602.5,652.6,1576.9,326.4,326.0
2020-07-09,500.0,500.85,1263.6,328.5,230.3
2020-07-10,355.7,575.6,1120.8,899.7,218.9
2020-07-11,186.8,549.6,836.4,927.5,292.7
2020-07-12,129.8,661.5,860.8,1292.7,322.7
2020-07-13,382.7,801.5,1388.4,1064.5,446.8
2020-07-14,245.1,517.6,893.5,908.2,225.2
2020-07-15,487.6,703.1,1449.9,635.0,293.5
2020-07-16,376.7,586.3,1161.2,623.9,186.2
2020-07-17,526.9,830.5,1638.6,637.7,454.5
2020-07-18,363.5,615.7,1173.1,681.9,346.4
2020-07-19,142.8,408.9,627.6,839.6,214.7
2020-07-20,174.7,407.2,675.2,1113.3,293.7
2020-07-21,180.4,539.1,814.5,1164.7,318.0
2020-07-22,276.7,794.8,1215.3,1552.7,462.0
2020-07-23,351.3,869.0,1407.9,1222.6,438.9
2020-07-24,493.8,713.9,1472.0,672.4,349.2
2020-07-25,288.0,546.5,988.0,610.2,243.8
2020-07-26,255.4,479.8,871.6,585.4,324.5
2020-07-27,227.6,461.7,810.9,680.4,368.1
2020-07-28,386.3,637.5,1228.3,766.3,331.1
2020-07-29,539.2,944.3,1769.7,808.3,384.5
2020-07-30,323.7,941.5,1437.4,1082.1,419.1
2020-07-31,261.4,1141.2,1542.2,1590.1,797.8
2020-08-01,337.5,589.85,1106.4,766.1,354.2
2020-08-02,238.5,536.1,902.2,901.0,301.8
2020-08-03,193.0,457.1,752.6,1045.0,274.2
2020-08-04,288.8,751.4,1193.7,948.1,370.8
