MeasurementDateGMT, PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Carbon Monoxide (mg/m3), Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3), Sulphur Dioxide (ug/m3)
2018-01-01,207.9,162.7,3.1,14.4,297.6,456.2,1418.8,38.4
2018-01-02,322.85,198.4,4.2,14.4,297.6,1022.6,994.0,38.4
2018-01-03,459.2,231.7,2.6,14.4,297.6,401.4,1668.9,38.4
2018-01-04,238.2,174.25,3.2,14.4,297.6,839.3,1275.8,38.4
2018-01-05,243.0,181.55,4.5,14.4,297.6,1415.5,990.5,38.4
2018-01-06,353.1,240.6,5.1,14.4,297.6,1492.9,548.2,38.4
2018-01-07,244.9,169.65,2.4,14.4,297.6,504.1,1148.5,38.4
2018-01-08,436.15,260.6,3.9,14.4,297.6,1115.0,471.2,38.4
2018-01-09,706.75,382.55,4.6,14.4,297.6,1855.7,87.2,38.4
2018-01-10,397.9,244.7,7.1,14.4,297.6,3446.8,487.5,38.4
2018-01-11,563.4,333.35,4.7,14.4,297.6,2544.4,76.4,38.4
2018-01-12,455.8,293.65,3.7,14.4,297.6,1439.4,449.4,38.4
2018-01-13,532.85,330.55,3.1,14.4,297.6,930.1,683.1,38.4
2018-01-14,604.55,361.7,2.9,14.4,297.6,915.4,594.7,38.4
2018-01-15,174.55,168.0,2.5,14.4,297.6,680.75,1009.65,38.4
2018-01-16,179.95,152.25,2.9,14.4,297.6,797.4,1332.7,38.4
2018-01-17,252.6,171.95,3.2,14.4,297.6,599.9,1348.9,38.4
2018-01-18,168.75,148.85,2.5,14.4,297.6,606.5,1367.5,38.4
2018-01-19,251.3,172.4,3.0,14.4,297.6,1224.6,860.5,38.4
2018-01-20,191.1,174.4,3.1,14.4,297.6,1231.9,861.8,38.4
2018-01-21,266.75,222.0,4.4,14.4,297.6,1395.5,503.2,38.4
2018-01-22,285.25,184.85,3.3,14.4,297.6,1317.4,739.5,38.4
2018-01-23,133.85,146.95,2.5,14.4,297.6,657.3,1129.4,38.4
2018-01-24,135.4,145.0,2.75,14.4,297.6,525.8,1445.1,38.4
2018-01-25,339.1,187.25,3.4,14.4,297.6,862.6,1079.0,38.4
2018-01-26,362.5,230.4,4.2,14.4,297.6,2416.2,344.8,38.4
2018-01-27,263.45,207.65,3.4,14.4,297.6,1008.3,731.9,38.4
2018-01-28,94.4,137.4,2.4,14.4,297.6,385.6,1381.1,38.4
2018-01-29,140.25,143.05,3.6,14.4,297.6,815.7,1144.0,38.4
2018-01-30,307.4,202.3,6.2,14.4,297.6,3058.0,384.9,38.4
2018-01-31,143.8,143.2,2.5,14.4,297.6,672.7,1280.3,38.4
2018-02-01,248.0,162.85,2.8,14.4,297.6,882.9,1022.9,38.4
2018-02-02,320.95,192.5,4.5,14.4,297.6,1465.8,639.1,38.4
2018-02-03,280.35,214.85,3.8,14.4,297.6,1632.8,356.2,38.4
2018-02-04,191.95,175.05,3.2,14.4,297.6,566.8,1050.5,38.4
2018-02-05,302.4,204.4,3.2,14.4,297.6,970.4,865.1,38.4
2018-02-06,469.4,278.55,3.4,14.4,297.6,1425.3,627.0,38.4
2018-02-07,392.75,210.6,4.85,14.4,297.6,2006.4,531.75,38.4
2018-02-08,356.85,214.9,4.6,14.4,297.6,2086.1,712.6,38.4
2018-02-09,237.5,157.2,2.6,14.4,297.6,895.0,1035.7,38.4
2018-02-10,172.1,158.35,2.7,14.4,297.6,1029.4,783.52,38.4
2018-02-11,113.0,137.2,2.4,14.4,297.6,372.0,1156.78,38.4
2018-02-12,235.7,163.3,3.4,14.4,297.6,1234.4,1159.12,38.4
2018-02-13,207.6,167.15,3.2,14.4,297.6,942.6,898.73,38.4
2018-02-14,229.6,181.4,3.1,14.4,297.6,1152.7,810.2,38.4
2018-02-15,300.8,182.6,3.7,14.4,297.6,898.3,983.1,38.4
2018-02-16,336.8,191.8,4.3,14.4,297.6,1537.2,656.1,38.4
2018-02-17,396.0,234.55,5.4,14.4,297.6,2172.3,613.9,38.4
2018-02-18,326.15,231.05,2.8,14.4,297.6,1053.0,980.6,38.4
2018-02-19,390.85,252.3,3.6,14.4,297.6,1338.9,533.5,38.4
2018-02-20,265.1,177.25,3.0,14.4,297.6,706.8,875.6,38.4
2018-02-21,894.3,474.85,3.4,14.4,297.6,1120.3,827.3,38.4
2018-02-22,644.7,357.05,3.0,14.4,297.6,1081.7,1005.15,38.4
2018-02-23,607.7,317.65,2.9,14.4,297.6,1281.9,780.2,38.4
2018-02-24,682.25,344.5,2.6,14.4,297.6,1094.7,877.0,38.4
2018-02-25,363.15,214.35,2.4,14.4,297.6,669.4,1278.2,38.4
2018-02-26,266.85,176.25,3.0,14.4,297.6,703.7,1365.5,38.4
2018-02-27,263.9,179.8,3.7,14.4,297.6,1283.5,1011.0,38.4
2018-02-28,472.35,285.0,2.7,14.4,297.6,1160.1,1027.6,38.4
2018-03-01,968.8,442.7,3.8,14.4,297.6,874.1,1063.8,38.4
2018-03-02,1103.85,536.05,5.6,14.4,297.6,1250.5,748.9,38.4
2018-03-03,1624.05,805.9,8.0,14.4,297.6,1657.5,387.4,38.4
2018-03-04,449.15,283.3,4.5,14.4,297.6,1323.8,899.0,38.4
2018-03-05,316.05,202.5,3.2,14.4,297.6,990.3,1184.3,38.4
2018-03-06,224.1,180.25,3.45,14.4,297.6,1320.85,1031.1,38.4
2018-03-07,329.55,217.55,4.07,14.4,297.6,2012.54,720.4,38.4
2018-03-08,167.75,147.45,3.21,14.4,297.6,663.86,1384.9,38.4
2018-03-09,369.05,218.15,3.18,14.4,297.6,1690.1,515.4,38.4
2018-03-10,384.55,231.15,2.4,14.4,297.6,756.9,924.0,38.4
2018-03-11,493.0,277.9,4.0,14.4,297.6,2052.2,417.4,38.4
2018-03-12,238.05,181.25,2.8,14.4,297.6,1373.6,484.6,38.4
2018-03-13,280.65,197.9,3.1,14.4,297.6,1086.0,832.0,38.4
2018-03-14,265.85,186.5,2.6,14.4,297.6,847.2,1363.0,38.4
2018-03-15,206.1,170.25,3.2,14.4,297.6,1609.8,1274.8,38.4
2018-03-16,317.35,197.4,3.4,14.4,297.6,988.5,1303.7,38.4
2018-03-17,408.65,254.45,2.6,14.4,297.6,517.3,1237.7,38.4
2018-03-18,671.2,319.4,2.4,14.4,297.6,575.9,1308.5,38.4
2018-03-19,452.15,231.05,2.5,14.4,297.6,585.8,1684.4,38.4
2018-03-20,348.85,188.15,2.5,14.4,297.6,727.5,1532.5,38.4
2018-03-21,423.05,236.35,3.35,14.4,297.6,1712.0,840.2,38.4
2018-03-22,345.65,205.8,2.5,14.4,297.6,680.1,1438.3,38.4
2018-03-23,315.9,184.7,2.4,14.4,297.6,518.8,1815.0,38.4
2018-03-24,596.15,355.15,3.1,14.4,297.6,1129.2,654.9,38.4
2018-03-25,671.1,386.1,3.8,14.4,297.6,1088.1,862.8,38.4
2018-03-26,288.2,185.35,3.4,14.4,297.6,1093.0,1186.8,38.4
2018-03-27,171.8,155.4,3.1,14.4,297.6,822.9,1275.3,38.4
2018-03-28,167.25,157.05,2.7,14.4,297.6,1088.4,1113.7,38.4
2018-03-29,204.75,158.4,3.3,14.4,297.6,1151.1,1201.7,38.4
2018-03-30,198.0,175.55,2.6,14.4,297.6,915.3,1158.6,38.4
2018-03-31,139.85,165.65,2.4,14.4,297.6,533.2,1172.3,38.4
2018-04-01,236.25,198.85,2.4,39.7,451.2,512.2,1436.2,30.6
2018-04-02,184.15,139.1,2.5,33.6,552.1,603.7,1317.5,33.0
2018-04-03,211.45,123.7,2.6,37.3,465.3,522.6,1573.1,31.2
2018-04-04,219.55,126.5,2.5,40.25,421.75,482.85,1701.9,31.2
2018-04-05,144.15,70.15,2.5,63.5,436.2,534.4,1646.8,31.2
2018-04-06,347.4,212.35,3.0,66.3,776.7,878.3,1358.4,27.7
2018-04-07,496.85,340.35,3.2,135.4,926.4,1133.8,1011.7,25.7
2018-04-08,363.0,312.9,3.5,53.5,629.0,711.1,991.1,15.8
2018-04-09,451.4,374.8,3.4,159.4,1075.0,1318.9,620.6,20.0
2018-04-10,601.05,488.7,3.6,123.0,979.4,1168.1,920.9,28.3
2018-04-11,888.25,760.8,2.7,121.3,766.0,952.0,621.8,26.5
2018-04-12,755.15,606.45,2.8,111.4,624.8,795.4,771.0,29.7
2018-04-13,501.55,398.65,3.2,90.5,763.8,902.6,821.0,23.4
2018-04-14,783.0,659.9,5.6,142.2,1009.0,1227.3,956.1,33.4
2018-04-15,536.95,445.85,3.6,50.4,688.6,766.1,1277.6,34.9
2018-04-16,340.5,173.05,2.6,55.1,493.7,578.2,1815.8,24.4
2018-04-17,312.0,140.8,2.4,29.7,422.8,468.4,1917.2,29.8
2018-04-18,375.05,197.3,4.7,86.25,872.15,1004.3,1398.5,25.1
2018-04-19,747.95,469.35,5.3,426.7,1256.1,1910.6,1538.1,51.6
2018-04-20,638.2,376.6,4.1,176.6,851.2,1122.5,1330.7,31.1
2018-04-21,868.7,613.2,4.5,122.8,1147.3,1335.8,1318.4,48.9
2018-04-22,553.6,351.4,3.9,29.7,469.5,515.0,1853.9,35.4
2018-04-23,187.3,92.9,2.5,36.5,392.6,448.5,1530.3,21.2
2018-04-24,202.7,107.05,2.4,35.2,381.8,435.5,1397.7,27.9
2018-04-25,188.35,89.8,2.8,84.5,368.7,498.1,1613.2,24.0
2018-04-26,241.5,114.35,2.6,41.7,376.0,439.8,1655.6,18.2
2018-04-27,292.45,173.2,3.9,122.5,951.6,1139.1,1035.9,38.1
2018-04-28,158.8,123.95,2.7,43.1,553.2,619.1,1326.5,23.6
2018-04-29,157.5,96.85,2.4,28.1,261.0,304.0,1794.3,20.8
2018-04-30,249.05,118.0,2.7,54.8,554.3,637.9,1495.9,34.2
2018-05-01,201.95,111.0,2.8,105.0,657.5,818.5,1413.6,33.5
2018-05-02,144.15,74.35,3.3,71.2,643.0,752.1,1492.2,34.9
2018-05-03,278.35,158.95,3.2,219.2,828.9,1165.2,1123.3,27.4
2018-05-04,355.9,206.1,3.1,84.4,725.0,854.1,1358.4,14.6
2018-05-05,540.5,372.5,3.8,224.4,1189.8,1534.2,1543.1,30.1
2018-05-06,695.95,519.7,3.3,36.4,955.8,1011.9,2056.9,49.2
2018-05-07,736.5,556.2,5.2,53.7,1280.4,1363.0,1953.8,65.9
2018-05-08,672.6,465.8,5.5,312.4,1164.5,1642.9,1548.7,63.4
2018-05-09,352.35,198.55,2.8,71.7,574.8,684.6,1326.7,33.5
2018-05-10,236.15,126.75,2.8,75.4,410.0,525.5,1679.0,19.5
2018-05-11,331.45,184.85,2.7,39.9,585.6,647.1,1669.5,29.5
2018-05-12,265.75,194.05,3.1,33.4,643.5,694.7,1288.6,29.3
2018-05-13,348.9,262.85,4.2,105.9,746.0,909.1,1079.8,31.2
2018-05-14,275.6,118.4,2.7,59.8,493.3,584.8,1633.6,40.5
2018-05-15,377.85,147.25,3.1,46.3,462.0,533.1,2057.3,55.0
2018-05-16,422.15,206.2,2.4,35.45,294.95,348.75,1662.55,51.3
2018-05-17,371.95,174.65,2.4,46.6,319.2,390.4,1622.1,20.8
2018-05-18,358.2,203.3,2.8,64.9,632.2,731.6,1324.2,30.7
2018-05-19,468.15,310.9,4.2,183.7,890.1,1172.0,1296.7,42.8
2018-05-20,545.05,402.6,3.7,109.0,759.3,926.6,1445.2,36.4
2018-05-21,660.35,459.6,3.8,86.3,906.1,1038.7,1520.9,53.8
2018-05-22,524.1,283.95,2.4,35.6,356.4,410.9,2105.5,45.2
2018-05-23,556.95,346.05,2.4,39.6,327.8,388.6,2151.1,25.8
2018-05-24,646.8,455.7,3.4,85.5,638.3,769.2,1332.1,23.5
2018-05-25,550.45,434.35,4.6,75.1,819.6,934.6,1259.0,24.4
2018-05-26,827.85,661.0,3.0,27.3,489.6,531.1,2165.5,27.5
2018-05-27,564.1,403.65,3.4,33.0,486.1,536.5,1810.4,29.8
2018-05-28,795.05,642.6,3.4,33.3,526.5,577.8,1525.2,29.1
2018-05-29,463.4,373.4,2.5,29.4,418.8,463.9,1791.4,29.8
2018-05-30,521.85,388.15,4.75,193.2,910.5,1206.9,976.7,30.35
2018-05-31,794.65,627.8,4.3,113.4,974.7,1148.4,1148.1,22.6
2018-06-01,480.4,375.85,3.0,37.7,623.7,681.7,1242.7,18.3
2018-06-02,197.85,131.7,3.3,22.5,445.8,480.3,1334.4,17.3
2018-06-03,222.8,143.25,4.1,45.6,625.2,695.2,1435.1,23.7
2018-06-04,360.35,263.25,3.0,32.4,410.0,459.1,1593.8,21.8
2018-06-05,344.1,195.85,2.4,37.9,360.7,419.3,1658.0,33.6
2018-06-06,455.7,257.65,2.7,46.2,452.0,522.8,1557.4,39.9
2018-06-07,390.0,229.25,3.3,47.3,487.4,560.0,1406.2,39.2
2018-06-08,367.1,216.85,2.4,47.2,414.0,486.3,1526.2,40.2
2018-06-09,388.1,268.1,3.2,36.4,444.7,500.5,1550.1,22.5
2018-06-10,366.25,264.85,2.6,28.5,362.7,406.7,1516.0,27.1
2018-06-11,263.2,140.55,2.4,63.7,444.8,542.4,1408.5,32.7
2018-06-12,277.8,170.5,2.4,46.6,435.7,507.5,1175.4,23.1
2018-06-13,237.05,120.0,2.6,93.6,526.8,670.3,1377.5,24.3
2018-06-14,272.8,141.55,2.5,44.15,404.6,472.9,1270.1,36.75
2018-06-15,310.6,154.4,3.2,114.8,633.1,808.7,1194.7,39.1
2018-06-16,201.3,103.2,2.4,21.2,318.9,351.6,1360.8,35.8
2018-06-17,179.8,109.45,2.4,17.5,231.6,258.9,1319.8,27.5
2018-06-18,214.45,106.9,2.4,31.8,257.1,306.1,1217.2,25.1
2018-06-19,116.6,47.05,2.4,48.7,258.9,333.9,765.1,18.9
2018-06-20,184.5,91.05,3.8,76.6,298.1,416.2,562.8,28.9
2018-06-21,218.1,81.4,2.4,39.9,268.4,330.0,1477.3,21.1
2018-06-22,272.2,120.9,2.8,57.1,466.5,554.1,1337.0,16.1
2018-06-23,243.1,127.3,3.7,34.9,408.1,461.5,1575.2,23.9
2018-06-24,256.0,146.75,3.1,27.2,513.9,555.6,1766.4,34.9
2018-06-25,317.05,162.4,3.9,48.5,619.9,694.1,2276.2,33.2
2018-06-26,376.6,174.75,3.2,155.6,977.0,1215.9,1329.4,37.3
2018-06-27,391.5,217.65,2.9,62.3,540.4,636.0,1398.4,23.1
2018-06-28,434.85,250.6,3.2,47.7,427.3,500.3,1682.5,22.4
2018-06-29,363.2,196.1,2.5,51.6,415.9,495.1,1666.9,31.0
2018-06-30,322.0,166.25,2.4,27.2,331.3,372.8,1981.5,36.9
2018-07-01,400.3,160.05,3.5,28.9,468.9,513.5,2458.3,29.8
2018-07-02,361.9,99.05,2.9,46.4,473.7,545.1,2189.1,50.5
2018-07-03,290.45,99.75,2.5,43.6,443.1,510.1,1940.0,27.9
2018-07-04,412.9,222.35,3.7,76.8,637.9,755.9,1584.8,29.7
2018-07-05,530.8,314.85,4.2,62.6,672.5,768.6,1764.6,30.35
2018-07-06,511.45,307.4,4.0,45.5,658.6,728.5,1952.8,22.9
2018-07-07,582.15,398.4,3.7,101.7,639.9,796.1,1889.5,21.2
2018-07-08,319.2,194.6,3.5,20.0,460.9,491.8,1939.9,24.0
2018-07-09,346.75,167.95,3.0,106.3,697.1,860.5,1326.4,23.9
2018-07-10,245.0,112.0,2.0,44.6,253.3,322.5,1250.6,43.1
2018-07-11,291.9,162.6,2.4,34.6,284.7,337.3,1423.0,21.4
2018-07-12,393.45,219.4,2.6,37.0,547.5,604.2,1401.7,25.2
2018-07-13,403.55,235.65,3.0,62.1,718.4,813.7,1399.4,26.3
2018-07-14,348.05,211.7,3.0,30.3,537.2,583.0,1798.8,24.0
2018-07-15,270.9,173.65,3.6,25.0,469.9,508.0,1947.5,31.8
2018-07-16,297.8,155.2,3.4,72.5,671.9,783.4,1603.4,29.3
2018-07-17,207.7,84.0,2.4,31.1,341.1,389.1,1293.3,23.3
2018-07-18,209.55,96.55,2.8,40.4,470.2,532.3,1368.1,25.1
2018-07-19,317.85,136.2,3.0,66.4,816.9,918.3,1296.4,27.0
2018-07-20,324.95,162.65,4.2,60.2,718.9,810.8,1635.9,42.7
2018-07-21,417.25,274.65,2.4,22.5,503.6,538.2,2145.5,12.1
2018-07-22,284.2,168.85,3.4,26.3,481.8,523.0,1423.4,31.1
2018-07-23,263.95,117.4,2.9,51.9,466.0,546.1,1517.4,18.3
2018-07-24,300.45,152.65,2.4,36.8,417.1,473.7,1574.9,18.2
2018-07-25,328.3,163.35,2.7,58.35,606.65,696.35,1494.4,23.8
2018-07-26,571.0,347.6,4.1,87.1,788.8,922.2,1849.6,24.6
2018-07-27,423.85,221.75,2.5,39.4,622.3,682.7,1630.2,18.9
2018-07-28,271.95,118.15,3.0,15.1,195.8,219.0,1372.01,31.2
2018-07-29,133.6,73.0,3.4,18.3,186.9,215.3,1124.21,44.0
2018-07-30,148.4,74.1,2.4,36.9,245.6,302.1,849.28,51.7
2018-07-31,162.35,87.1,2.4,25.3,290.1,328.9,1095.2,46.2
2018-08-01,199.85,97.75,2.7,47.9,388.5,462.1,1187.5,39.6
2018-08-02,209.75,97.95,2.9,45.4,474.0,543.6,1161.2,33.0
2018-08-03,256.1,106.3,2.8,80.2,652.6,775.9,1184.9,26.1
2018-08-04,205.95,98.65,2.9,31.5,370.2,418.2,1215.8,34.6
2018-08-05,247.6,125.75,3.0,47.9,558.7,632.2,1326.6,19.3
2018-08-06,309.45,157.8,3.3,71.9,618.2,728.6,1931.2,44.8
2018-08-07,332.55,159.15,3.0,47.3,637.7,709.85,1650.25,36.25
2018-08-08,193.6,75.15,2.8,27.6,286.7,329.0,1237.4,40.6
2018-08-09,203.4,110.35,3.9,149.2,774.2,1002.6,447.1,40.2
2018-08-10,149.65,69.15,3.0,83.6,546.6,674.5,627.6,31.2
2018-08-11,153.6,89.75,4.1,116.9,541.2,720.7,785.7,27.0
2018-08-12,130.25,77.65,2.4,19.1,272.3,301.6,1092.3,20.2
2018-08-13,190.25,98.45,2.5,59.1,418.3,508.8,844.6,26.6
2018-08-14,204.75,97.1,2.4,62.3,440.6,536.8,905.1,28.7
2018-08-15,222.45,123.1,2.4,28.1,322.0,365.4,1042.1,28.9
2018-08-16,192.1,105.15,2.9,72.1,456.3,567.3,664.3,34.5
2018-08-17,215.35,103.0,2.7,115.7,448.4,626.0,719.6,36.8
2018-08-18,225.25,136.8,2.7,30.0,321.0,366.7,845.5,31.1
2018-08-19,193.1,119.95,2.4,18.0,190.8,218.5,857.1,16.1
2018-08-20,157.5,83.6,2.7,61.0,413.3,507.4,700.8,24.4
2018-08-21,155.1,74.15,2.4,52.6,473.1,553.4,968.2,34.4
2018-08-22,228.4,121.65,2.6,67.75,513.0,616.55,517.7,36.25
2018-08-23,172.15,92.7,2.6,52.8,339.3,420.3,786.5,24.1
2018-08-24,177.55,74.8,2.7,42.2,360.3,425.2,844.2,30.1
2018-08-25,165.15,95.05,3.9,356.5,521.7,1068.7,713.3,40.7
2018-08-26,163.65,104.35,4.4,164.4,588.3,840.5,636.0,43.4
2018-08-27,155.85,78.25,2.6,49.3,364.2,439.9,742.9,45.4
2018-08-28,170.85,104.65,2.8,52.8,584.5,666.2,845.6,31.0
2018-08-29,242.25,150.7,3.5,116.8,716.9,895.8,608.9,28.8
2018-08-30,230.8,118.85,2.9,81.2,564.2,688.1,801.4,42.9
2018-08-31,297.2,162.45,3.0,110.9,730.6,900.9,856.3,33.3
2018-09-01,297.8,184.0,3.9,162.7,715.5,965.3,1273.8,25.8
2018-09-02,374.5,254.7,4.6,118.6,832.7,1014.4,1442.4,48.4
2018-09-03,444.85,284.5,4.6,294.2,1096.6,1547.7,1265.9,28.5
2018-09-04,448.15,229.15,2.6,31.7,477.15,525.7,1267.55,39.15
2018-09-05,483.85,225.4,2.5,33.1,433.6,484.9,1351.5,30.0
2018-09-06,314.15,179.8,3.3,117.0,537.0,716.6,906.2,54.8
2018-09-07,186.18,83.88,3.3,67.5,560.5,664.1,864.9,22.7
2018-09-08,159.0,87.35,2.4,36.3,535.7,591.3,895.4,27.3
2018-09-09,151.1,86.15,2.4,15.0,313.8,337.3,1299.0,32.7
2018-09-10,232.05,106.8,2.4,38.0,381.8,440.4,1135.3,26.3
2018-09-11,214.55,119.2,2.6,31.4,342.6,391.1,1038.3,43.0
2018-09-12,151.95,96.4,4.3,491.8,663.0,1417.0,787.6,48.2
2018-09-13,295.3,153.05,6.6,990.9,891.2,2410.4,462.4,43.2
2018-09-14,174.75,85.2,3.1,72.5,713.9,824.9,651.8,44.3
2018-09-15,225.75,130.75,2.8,54.3,529.3,612.2,866.7,20.6
2018-09-16,200.5,108.15,2.4,19.0,342.3,371.2,1362.5,36.2
2018-09-17,227.9,116.85,2.4,28.7,489.2,533.3,1524.7,33.4
2018-09-18,326.1,135.1,2.4,24.8,277.2,315.3,1443.2,44.6
2018-09-19,352.2,167.65,2.4,28.35,329.15,372.6,1172.9,30.6
2018-09-20,325.45,163.15,2.4,26.1,259.1,299.2,1310.9,25.7
2018-09-21,167.15,69.85,2.6,37.0,348.2,405.6,1166.5,44.2
2018-09-22,194.9,110.2,3.5,69.4,667.2,773.9,754.7,39.2
2018-09-23,125.95,84.6,3.4,43.3,482.9,549.4,962.6,58.0
2018-09-24,210.9,124.25,6.2,947.2,1039.7,2491.8,498.2,52.9
2018-09-25,294.35,180.5,9.3,1861.5,1264.7,4118.9,586.6,83.4
2018-09-26,275.4,153.25,5.2,276.1,1276.0,1699.1,624.2,26.0
2018-09-27,313.2,178.85,4.3,323.5,1163.4,1659.0,807.3,56.9
2018-09-28,233.55,103.75,3.2,49.5,467.0,543.0,1078.5,26.4
2018-09-29,340.55,202.5,7.1,544.2,1191.0,2025.4,539.1,52.0
2018-09-30,275.65,178.55,4.4,284.6,708.2,1144.9,832.4,28.0
2018-10-01,215.0,92.05,3.1,69.8,579.3,686.0,920.2,15.9
2018-10-02,194.9,73.95,3.5,59.7,497.9,589.2,953.3,27.4
2018-10-03,238.35,101.9,5.5,428.95,764.15,1421.65,543.1,26.3
2018-10-04,299.05,188.9,3.0,147.3,581.8,807.7,458.0,28.3
2018-10-05,501.1,321.05,4.5,163.5,1022.7,1273.7,638.9,37.0
2018-10-06,247.0,169.05,3.6,61.5,539.1,633.3,943.6,20.3
2018-10-07,183.9,105.25,4.0,166.5,641.6,897.2,866.6,24.4
2018-10-08,190.6,102.9,3.5,140.7,789.0,1004.9,729.0,11.9
2018-10-09,265.05,163.9,5.0,399.4,1025.8,1637.9,862.0,38.9
2018-10-10,903.3,643.65,4.7,663.2,1653.3,2670.2,413.0,30.8
2018-10-11,272.7,148.65,2.5,29.1,505.8,550.3,1268.0,44.0
2018-10-12,233.05,110.15,2.4,25.2,327.7,366.7,1482.6,68.95
2018-10-13,222.9,121.3,2.4,21.0,306.3,338.5,1490.3,50.66
2018-10-14,78.25,47.65,2.4,19.5,329.6,359.4,1350.0,40.45
2018-10-15,209.55,144.45,4.1,77.2,667.4,785.7,766.1,35.1
2018-10-16,380.4,268.95,3.1,106.95,630.9,794.8,746.05,24.9
2018-10-17,248.25,157.3,4.3,188.8,926.5,1216.0,484.0,28.2
2018-10-18,267.1,166.1,3.0,70.5,658.5,767.2,790.6,25.8
2018-10-19,368.1,239.45,8.3,1252.3,1301.6,3221.2,439.0,55.2
2018-10-20,574.05,420.25,10.5,1827.0,1280.0,4081.8,324.8,77.9
2018-10-21,375.35,287.6,6.1,330.5,790.1,1296.7,579.2,114.2
2018-10-22,324.15,164.4,4.3,521.4,784.8,1583.9,858.1,105.3
2018-10-23,323.35,167.45,4.0,211.6,865.0,1189.7,507.7,69.0
2018-10-24,338.0,197.05,3.9,242.7,851.3,1223.8,447.0,44.0
2018-10-25,343.7,225.4,2.8,221.8,864.2,1204.4,643.3,50.32
2018-10-26,155.2,77.9,2.9,65.1,731.0,831.0,856.8,38.34
2018-10-27,103.5,58.9,2.4,57.0,454.0,541.3,1022.8,46.7
2018-10-28,108.8,61.0,2.7,40.2,368.5,430.3,1210.7,49.78
2018-10-29,129.05,65.7,2.6,98.3,589.5,740.3,889.6,31.9
2018-10-30,251.45,147.45,4.0,140.9,719.4,935.6,513.9,32.3
2018-10-31,358.35,217.35,5.7,942.95,1214.85,2661.25,356.5,65.7
2018-11-01,296.85,211.75,4.8,572.7,1164.9,2042.7,143.7,39.6
2018-11-02,367.0,238.5,7.0,1007.0,1303.1,2846.8,253.1,48.0
2018-11-03,305.2,205.75,4.0,79.5,863.9,985.9,880.7,29.4
2018-11-04,417.95,305.05,3.4,58.6,688.3,778.4,888.9,33.9
2018-11-05,1004.65,747.9,7.4,1411.9,1206.8,3371.7,81.7,85.6
2018-11-06,449.45,315.5,5.8,355.0,840.2,1384.8,498.3,32.0
2018-11-07,169.4,85.25,3.1,42.6,469.7,535.2,1038.4,28.7
2018-11-08,290.2,138.45,3.3,70.9,703.7,812.3,1037.8,28.9
2018-11-09,282.95,163.15,3.0,117.7,642.7,823.3,953.7,46.5
2018-11-10,251.2,145.7,3.6,54.4,613.9,697.1,1112.9,19.6
2018-11-11,179.2,97.9,2.9,26.4,533.7,574.1,1120.8,26.8
2018-11-12,236.05,118.75,2.7,72.5,686.7,797.7,1008.2,18.7
2018-11-13,278.5,131.05,3.75,73.3,763.7,876.1,930.55,30.0
2018-11-14,306.55,178.85,4.0,193.6,854.9,1151.4,746.0,29.2
2018-11-15,526.55,379.8,3.4,206.0,889.8,1205.7,316.5,8.0
2018-11-16,354.45,268.95,3.8,399.6,855.8,1468.3,151.3,48.7
2018-11-17,563.65,442.0,3.9,276.2,1013.1,1436.1,194.6,35.8
2018-11-18,438.05,289.85,4.3,96.7,760.4,908.9,674.7,26.0
2018-11-19,201.1,104.65,2.4,63.1,515.5,612.3,951.2,17.2
2018-11-20,307.4,234.65,4.4,122.1,736.9,924.6,596.6,36.9
2018-11-21,558.3,450.0,5.0,593.3,1133.0,2042.6,201.8,46.5
2018-11-22,1058.9,827.85,5.3,1558.0,1426.5,3815.8,27.2,49.0
2018-11-23,897.7,718.2,4.4,751.8,1322.0,2474.7,49.1,53.6
2018-11-24,637.4,495.15,4.1,249.5,1055.0,1437.5,315.7,18.2
2018-11-25,446.95,362.05,2.7,78.7,699.6,820.2,498.1,25.0
2018-11-26,312.1,216.3,3.6,240.9,898.55,1268.15,426.4,32.5
2018-11-27,419.75,314.8,3.7,442.1,1095.7,1773.7,257.5,32.5
2018-11-28,183.95,107.7,3.1,24.8,551.8,590.3,1232.5,17.3
2018-11-29,200.05,108.3,2.4,19.1,386.0,415.6,1430.3,36.5
2018-11-30,288.05,142.35,3.1,66.9,771.4,874.1,966.0,25.4
2018-12-01,144.35,81.15,3.8,22.8,585.3,620.7,1153.2,37.0
2018-12-02,76.05,42.65,2.4,13.8,347.5,368.2,1213.1,19.8
2018-12-03,255.55,147.75,2.6,80.3,706.9,830.1,980.6,30.4
2018-12-04,290.55,157.6,4.6,1010.1,1498.2,3047.1,120.5,59.0
2018-12-05,199.35,130.55,4.0,168.0,916.6,1174.6,628.5,31.4
2018-12-06,161.3,89.3,2.6,44.1,656.9,724.7,988.9,20.5
2018-12-07,150.15,75.35,2.6,28.0,460.6,504.0,1352.1,26.4
2018-12-08,256.6,146.6,2.5,18.5,345.7,374.3,1536.7,28.5
2018-12-09,158.25,94.3,2.7,26.0,435.0,475.3,1317.0,23.4
2018-12-10,260.5,135.95,4.1,272.7,1168.2,1586.3,382.0,26.8
2018-12-11,471.8,312.05,6.9,1218.5,1520.1,3388.2,156.5,52.8
2018-12-12,396.85,280.8,3.9,119.2,970.9,1153.3,617.6,23.45
